,Correlation,Noise,Name,Length
3903,0.4672221038357068,0.15,Curve 190,Length 200
3904,0.4342791445632213,0.2,Curve 190,Length 200
3910,0.5065642196696017,smooth,Curve 191,Length 200
3911,0.7427243449230693,0.05,Curve 191,Length 200
3912,0.635291161956921,0.1,Curve 191,Length 200
3913,0.5530382063267029,0.15,Curve 191,Length 200
3914,0.4544326648853341,0.2,Curve 191,Length 200
3920,0.6256392098818875,smooth,Curve 192,Length 200
3921,0.8641079330288742,0.05,Curve 192,Length 200
3922,0.7146097065148102,0.1,Curve 192,Length 200
3923,0.5448264107333708,0.15,Curve 192,Length 200
3924,0.441133642643735,0.2,Curve 192,Length 200
3930,0.558972058001741,smooth,Curve 193,Length 200
3931,0.852191899295541,0.05,Curve 193,Length 200
3932,0.6537837111089505,0.1,Curve 193,Length 200
3933,0.6775967747852513,0.15,Curve 193,Length 200
3934,0.4724795248162774,0.2,Curve 193,Length 200
3940,0.4429384227728559,smooth,Curve 194,Length 200
3941,0.8000823861841969,0.05,Curve 194,Length 200
3942,0.6316348581836174,0.1,Curve 194,Length 200
3943,0.5912247142457214,0.15,Curve 194,Length 200
3944,0.515345726625286,0.2,Curve 194,Length 200
3950,0.4339604047595856,smooth,Curve 195,Length 200
3951,0.7037083660649288,0.05,Curve 195,Length 200
3952,0.6231211606358563,0.1,Curve 195,Length 200
3953,0.5966553455260434,0.15,Curve 195,Length 200
3954,0.5178639327279971,0.2,Curve 195,Length 200
3960,0.5731598262946739,smooth,Curve 196,Length 200
3961,0.7278739909860408,0.05,Curve 196,Length 200
3962,0.5655098137974166,0.1,Curve 196,Length 200
3963,0.5618568550266423,0.15,Curve 196,Length 200
3964,0.4647805714754118,0.2,Curve 196,Length 200
3970,0.4529359863422524,smooth,Curve 197,Length 200
3971,0.7531757045103478,0.05,Curve 197,Length 200
3972,0.6733903926624911,0.1,Curve 197,Length 200
3973,0.7155879528428448,0.15,Curve 197,Length 200
3974,0.4747734391029153,0.2,Curve 197,Length 200
3980,0.4482770335169471,smooth,Curve 198,Length 200
3981,0.8044061337668762,0.05,Curve 198,Length 200
3982,0.6962333271555897,0.1,Curve 198,Length 200
3983,0.5620985432791251,0.15,Curve 198,Length 200
3984,0.5706468844311918,0.2,Curve 198,Length 200
3990,0.3912945208238624,smooth,Curve 199,Length 200
3991,0.7390321509107417,0.05,Curve 199,Length 200
3992,0.5880560720332338,0.1,Curve 199,Length 200
3993,0.5271651820313027,0.15,Curve 199,Length 200
3994,0.5443157539670928,0.2,Curve 199,Length 200
4000,0.713383666434835,smooth,Curve 0,Length 300
4001,0.9008338043755322,0.05,Curve 0,Length 300
4002,0.7800763072959948,0.1,Curve 0,Length 300
4003,0.7087065563997907,0.15,Curve 0,Length 300
4004,0.6828510314442179,0.2,Curve 0,Length 300
4010,0.5237495190209602,smooth,Curve 1,Length 300
4011,0.7678956118853004,0.05,Curve 1,Length 300
4012,0.663966595139678,0.1,Curve 1,Length 300
4013,0.6069136563314859,0.15,Curve 1,Length 300
4014,0.4897837707738262,0.2,Curve 1,Length 300
4020,0.3594256280568593,smooth,Curve 2,Length 300
4021,0.7789717720774609,0.05,Curve 2,Length 300
4022,0.5819403917151759,0.1,Curve 2,Length 300
4023,0.5502795895982431,0.15,Curve 2,Length 300
4024,0.4901766559191104,0.2,Curve 2,Length 300
4030,0.5504756153862462,smooth,Curve 3,Length 300
4031,0.7962421209989289,0.05,Curve 3,Length 300
4032,0.7188012079087558,0.1,Curve 3,Length 300
4033,0.5473435299885556,0.15,Curve 3,Length 300
4034,0.5815170083109242,0.2,Curve 3,Length 300
4040,0.4376038605911374,smooth,Curve 4,Length 300
4041,0.7669711786917195,0.05,Curve 4,Length 300
4042,0.6633235934998482,0.1,Curve 4,Length 300
4043,0.5974487829656393,0.15,Curve 4,Length 300
4044,0.4826667721795358,0.2,Curve 4,Length 300
4050,0.3838728501050586,smooth,Curve 5,Length 300
4051,0.7295692186072278,0.05,Curve 5,Length 300
4052,0.6641263425594649,0.1,Curve 5,Length 300
4053,0.6076207294941093,0.15,Curve 5,Length 300
4054,0.4955447111723797,0.2,Curve 5,Length 300
4060,0.5401813192267464,smooth,Curve 6,Length 300
4061,0.8871202688051492,0.05,Curve 6,Length 300
4062,0.688923665149783,0.1,Curve 6,Length 300
4063,0.686412217105469,0.15,Curve 6,Length 300
4064,0.6510570861458154,0.2,Curve 6,Length 300
4070,0.5950912611072797,smooth,Curve 7,Length 300
4071,0.8268408821921722,0.05,Curve 7,Length 300
4072,0.6617305348080068,0.1,Curve 7,Length 300
4073,0.6341387607158158,0.15,Curve 7,Length 300
4074,0.5938518273392609,0.2,Curve 7,Length 300
4080,0.5331319206906969,smooth,Curve 8,Length 300
4081,0.8198524230040419,0.05,Curve 8,Length 300
4082,0.7105117018778332,0.1,Curve 8,Length 300
4083,0.58133406201135,0.15,Curve 8,Length 300
4084,0.5829090303152287,0.2,Curve 8,Length 300
4090,0.4850484453166461,smooth,Curve 9,Length 300
4091,0.8524638312872403,0.05,Curve 9,Length 300
4092,0.6198264502480517,0.1,Curve 9,Length 300
4093,0.5698312445969549,0.15,Curve 9,Length 300
4094,0.4547569703937687,0.2,Curve 9,Length 300
4100,0.6061144902999877,smooth,Curve 10,Length 300
4101,0.8679488533175936,0.05,Curve 10,Length 300
4102,0.6584673259747431,0.1,Curve 10,Length 300
4103,0.5174729229349901,0.15,Curve 10,Length 300
4104,0.6501339213137427,0.2,Curve 10,Length 300
4110,0.4296637930407053,smooth,Curve 11,Length 300
4111,0.8066385931794924,0.05,Curve 11,Length 300
4112,0.7085981671607677,0.1,Curve 11,Length 300
4113,0.6105462528642706,0.15,Curve 11,Length 300
4114,0.4850740310245465,0.2,Curve 11,Length 300
4120,0.4889742490661544,smooth,Curve 12,Length 300
4121,0.7648191126295683,0.05,Curve 12,Length 300
4122,0.6333678033850167,0.1,Curve 12,Length 300
4123,0.5664654638536,0.15,Curve 12,Length 300
4124,0.4761504552835449,0.2,Curve 12,Length 300
4130,0.403175627402497,smooth,Curve 13,Length 300
4131,0.814912193662261,0.05,Curve 13,Length 300
4132,0.6372803288644668,0.1,Curve 13,Length 300
4133,0.5038879503879687,0.15,Curve 13,Length 300
4134,0.5134968419947414,0.2,Curve 13,Length 300
4140,0.6258632751148048,smooth,Curve 14,Length 300
4141,0.852593944352566,0.05,Curve 14,Length 300
4142,0.7318650499567726,0.1,Curve 14,Length 300
4143,0.6341037848744631,0.15,Curve 14,Length 300
4144,0.6509793124593598,0.2,Curve 14,Length 300
4150,0.4172078417615459,smooth,Curve 15,Length 300
4151,0.8005731456582565,0.05,Curve 15,Length 300
4152,0.6686700253042742,0.1,Curve 15,Length 300
4153,0.6133895411108905,0.15,Curve 15,Length 300
4154,0.5686637938438,0.2,Curve 15,Length 300
4160,0.3382436916801543,smooth,Curve 16,Length 300
4161,0.831496103620211,0.05,Curve 16,Length 300
4162,0.6183294441211219,0.1,Curve 16,Length 300
4163,0.5209929492466905,0.15,Curve 16,Length 300
4164,0.4311697395282982,0.2,Curve 16,Length 300
4170,0.4934944694923296,smooth,Curve 17,Length 300
4171,0.846575437553886,0.05,Curve 17,Length 300
4172,0.6673613365819564,0.1,Curve 17,Length 300
4173,0.6464068945890467,0.15,Curve 17,Length 300
4174,0.5089429283534675,0.2,Curve 17,Length 300
4180,0.3601121430508466,smooth,Curve 18,Length 300
4181,0.7112314443540799,0.05,Curve 18,Length 300
4182,0.590282882428625,0.1,Curve 18,Length 300
4183,0.5555811825891551,0.15,Curve 18,Length 300
4184,0.4639812380265244,0.2,Curve 18,Length 300
4190,0.3382763890321126,smooth,Curve 19,Length 300
4191,0.7661911353046936,0.05,Curve 19,Length 300
4192,0.5859280046969322,0.1,Curve 19,Length 300
4193,0.4591622326709494,0.15,Curve 19,Length 300
4194,0.4040687467550198,0.2,Curve 19,Length 300
4200,0.4639976686519246,smooth,Curve 20,Length 300
4201,0.7969385979389938,0.05,Curve 20,Length 300
4202,0.6833774635025107,0.1,Curve 20,Length 300
4203,0.5379084889882663,0.15,Curve 20,Length 300
4204,0.5185791560892454,0.2,Curve 20,Length 300
4210,0.2963486140638075,smooth,Curve 21,Length 300
4211,0.7710800691170945,0.05,Curve 21,Length 300
4212,0.6411233817962139,0.1,Curve 21,Length 300
4213,0.6129006655587438,0.15,Curve 21,Length 300
4214,0.4700589737948928,0.2,Curve 21,Length 300
4220,0.5283538571321226,smooth,Curve 22,Length 300
4221,0.7407742406596344,0.05,Curve 22,Length 300
4222,0.6979158046595214,0.1,Curve 22,Length 300
4223,0.5769457647038893,0.15,Curve 22,Length 300
4224,0.5996769608607647,0.2,Curve 22,Length 300
4230,0.4166154259843433,smooth,Curve 23,Length 300
4231,0.6981719226925145,0.05,Curve 23,Length 300
4232,0.6187235876581526,0.1,Curve 23,Length 300
4233,0.5331776453719564,0.15,Curve 23,Length 300
4234,0.4596932551243736,0.2,Curve 23,Length 300
4240,0.4094647846326237,smooth,Curve 24,Length 300
4241,0.7837831581820638,0.05,Curve 24,Length 300
4242,0.6491124883549164,0.1,Curve 24,Length 300
4243,0.6000416034679539,0.15,Curve 24,Length 300
4244,0.4406141951706496,0.2,Curve 24,Length 300
4250,0.351866133298465,smooth,Curve 25,Length 300
4251,0.7825925947501836,0.05,Curve 25,Length 300
4252,0.6465302085748544,0.1,Curve 25,Length 300
4253,0.623023270045412,0.15,Curve 25,Length 300
4254,0.6179460075375175,0.2,Curve 25,Length 300
4260,0.5238961346091103,smooth,Curve 26,Length 300
4261,0.697668471760522,0.05,Curve 26,Length 300
4262,0.6330123087169857,0.1,Curve 26,Length 300
4263,0.5326578008778515,0.15,Curve 26,Length 300
4264,0.4497472752663746,0.2,Curve 26,Length 300
4270,0.5643444369157299,smooth,Curve 27,Length 300
4271,0.8145256882427634,0.05,Curve 27,Length 300
4272,0.7060106821558233,0.1,Curve 27,Length 300
4273,0.5907416082865702,0.15,Curve 27,Length 300
4274,0.5022525077521781,0.2,Curve 27,Length 300
4280,0.4847255609158533,smooth,Curve 28,Length 300
4281,0.7737614285495616,0.05,Curve 28,Length 300
4282,0.6752107534282669,0.1,Curve 28,Length 300
4283,0.568903314353435,0.15,Curve 28,Length 300
4284,0.4472179919216226,0.2,Curve 28,Length 300
4290,0.5705846244814944,smooth,Curve 29,Length 300
4291,0.7837068640834878,0.05,Curve 29,Length 300
4292,0.6296224038669814,0.1,Curve 29,Length 300
4293,0.5916647183507282,0.15,Curve 29,Length 300
4294,0.5091176508045379,0.2,Curve 29,Length 300
4300,0.4451954679281708,smooth,Curve 30,Length 300
4301,0.8110381451648124,0.05,Curve 30,Length 300
4302,0.6330815678128061,0.1,Curve 30,Length 300
4303,0.6440254125998913,0.15,Curve 30,Length 300
4304,0.4990775782560979,0.2,Curve 30,Length 300
4310,0.392391875398797,smooth,Curve 31,Length 300
4311,0.7803311991367502,0.05,Curve 31,Length 300
4312,0.6830637457646382,0.1,Curve 31,Length 300
4313,0.5061637874129061,0.15,Curve 31,Length 300
4314,0.5257805888190221,0.2,Curve 31,Length 300
4320,0.5222214154240717,smooth,Curve 32,Length 300
4321,0.7781720115888988,0.05,Curve 32,Length 300
4322,0.7563517116479103,0.1,Curve 32,Length 300
4323,0.5953560449294737,0.15,Curve 32,Length 300
4324,0.5610975849755276,0.2,Curve 32,Length 300
4330,0.4450308453623009,smooth,Curve 33,Length 300
4331,0.775329976204414,0.05,Curve 33,Length 300
4332,0.798104772549207,0.1,Curve 33,Length 300
4333,0.5645894068527532,0.15,Curve 33,Length 300
4334,0.5103511477812919,0.2,Curve 33,Length 300
4340,0.5314400192443721,smooth,Curve 34,Length 300
4341,0.7667865394003477,0.05,Curve 34,Length 300
4342,0.7185719911164817,0.1,Curve 34,Length 300
4343,0.5466796052977987,0.15,Curve 34,Length 300
4344,0.4448512385701686,0.2,Curve 34,Length 300
4350,0.5250039926367187,smooth,Curve 35,Length 300
4351,0.7841750380548324,0.05,Curve 35,Length 300
4352,0.679810931348796,0.1,Curve 35,Length 300
4353,0.646147239868147,0.15,Curve 35,Length 300
4354,0.505684043107563,0.2,Curve 35,Length 300
4360,0.5571097463035869,smooth,Curve 36,Length 300
4361,0.8361696000847794,0.05,Curve 36,Length 300
4362,0.6763696258778451,0.1,Curve 36,Length 300
4363,0.5909756393525232,0.15,Curve 36,Length 300
4364,0.4659050853902242,0.2,Curve 36,Length 300
4370,0.3737630709397022,smooth,Curve 37,Length 300
4371,0.8167514896015207,0.05,Curve 37,Length 300
4372,0.5999722656873278,0.1,Curve 37,Length 300
4373,0.6765343769593692,0.15,Curve 37,Length 300
4374,0.4658169000138378,0.2,Curve 37,Length 300
4380,0.5694599668329638,smooth,Curve 38,Length 300
4381,0.7499562056788568,0.05,Curve 38,Length 300
4382,0.7361295325890155,0.1,Curve 38,Length 300
4383,0.623704192583983,0.15,Curve 38,Length 300
4384,0.5589823427949965,0.2,Curve 38,Length 300
4390,0.4235720946476847,smooth,Curve 39,Length 300
4391,0.7612308551242591,0.05,Curve 39,Length 300
4392,0.7246158372807676,0.1,Curve 39,Length 300
4393,0.5442537578320006,0.15,Curve 39,Length 300
4394,0.4899293693619379,0.2,Curve 39,Length 300
4400,0.4448550548944778,smooth,Curve 40,Length 300
4401,0.8043882883070383,0.05,Curve 40,Length 300
4402,0.7432981425297144,0.1,Curve 40,Length 300
4403,0.5775081466876132,0.15,Curve 40,Length 300
4404,0.5435582953650688,0.2,Curve 40,Length 300
4410,0.6242578591372426,smooth,Curve 41,Length 300
4411,0.8266733785108186,0.05,Curve 41,Length 300
4412,0.7206879937364548,0.1,Curve 41,Length 300
4413,0.6320979627451618,0.15,Curve 41,Length 300
4414,0.6236422854642614,0.2,Curve 41,Length 300
4420,0.5552977263409637,smooth,Curve 42,Length 300
4421,0.781236014421469,0.05,Curve 42,Length 300
4422,0.6133706424461502,0.1,Curve 42,Length 300
4423,0.6360863495487564,0.15,Curve 42,Length 300
4424,0.4819115508683879,0.2,Curve 42,Length 300
4430,0.3854468226182559,smooth,Curve 43,Length 300
4431,0.8226836792202943,0.05,Curve 43,Length 300
4432,0.6871319673463856,0.1,Curve 43,Length 300
4433,0.5631921559020755,0.15,Curve 43,Length 300
4434,0.487842562878634,0.2,Curve 43,Length 300
4440,0.3903303990106194,smooth,Curve 44,Length 300
4441,0.6826399828150272,0.05,Curve 44,Length 300
4442,0.6267814602340492,0.1,Curve 44,Length 300
4443,0.5737503132216637,0.15,Curve 44,Length 300
4444,0.4926288080685275,0.2,Curve 44,Length 300
4450,0.3630491611130942,smooth,Curve 45,Length 300
4451,0.7482954991891066,0.05,Curve 45,Length 300
4452,0.6950458749685443,0.1,Curve 45,Length 300
4453,0.5250635376394904,0.15,Curve 45,Length 300
4454,0.4063925616253573,0.2,Curve 45,Length 300
4460,0.4304235373774326,smooth,Curve 46,Length 300
4461,0.755563039604032,0.05,Curve 46,Length 300
4462,0.6245911352330433,0.1,Curve 46,Length 300
4463,0.5667448239806802,0.15,Curve 46,Length 300
4464,0.4114230915449623,0.2,Curve 46,Length 300
4470,0.483470241885726,smooth,Curve 47,Length 300
4471,0.8268123388460645,0.05,Curve 47,Length 300
4472,0.7052926796724596,0.1,Curve 47,Length 300
4473,0.6721460752485929,0.15,Curve 47,Length 300
4474,0.5045248399193524,0.2,Curve 47,Length 300
4480,0.3682667538105587,smooth,Curve 48,Length 300
4481,0.8523860961934265,0.05,Curve 48,Length 300
4482,0.6561123388291091,0.1,Curve 48,Length 300
4483,0.600732357251618,0.15,Curve 48,Length 300
4484,0.4761441892690512,0.2,Curve 48,Length 300
4490,0.5185349609223269,smooth,Curve 49,Length 300
4491,0.8487355644800325,0.05,Curve 49,Length 300
4492,0.7426636087531979,0.1,Curve 49,Length 300
4493,0.6670239369106366,0.15,Curve 49,Length 300
4494,0.4711719343176115,0.2,Curve 49,Length 300
4500,0.5886567310381522,smooth,Curve 50,Length 300
4501,0.8183232158539789,0.05,Curve 50,Length 300
4502,0.7222018505552523,0.1,Curve 50,Length 300
4503,0.5692152176432665,0.15,Curve 50,Length 300
4504,0.5601768386562325,0.2,Curve 50,Length 300
4510,0.3742362237104142,smooth,Curve 51,Length 300
4511,0.7067787793288955,0.05,Curve 51,Length 300
4512,0.4766538684441515,0.1,Curve 51,Length 300
4513,0.4652771537011539,0.15,Curve 51,Length 300
4514,0.357833250371566,0.2,Curve 51,Length 300
4520,0.5360282276139736,smooth,Curve 52,Length 300
4521,0.8111803969096903,0.05,Curve 52,Length 300
4522,0.7052997085832113,0.1,Curve 52,Length 300
4523,0.5539327621780098,0.15,Curve 52,Length 300
4524,0.5086335242546639,0.2,Curve 52,Length 300
4530,0.5916995921656659,smooth,Curve 53,Length 300
4531,0.7984695847573894,0.05,Curve 53,Length 300
4532,0.6543797033211775,0.1,Curve 53,Length 300
4533,0.586028274020551,0.15,Curve 53,Length 300
4534,0.5424492699564474,0.2,Curve 53,Length 300
4540,0.568944048336429,smooth,Curve 54,Length 300
4541,0.7396998719963881,0.05,Curve 54,Length 300
4542,0.5787161103062314,0.1,Curve 54,Length 300
4543,0.5772726764544325,0.15,Curve 54,Length 300
4544,0.486481609378244,0.2,Curve 54,Length 300
4550,0.4807973506400032,smooth,Curve 55,Length 300
4551,0.6327256986811294,0.05,Curve 55,Length 300
4552,0.6775963738641133,0.1,Curve 55,Length 300
4553,0.5458848395736248,0.15,Curve 55,Length 300
4554,0.4666394926636471,0.2,Curve 55,Length 300
4560,0.3863517454503166,smooth,Curve 56,Length 300
4561,0.8730420310571272,0.05,Curve 56,Length 300
4562,0.7133720306000029,0.1,Curve 56,Length 300
4563,0.5829421425307186,0.15,Curve 56,Length 300
4564,0.4839755346052518,0.2,Curve 56,Length 300
4570,0.5532999096696497,smooth,Curve 57,Length 300
4571,0.8366994868992416,0.05,Curve 57,Length 300
4572,0.635302722948102,0.1,Curve 57,Length 300
4573,0.6628022893830641,0.15,Curve 57,Length 300
4574,0.5801928931241118,0.2,Curve 57,Length 300
4580,0.4867610634166714,smooth,Curve 58,Length 300
4581,0.8327276487758398,0.05,Curve 58,Length 300
4582,0.733167706653234,0.1,Curve 58,Length 300
4583,0.6963155513526121,0.15,Curve 58,Length 300
4584,0.5787297154035359,0.2,Curve 58,Length 300
4590,0.5043995712529701,smooth,Curve 59,Length 300
4591,0.7780224473471502,0.05,Curve 59,Length 300
4592,0.6091813584828218,0.1,Curve 59,Length 300
4593,0.4544138968406667,0.15,Curve 59,Length 300
4594,0.4536694956954412,0.2,Curve 59,Length 300
4600,0.5118991257482899,smooth,Curve 60,Length 300
4601,0.7866304045757395,0.05,Curve 60,Length 300
4602,0.603349131937899,0.1,Curve 60,Length 300
4603,0.6688201033557173,0.15,Curve 60,Length 300
4604,0.523286980103501,0.2,Curve 60,Length 300
4610,0.4662809879356953,smooth,Curve 61,Length 300
4611,0.783122078558035,0.05,Curve 61,Length 300
4612,0.5931446587772269,0.1,Curve 61,Length 300
4613,0.5294782561398729,0.15,Curve 61,Length 300
4614,0.3945531471048711,0.2,Curve 61,Length 300
4620,0.3960072194269518,smooth,Curve 62,Length 300
4621,0.8565149061047346,0.05,Curve 62,Length 300
4622,0.7390619609234492,0.1,Curve 62,Length 300
4623,0.5745238338892591,0.15,Curve 62,Length 300
4624,0.4404664318464773,0.2,Curve 62,Length 300
4630,0.396365501742132,smooth,Curve 63,Length 300
4631,0.7584358810847709,0.05,Curve 63,Length 300
4632,0.6770263701729154,0.1,Curve 63,Length 300
4633,0.5673137850456865,0.15,Curve 63,Length 300
4634,0.5807250345655713,0.2,Curve 63,Length 300
4640,0.3389819883683384,smooth,Curve 64,Length 300
4641,0.7834665773155745,0.05,Curve 64,Length 300
4642,0.5891095471809565,0.1,Curve 64,Length 300
4643,0.5679639134920959,0.15,Curve 64,Length 300
4644,0.4488738975004483,0.2,Curve 64,Length 300
4650,0.5949636345105993,smooth,Curve 65,Length 300
4651,0.8651046546686315,0.05,Curve 65,Length 300
4652,0.7023504949100899,0.1,Curve 65,Length 300
4653,0.6514799097897128,0.15,Curve 65,Length 300
4654,0.4940343521990457,0.2,Curve 65,Length 300
4660,0.4214768488014166,smooth,Curve 66,Length 300
4661,0.7373376244326438,0.05,Curve 66,Length 300
4662,0.7183228358786247,0.1,Curve 66,Length 300
4663,0.6537548779501088,0.15,Curve 66,Length 300
4664,0.5424611202719941,0.2,Curve 66,Length 300
4670,0.449574507554446,smooth,Curve 67,Length 300
4671,0.7925599356704884,0.05,Curve 67,Length 300
4672,0.7069881199087629,0.1,Curve 67,Length 300
4673,0.5622951359163683,0.15,Curve 67,Length 300
4674,0.509172609071197,0.2,Curve 67,Length 300
4680,0.5899719809876488,smooth,Curve 68,Length 300
4681,0.7774499678347302,0.05,Curve 68,Length 300
4682,0.7412639340019236,0.1,Curve 68,Length 300
4683,0.6956825523655308,0.15,Curve 68,Length 300
4684,0.4988076204081846,0.2,Curve 68,Length 300
4690,0.3344287637980229,smooth,Curve 69,Length 300
4691,0.7491788619749062,0.05,Curve 69,Length 300
4692,0.6319160035702,0.1,Curve 69,Length 300
4693,0.4768353871422336,0.15,Curve 69,Length 300
4694,0.4819604872948114,0.2,Curve 69,Length 300
4700,0.4227149040981081,smooth,Curve 70,Length 300
4701,0.754007206045552,0.05,Curve 70,Length 300
4702,0.6509512603476354,0.1,Curve 70,Length 300
4703,0.5717751198857864,0.15,Curve 70,Length 300
4704,0.5266643816991532,0.2,Curve 70,Length 300
4710,0.5348029210771554,smooth,Curve 71,Length 300
4711,0.8510784561990162,0.05,Curve 71,Length 300
4712,0.7983572360968432,0.1,Curve 71,Length 300
4713,0.7239859806350958,0.15,Curve 71,Length 300
4714,0.5682123711076728,0.2,Curve 71,Length 300
4720,0.5833690262745331,smooth,Curve 72,Length 300
4721,0.8697588979489178,0.05,Curve 72,Length 300
4722,0.6910275388972437,0.1,Curve 72,Length 300
4723,0.6076796063090543,0.15,Curve 72,Length 300
4724,0.5374615333022429,0.2,Curve 72,Length 300
4730,0.5373734103426567,smooth,Curve 73,Length 300
4731,0.8335490648804258,0.05,Curve 73,Length 300
4732,0.6418979209971328,0.1,Curve 73,Length 300
4733,0.5644804029732926,0.15,Curve 73,Length 300
4734,0.3569489949178492,0.2,Curve 73,Length 300
4740,0.3500635397605474,smooth,Curve 74,Length 300
4741,0.7640881592310862,0.05,Curve 74,Length 300
4742,0.5972569065351367,0.1,Curve 74,Length 300
4743,0.4758802332871933,0.15,Curve 74,Length 300
4744,0.4477015542090043,0.2,Curve 74,Length 300
4750,0.4276958508803078,smooth,Curve 75,Length 300
4751,0.7146353273223202,0.05,Curve 75,Length 300
4752,0.5895141856685443,0.1,Curve 75,Length 300
4753,0.5092546127478251,0.15,Curve 75,Length 300
4754,0.5371824741446011,0.2,Curve 75,Length 300
4760,0.5661393798603646,smooth,Curve 76,Length 300
4761,0.848689573250021,0.05,Curve 76,Length 300
4762,0.7953803960417297,0.1,Curve 76,Length 300
4763,0.6627105301402424,0.15,Curve 76,Length 300
4764,0.6315823338097668,0.2,Curve 76,Length 300
4770,0.277888539549232,smooth,Curve 77,Length 300
4771,0.7470312763804748,0.05,Curve 77,Length 300
4772,0.6365862804211629,0.1,Curve 77,Length 300
4773,0.4507050443158738,0.15,Curve 77,Length 300
4774,0.4524739162822762,0.2,Curve 77,Length 300
4780,0.4276618859504363,smooth,Curve 78,Length 300
4781,0.8764409366119372,0.05,Curve 78,Length 300
4782,0.6700238533810324,0.1,Curve 78,Length 300
4783,0.5607477042148759,0.15,Curve 78,Length 300
4784,0.4869668411029235,0.2,Curve 78,Length 300
4790,0.5030110334264453,smooth,Curve 79,Length 300
4791,0.8291653913886857,0.05,Curve 79,Length 300
4792,0.7233381580673477,0.1,Curve 79,Length 300
4793,0.6881734240188258,0.15,Curve 79,Length 300
4794,0.6279403879591315,0.2,Curve 79,Length 300
4800,0.5251156321295601,smooth,Curve 80,Length 300
4801,0.8124405153206836,0.05,Curve 80,Length 300
4802,0.6600433798736505,0.1,Curve 80,Length 300
4803,0.5861961466036746,0.15,Curve 80,Length 300
4804,0.5444172887203635,0.2,Curve 80,Length 300
4810,0.3953366220524981,smooth,Curve 81,Length 300
4811,0.7687789217148998,0.05,Curve 81,Length 300
4812,0.5630045182216501,0.1,Curve 81,Length 300
4813,0.4677632966341679,0.15,Curve 81,Length 300
4814,0.3982001261215614,0.2,Curve 81,Length 300
4820,0.3696228296170903,smooth,Curve 82,Length 300
4821,0.8164733059523844,0.05,Curve 82,Length 300
4822,0.7028902954942617,0.1,Curve 82,Length 300
4823,0.6258550211248152,0.15,Curve 82,Length 300
4824,0.5557081801637682,0.2,Curve 82,Length 300
4830,0.4944082227389403,smooth,Curve 83,Length 300
4831,0.7391057928046773,0.05,Curve 83,Length 300
4832,0.590424672399373,0.1,Curve 83,Length 300
4833,0.6038346015016206,0.15,Curve 83,Length 300
4834,0.5194266496425864,0.2,Curve 83,Length 300
4840,0.5934878586953756,smooth,Curve 84,Length 300
4841,0.7393744950175707,0.05,Curve 84,Length 300
4842,0.7046617291346263,0.1,Curve 84,Length 300
4843,0.6233828364294397,0.15,Curve 84,Length 300
4844,0.611024239807878,0.2,Curve 84,Length 300
4850,0.5587633643378371,smooth,Curve 85,Length 300
4851,0.8160067776763079,0.05,Curve 85,Length 300
4852,0.6946717509477361,0.1,Curve 85,Length 300
4853,0.6087021029540097,0.15,Curve 85,Length 300
4854,0.5190089861855508,0.2,Curve 85,Length 300
4860,0.5547360317970083,smooth,Curve 86,Length 300
4861,0.7925622145245171,0.05,Curve 86,Length 300
4862,0.6953531174152953,0.1,Curve 86,Length 300
4863,0.4494828295725792,0.15,Curve 86,Length 300
4864,0.402943721258256,0.2,Curve 86,Length 300
4870,0.4402856441722153,smooth,Curve 87,Length 300
4871,0.7360152262681651,0.05,Curve 87,Length 300
4872,0.6421156096542494,0.1,Curve 87,Length 300
4873,0.6355252104039768,0.15,Curve 87,Length 300
4874,0.532196665172215,0.2,Curve 87,Length 300
4880,0.3189728561419974,smooth,Curve 88,Length 300
4881,0.7536846910485419,0.05,Curve 88,Length 300
4882,0.5819373533500618,0.1,Curve 88,Length 300
4883,0.6117604208183167,0.15,Curve 88,Length 300
4884,0.3720005474626141,0.2,Curve 88,Length 300
4890,0.4595035729999267,smooth,Curve 89,Length 300
4891,0.7683109266673662,0.05,Curve 89,Length 300
4892,0.5791961274720434,0.1,Curve 89,Length 300
4893,0.4810419004826263,0.15,Curve 89,Length 300
4894,0.5383369655760563,0.2,Curve 89,Length 300
4900,0.5427624176417787,smooth,Curve 90,Length 300
4901,0.8492577688066901,0.05,Curve 90,Length 300
4902,0.7112951271502734,0.1,Curve 90,Length 300
4903,0.6971859627831347,0.15,Curve 90,Length 300
4904,0.5104341078522563,0.2,Curve 90,Length 300
4910,0.3487973921859075,smooth,Curve 91,Length 300
4911,0.7700875930394272,0.05,Curve 91,Length 300
4912,0.6326310828050531,0.1,Curve 91,Length 300
4913,0.582819857101195,0.15,Curve 91,Length 300
4914,0.5122606747204895,0.2,Curve 91,Length 300
4920,0.4311077317468295,smooth,Curve 92,Length 300
4921,0.7404015795724307,0.05,Curve 92,Length 300
4922,0.671005960628871,0.1,Curve 92,Length 300
4923,0.5398841264014376,0.15,Curve 92,Length 300
4924,0.4774564949015209,0.2,Curve 92,Length 300
4930,0.4141473653200887,smooth,Curve 93,Length 300
4931,0.7482421012771746,0.05,Curve 93,Length 300
4932,0.6709765331560903,0.1,Curve 93,Length 300
4933,0.4532664208780733,0.15,Curve 93,Length 300
4934,0.4871488854109586,0.2,Curve 93,Length 300
4940,0.6518678668733301,smooth,Curve 94,Length 300
4941,0.8851332517386529,0.05,Curve 94,Length 300
4942,0.7348382836098125,0.1,Curve 94,Length 300
