,Correlation,Noise,Name,Length
2021,0.7708592200838363,0.05,Curve 2,Length 200
2022,0.5915340121109017,0.1,Curve 2,Length 200
2023,0.5949061361628294,0.15,Curve 2,Length 200
2024,0.5102770440992678,0.2,Curve 2,Length 200
2030,0.5035850288380332,smooth,Curve 3,Length 200
2031,0.8266751336530809,0.05,Curve 3,Length 200
2032,0.6471967518719515,0.1,Curve 3,Length 200
2033,0.7279896805164502,0.15,Curve 3,Length 200
2034,0.5063416656315773,0.2,Curve 3,Length 200
2040,0.4850966395040467,smooth,Curve 4,Length 200
2041,0.7881316415966427,0.05,Curve 4,Length 200
2042,0.8295789650004181,0.1,Curve 4,Length 200
2043,0.4577594773551204,0.15,Curve 4,Length 200
2044,0.6972921828478318,0.2,Curve 4,Length 200
2050,0.4976413138521006,smooth,Curve 5,Length 200
2051,0.7407635614129272,0.05,Curve 5,Length 200
2052,0.6313101232237333,0.1,Curve 5,Length 200
2053,0.5999714736236431,0.15,Curve 5,Length 200
2054,0.4428446512237698,0.2,Curve 5,Length 200
2060,0.357630652091449,smooth,Curve 6,Length 200
2061,0.7568478893085133,0.05,Curve 6,Length 200
2062,0.6670904601766351,0.1,Curve 6,Length 200
2063,0.5500069053145301,0.15,Curve 6,Length 200
2064,0.4231062795056128,0.2,Curve 6,Length 200
2070,0.4561416207460244,smooth,Curve 7,Length 200
2071,0.7475242117620957,0.05,Curve 7,Length 200
2072,0.625791158731157,0.1,Curve 7,Length 200
2073,0.5943045565549031,0.15,Curve 7,Length 200
2074,0.6220701080538487,0.2,Curve 7,Length 200
2080,0.4187840662971336,smooth,Curve 8,Length 200
2081,0.7892087367433108,0.05,Curve 8,Length 200
2082,0.7301632837384416,0.1,Curve 8,Length 200
2083,0.4791127451022849,0.15,Curve 8,Length 200
2084,0.4983886742027327,0.2,Curve 8,Length 200
2090,0.2674453639082251,smooth,Curve 9,Length 200
2091,0.7311303867859693,0.05,Curve 9,Length 200
2092,0.5772739080574627,0.1,Curve 9,Length 200
2093,0.5020818881500443,0.15,Curve 9,Length 200
2094,0.4540251255643539,0.2,Curve 9,Length 200
2100,0.2850046806879627,smooth,Curve 10,Length 200
2101,0.7175980503306775,0.05,Curve 10,Length 200
2102,0.633594832967479,0.1,Curve 10,Length 200
2103,0.54472596962977,0.15,Curve 10,Length 200
2104,0.4902121983919952,0.2,Curve 10,Length 200
2110,0.5401362500756576,smooth,Curve 11,Length 200
2111,0.7063476939512183,0.05,Curve 11,Length 200
2112,0.6050068054550224,0.1,Curve 11,Length 200
2113,0.5780113024406757,0.15,Curve 11,Length 200
2114,0.5365019651327311,0.2,Curve 11,Length 200
2120,0.5731086088200822,smooth,Curve 12,Length 200
2121,0.776697310999154,0.05,Curve 12,Length 200
2122,0.6724080748678265,0.1,Curve 12,Length 200
2123,0.6070890130250169,0.15,Curve 12,Length 200
2124,0.5712469260567474,0.2,Curve 12,Length 200
2130,0.5792575925900696,smooth,Curve 13,Length 200
2131,0.7812325988235627,0.05,Curve 13,Length 200
2132,0.7233609850266762,0.1,Curve 13,Length 200
2133,0.5702894630481321,0.15,Curve 13,Length 200
2134,0.560480204709374,0.2,Curve 13,Length 200
2140,0.5684392707979248,smooth,Curve 14,Length 200
2141,0.808429365274759,0.05,Curve 14,Length 200
2142,0.7208418322800999,0.1,Curve 14,Length 200
2143,0.5694006263663864,0.15,Curve 14,Length 200
2144,0.5073295994303035,0.2,Curve 14,Length 200
2150,0.5259463832694226,smooth,Curve 15,Length 200
2151,0.7966483101119782,0.05,Curve 15,Length 200
2152,0.6338498142914585,0.1,Curve 15,Length 200
2153,0.5143456813397462,0.15,Curve 15,Length 200
2154,0.5411086140925717,0.2,Curve 15,Length 200
2160,0.2979660382647828,smooth,Curve 16,Length 200
2161,0.7420385539626078,0.05,Curve 16,Length 200
2162,0.5681779783025216,0.1,Curve 16,Length 200
2163,0.3641798424160509,0.15,Curve 16,Length 200
2164,0.3388307221573364,0.2,Curve 16,Length 200
2170,0.4087907520743746,smooth,Curve 17,Length 200
2171,0.8117578822426794,0.05,Curve 17,Length 200
2172,0.6706000609030589,0.1,Curve 17,Length 200
2173,0.4329503437961327,0.15,Curve 17,Length 200
2174,0.514630021510439,0.2,Curve 17,Length 200
2180,0.4703964794174411,smooth,Curve 18,Length 200
2181,0.8216875012380533,0.05,Curve 18,Length 200
2182,0.7314103951953052,0.1,Curve 18,Length 200
2183,0.6080592995232277,0.15,Curve 18,Length 200
2184,0.6143136574465805,0.2,Curve 18,Length 200
2190,0.5197594317219313,smooth,Curve 19,Length 200
2191,0.8402755091297591,0.05,Curve 19,Length 200
2192,0.691684631622269,0.1,Curve 19,Length 200
2193,0.6376822324861383,0.15,Curve 19,Length 200
2194,0.6203347142911252,0.2,Curve 19,Length 200
2200,0.5904537958594926,smooth,Curve 20,Length 200
2201,0.8233929018065996,0.05,Curve 20,Length 200
2202,0.6467782583521302,0.1,Curve 20,Length 200
2203,0.580505662151324,0.15,Curve 20,Length 200
2204,0.5107787977354098,0.2,Curve 20,Length 200
2210,0.4023075294367839,smooth,Curve 21,Length 200
2211,0.7730247637623342,0.05,Curve 21,Length 200
2212,0.6894154638199564,0.1,Curve 21,Length 200
2213,0.6149744529488999,0.15,Curve 21,Length 200
2214,0.4895606997832512,0.2,Curve 21,Length 200
2220,0.6074183483447699,smooth,Curve 22,Length 200
2221,0.791315444056477,0.05,Curve 22,Length 200
2222,0.6712041733923358,0.1,Curve 22,Length 200
2223,0.7245712401620886,0.15,Curve 22,Length 200
2224,0.5872725853263421,0.2,Curve 22,Length 200
2230,0.5299514130892968,smooth,Curve 23,Length 200
2231,0.7737997346379073,0.05,Curve 23,Length 200
2232,0.7624830995848139,0.1,Curve 23,Length 200
2233,0.5599810414830638,0.15,Curve 23,Length 200
2234,0.4971169566817696,0.2,Curve 23,Length 200
2240,0.3146684470856992,smooth,Curve 24,Length 200
2241,0.7772706594065586,0.05,Curve 24,Length 200
2242,0.6732206971223861,0.1,Curve 24,Length 200
2243,0.4942590364400162,0.15,Curve 24,Length 200
2244,0.3678385640207467,0.2,Curve 24,Length 200
2250,0.6225965539260444,smooth,Curve 25,Length 200
2251,0.8083131185445842,0.05,Curve 25,Length 200
2252,0.7121560297235688,0.1,Curve 25,Length 200
2253,0.5398030851982523,0.15,Curve 25,Length 200
2254,0.4681169028093933,0.2,Curve 25,Length 200
2260,0.4068799217898635,smooth,Curve 26,Length 200
2261,0.8706456086585431,0.05,Curve 26,Length 200
2262,0.707079681044018,0.1,Curve 26,Length 200
2263,0.6713695113022061,0.15,Curve 26,Length 200
2264,0.5297555980833145,0.2,Curve 26,Length 200
2270,0.4518473178498516,smooth,Curve 27,Length 200
2271,0.8152850706206689,0.05,Curve 27,Length 200
2272,0.5906311236211064,0.1,Curve 27,Length 200
2273,0.6136295955252424,0.15,Curve 27,Length 200
2274,0.4920932930931823,0.2,Curve 27,Length 200
2280,0.6629597909906775,smooth,Curve 28,Length 200
2281,0.903126338542813,0.05,Curve 28,Length 200
2282,0.725010051240679,0.1,Curve 28,Length 200
2283,0.7077636694512479,0.15,Curve 28,Length 200
2284,0.610163162576557,0.2,Curve 28,Length 200
2290,0.4112701008555423,smooth,Curve 29,Length 200
2291,0.8140523843498897,0.05,Curve 29,Length 200
2292,0.7190873953032051,0.1,Curve 29,Length 200
2293,0.6135678636096056,0.15,Curve 29,Length 200
2294,0.4711837222568513,0.2,Curve 29,Length 200
2300,0.4560639896555002,smooth,Curve 30,Length 200
2301,0.7525612115229858,0.05,Curve 30,Length 200
2302,0.7153988907046938,0.1,Curve 30,Length 200
2303,0.542655600858151,0.15,Curve 30,Length 200
2304,0.583356459247451,0.2,Curve 30,Length 200
2310,0.4933782810040018,smooth,Curve 31,Length 200
2311,0.7336594539693603,0.05,Curve 31,Length 200
2312,0.6633777315345456,0.1,Curve 31,Length 200
2313,0.5257153031946878,0.15,Curve 31,Length 200
2314,0.287057714654552,0.2,Curve 31,Length 200
2320,0.2661070214804555,smooth,Curve 32,Length 200
2321,0.7422080304361139,0.05,Curve 32,Length 200
2322,0.6297738547116678,0.1,Curve 32,Length 200
2323,0.567813581200228,0.15,Curve 32,Length 200
2324,0.4957704733616631,0.2,Curve 32,Length 200
2330,0.4147310492385156,smooth,Curve 33,Length 200
2331,0.7365029581172524,0.05,Curve 33,Length 200
2332,0.7000327880772094,0.1,Curve 33,Length 200
2333,0.4313427697651332,0.15,Curve 33,Length 200
2334,0.4750226699916517,0.2,Curve 33,Length 200
2340,0.5537427131229278,smooth,Curve 34,Length 200
2341,0.8496804682966215,0.05,Curve 34,Length 200
2342,0.6760419943998629,0.1,Curve 34,Length 200
2343,0.7135148690687239,0.15,Curve 34,Length 200
2344,0.5206743965254388,0.2,Curve 34,Length 200
2350,0.4475020148534384,smooth,Curve 35,Length 200
2351,0.756975448718129,0.05,Curve 35,Length 200
2352,0.645060545804125,0.1,Curve 35,Length 200
2353,0.5462413941110891,0.15,Curve 35,Length 200
2354,0.6013559813493309,0.2,Curve 35,Length 200
2360,0.3880874042851288,smooth,Curve 36,Length 200
2361,0.7274209728409893,0.05,Curve 36,Length 200
2362,0.7010356452940261,0.1,Curve 36,Length 200
2363,0.4815084092751127,0.15,Curve 36,Length 200
2364,0.6036400181143634,0.2,Curve 36,Length 200
2370,0.3680910091126824,smooth,Curve 37,Length 200
2371,0.6862323335440876,0.05,Curve 37,Length 200
2372,0.5743006540095102,0.1,Curve 37,Length 200
2373,0.5342360772025234,0.15,Curve 37,Length 200
2374,0.3944507062919389,0.2,Curve 37,Length 200
2380,0.547419071184759,smooth,Curve 38,Length 200
2381,0.8334510391995312,0.05,Curve 38,Length 200
2382,0.7506749987239176,0.1,Curve 38,Length 200
2383,0.5831074778851052,0.15,Curve 38,Length 200
2384,0.4887894704069513,0.2,Curve 38,Length 200
2390,0.4059141379188776,smooth,Curve 39,Length 200
2391,0.7234218149132894,0.05,Curve 39,Length 200
2392,0.7172797190226656,0.1,Curve 39,Length 200
2393,0.5628946326657793,0.15,Curve 39,Length 200
2394,0.6191517335153031,0.2,Curve 39,Length 200
2400,0.4409644377339006,smooth,Curve 40,Length 200
2401,0.688889801012749,0.05,Curve 40,Length 200
2402,0.5388113667447766,0.1,Curve 40,Length 200
2403,0.4430943617081634,0.15,Curve 40,Length 200
2404,0.4023022164693671,0.2,Curve 40,Length 200
2410,0.5127150372355717,smooth,Curve 41,Length 200
2411,0.8130263065989135,0.05,Curve 41,Length 200
2412,0.5735277845339594,0.1,Curve 41,Length 200
2413,0.608463382815384,0.15,Curve 41,Length 200
2414,0.5034055075339716,0.2,Curve 41,Length 200
2420,0.4811790251241105,smooth,Curve 42,Length 200
2421,0.7904046202796894,0.05,Curve 42,Length 200
2422,0.6599954080388378,0.1,Curve 42,Length 200
2423,0.7350601555377066,0.15,Curve 42,Length 200
2424,0.476443649689217,0.2,Curve 42,Length 200
2430,0.5607707801001987,smooth,Curve 43,Length 200
2431,0.7716713124970572,0.05,Curve 43,Length 200
2432,0.7682185890068103,0.1,Curve 43,Length 200
2433,0.6622726662092107,0.15,Curve 43,Length 200
2434,0.6067711983450388,0.2,Curve 43,Length 200
2440,0.39029172856617,smooth,Curve 44,Length 200
2441,0.818571776699908,0.05,Curve 44,Length 200
2442,0.6591727455148768,0.1,Curve 44,Length 200
2443,0.4545652362051836,0.15,Curve 44,Length 200
2444,0.54258466079758,0.2,Curve 44,Length 200
2450,0.2473475958775808,smooth,Curve 45,Length 200
2451,0.7296594268798621,0.05,Curve 45,Length 200
2452,0.7151038982374838,0.1,Curve 45,Length 200
2453,0.476176740367911,0.15,Curve 45,Length 200
2454,0.5113476957097643,0.2,Curve 45,Length 200
2460,0.539173366542579,smooth,Curve 46,Length 200
2461,0.8276433049954433,0.05,Curve 46,Length 200
2462,0.7601910830891844,0.1,Curve 46,Length 200
2463,0.6259312523879601,0.15,Curve 46,Length 200
2464,0.5607772650183455,0.2,Curve 46,Length 200
2470,0.6428698644393596,smooth,Curve 47,Length 200
2471,0.9222986490343796,0.05,Curve 47,Length 200
2472,0.8073307335734567,0.1,Curve 47,Length 200
2473,0.630390369110364,0.15,Curve 47,Length 200
2474,0.4938037783986921,0.2,Curve 47,Length 200
2480,0.5168628176372084,smooth,Curve 48,Length 200
2481,0.8506225048284063,0.05,Curve 48,Length 200
2482,0.639672484342813,0.1,Curve 48,Length 200
2483,0.5613544823109744,0.15,Curve 48,Length 200
2484,0.5518129881650924,0.2,Curve 48,Length 200
2490,0.4435327978727214,smooth,Curve 49,Length 200
2491,0.8265578407557398,0.05,Curve 49,Length 200
2492,0.6849502474326764,0.1,Curve 49,Length 200
2493,0.5618841872149353,0.15,Curve 49,Length 200
2494,0.4996192456343684,0.2,Curve 49,Length 200
2500,0.5649903121702997,smooth,Curve 50,Length 200
2501,0.8148565955657772,0.05,Curve 50,Length 200
2502,0.7146407788378247,0.1,Curve 50,Length 200
2503,0.6740471839622889,0.15,Curve 50,Length 200
2504,0.4994881952748818,0.2,Curve 50,Length 200
2510,0.4411909673466928,smooth,Curve 51,Length 200
2511,0.7525426961504434,0.05,Curve 51,Length 200
2512,0.6122714917658074,0.1,Curve 51,Length 200
2513,0.604429221571851,0.15,Curve 51,Length 200
2514,0.4585555414087497,0.2,Curve 51,Length 200
2520,0.3337767049548233,smooth,Curve 52,Length 200
2521,0.7937012168365789,0.05,Curve 52,Length 200
2522,0.6749411822963818,0.1,Curve 52,Length 200
2523,0.5831848528619533,0.15,Curve 52,Length 200
2524,0.4502846042644451,0.2,Curve 52,Length 200
2530,0.5330227880402724,smooth,Curve 53,Length 200
2531,0.8124619094624201,0.05,Curve 53,Length 200
2532,0.7902330373460817,0.1,Curve 53,Length 200
2533,0.6294670049392204,0.15,Curve 53,Length 200
2534,0.4713278650493777,0.2,Curve 53,Length 200
2540,0.631148261646102,smooth,Curve 54,Length 200
2541,0.8451621721914534,0.05,Curve 54,Length 200
2542,0.7261831180783979,0.1,Curve 54,Length 200
2543,0.6520672276920211,0.15,Curve 54,Length 200
2544,0.5075353175405272,0.2,Curve 54,Length 200
2550,0.4066715284442305,smooth,Curve 55,Length 200
2551,0.8560164260800722,0.05,Curve 55,Length 200
2552,0.6821215148664503,0.1,Curve 55,Length 200
2553,0.5408114700542406,0.15,Curve 55,Length 200
2554,0.5459455450747576,0.2,Curve 55,Length 200
2560,0.4881249126791778,smooth,Curve 56,Length 200
2561,0.8405105332914925,0.05,Curve 56,Length 200
2562,0.6481845440747303,0.1,Curve 56,Length 200
2563,0.5238807338502177,0.15,Curve 56,Length 200
2564,0.6119480765022519,0.2,Curve 56,Length 200
2570,0.5388112916271033,smooth,Curve 57,Length 200
2571,0.8274914510271529,0.05,Curve 57,Length 200
2572,0.6277470327666539,0.1,Curve 57,Length 200
2573,0.6787832381499147,0.15,Curve 57,Length 200
2574,0.6363565315482131,0.2,Curve 57,Length 200
2580,0.4621929761540191,smooth,Curve 58,Length 200
2581,0.7060033946316528,0.05,Curve 58,Length 200
2582,0.6300820991720216,0.1,Curve 58,Length 200
2583,0.5646496462561703,0.15,Curve 58,Length 200
2584,0.4185254664218127,0.2,Curve 58,Length 200
2590,0.6821517780512744,smooth,Curve 59,Length 200
2591,0.8381648028386093,0.05,Curve 59,Length 200
2592,0.7704806516407382,0.1,Curve 59,Length 200
2593,0.6613904396737904,0.15,Curve 59,Length 200
2594,0.4698530497452614,0.2,Curve 59,Length 200
2600,0.4619134109587399,smooth,Curve 60,Length 200
2601,0.807384134843231,0.05,Curve 60,Length 200
2602,0.6418131336182421,0.1,Curve 60,Length 200
2603,0.6004089638508147,0.15,Curve 60,Length 200
2604,0.5087892130201053,0.2,Curve 60,Length 200
2610,0.4633834168904852,smooth,Curve 61,Length 200
2611,0.7596623320755242,0.05,Curve 61,Length 200
2612,0.6537264246776481,0.1,Curve 61,Length 200
2613,0.6088340371117309,0.15,Curve 61,Length 200
2614,0.4491781236674996,0.2,Curve 61,Length 200
2620,0.5709698955048736,smooth,Curve 62,Length 200
2621,0.899905529226148,0.05,Curve 62,Length 200
2622,0.7984673749972636,0.1,Curve 62,Length 200
2623,0.6713947138555801,0.15,Curve 62,Length 200
2624,0.6413628291279767,0.2,Curve 62,Length 200
2630,0.3989500098743038,smooth,Curve 63,Length 200
2631,0.7276725703268352,0.05,Curve 63,Length 200
2632,0.5427022620887176,0.1,Curve 63,Length 200
2633,0.4195288881398147,0.15,Curve 63,Length 200
2634,0.3187310448751831,0.2,Curve 63,Length 200
2640,0.5610454191051082,smooth,Curve 64,Length 200
2641,0.801584689267317,0.05,Curve 64,Length 200
2642,0.64489576061344,0.1,Curve 64,Length 200
2643,0.6832495921016629,0.15,Curve 64,Length 200
2644,0.4256241576774283,0.2,Curve 64,Length 200
2650,0.2827215629161084,smooth,Curve 65,Length 200
2651,0.7977294951664791,0.05,Curve 65,Length 200
2652,0.6717856877557239,0.1,Curve 65,Length 200
2653,0.5265218900275432,0.15,Curve 65,Length 200
2654,0.4882501692786278,0.2,Curve 65,Length 200
2660,0.5926186082304286,smooth,Curve 66,Length 200
2661,0.7787206115670896,0.05,Curve 66,Length 200
2662,0.6972489645327545,0.1,Curve 66,Length 200
2663,0.6032092742396977,0.15,Curve 66,Length 200
2664,0.5546962711767545,0.2,Curve 66,Length 200
2670,0.4626473032892108,smooth,Curve 67,Length 200
2671,0.9259891476197536,0.05,Curve 67,Length 200
2672,0.6451359094177038,0.1,Curve 67,Length 200
2673,0.6426931560613094,0.15,Curve 67,Length 200
2674,0.4711278444399491,0.2,Curve 67,Length 200
2680,0.4749601587577698,smooth,Curve 68,Length 200
2681,0.6883345708851127,0.05,Curve 68,Length 200
2682,0.6164907143628207,0.1,Curve 68,Length 200
2683,0.5985758330652651,0.15,Curve 68,Length 200
2684,0.533616796194286,0.2,Curve 68,Length 200
2690,0.5919436381064543,smooth,Curve 69,Length 200
2691,0.8322324459510713,0.05,Curve 69,Length 200
2692,0.6673105460165413,0.1,Curve 69,Length 200
2693,0.6387781295234086,0.15,Curve 69,Length 200
2694,0.3871475837987869,0.2,Curve 69,Length 200
2700,0.3940194277064073,smooth,Curve 70,Length 200
2701,0.7492099783828283,0.05,Curve 70,Length 200
2702,0.635228105046671,0.1,Curve 70,Length 200
2703,0.6347569091577471,0.15,Curve 70,Length 200
2704,0.5129123138452312,0.2,Curve 70,Length 200
2710,0.3229604694027345,smooth,Curve 71,Length 200
2711,0.7511048964316853,0.05,Curve 71,Length 200
2712,0.6435772765625225,0.1,Curve 71,Length 200
2713,0.5502814980869571,0.15,Curve 71,Length 200
2714,0.4191771472306703,0.2,Curve 71,Length 200
2720,0.4222439066854303,smooth,Curve 72,Length 200
2721,0.7574230046305278,0.05,Curve 72,Length 200
2722,0.6613843379427179,0.1,Curve 72,Length 200
2723,0.5377103864122178,0.15,Curve 72,Length 200
2724,0.4962196446243568,0.2,Curve 72,Length 200
2730,0.3991147187563996,smooth,Curve 73,Length 200
2731,0.8371621668068803,0.05,Curve 73,Length 200
2732,0.7287512023965838,0.1,Curve 73,Length 200
2733,0.6578175598933054,0.15,Curve 73,Length 200
2734,0.5724612076024336,0.2,Curve 73,Length 200
2740,0.5643117592117314,smooth,Curve 74,Length 200
2741,0.7982650823836842,0.05,Curve 74,Length 200
2742,0.5695126216150941,0.1,Curve 74,Length 200
2743,0.5614692719549019,0.15,Curve 74,Length 200
2744,0.4754515471956094,0.2,Curve 74,Length 200
2750,0.4080133570883453,smooth,Curve 75,Length 200
2751,0.7273935383692239,0.05,Curve 75,Length 200
2752,0.5732296102849604,0.1,Curve 75,Length 200
2753,0.4874349715188795,0.15,Curve 75,Length 200
2754,0.4625459183401364,0.2,Curve 75,Length 200
2760,0.4220971696375874,smooth,Curve 76,Length 200
2761,0.7258598831167149,0.05,Curve 76,Length 200
2762,0.6657310744877161,0.1,Curve 76,Length 200
2763,0.5435639387808704,0.15,Curve 76,Length 200
2764,0.471084601886321,0.2,Curve 76,Length 200
2770,0.4955854382770517,smooth,Curve 77,Length 200
2771,0.7494206352432538,0.05,Curve 77,Length 200
2772,0.6870107953015283,0.1,Curve 77,Length 200
2773,0.5414631260378937,0.15,Curve 77,Length 200
2774,0.6075980179146472,0.2,Curve 77,Length 200
2780,0.4415987238532166,smooth,Curve 78,Length 200
2781,0.7574320876575248,0.05,Curve 78,Length 200
2782,0.5199412121965028,0.1,Curve 78,Length 200
2783,0.5030288548974045,0.15,Curve 78,Length 200
2784,0.3511172872363959,0.2,Curve 78,Length 200
2790,0.309248030974072,smooth,Curve 79,Length 200
2791,0.771535045344243,0.05,Curve 79,Length 200
2792,0.5493740991120373,0.1,Curve 79,Length 200
2793,0.4914975301428798,0.15,Curve 79,Length 200
2794,0.3593185631994559,0.2,Curve 79,Length 200
2800,0.5352012134552834,smooth,Curve 80,Length 200
2801,0.8283271855150126,0.05,Curve 80,Length 200
2802,0.6063687176464434,0.1,Curve 80,Length 200
2803,0.6440317198371324,0.15,Curve 80,Length 200
2804,0.4153927067127215,0.2,Curve 80,Length 200
2810,0.6475283077755858,smooth,Curve 81,Length 200
2811,0.8270841558424425,0.05,Curve 81,Length 200
2812,0.7401847399253955,0.1,Curve 81,Length 200
2813,0.6727630356227167,0.15,Curve 81,Length 200
2814,0.6559317014845857,0.2,Curve 81,Length 200
2820,0.4529071444945486,smooth,Curve 82,Length 200
2821,0.7864266791832685,0.05,Curve 82,Length 200
2822,0.5947878471435574,0.1,Curve 82,Length 200
2823,0.6678529888902078,0.15,Curve 82,Length 200
2824,0.5255070771777365,0.2,Curve 82,Length 200
2830,0.6280590705991366,smooth,Curve 83,Length 200
2831,0.7856825371157882,0.05,Curve 83,Length 200
2832,0.6610948470339848,0.1,Curve 83,Length 200
2833,0.6469267023019346,0.15,Curve 83,Length 200
2834,0.6331726865396322,0.2,Curve 83,Length 200
2840,0.4545588899500672,smooth,Curve 84,Length 200
2841,0.7355887868784041,0.05,Curve 84,Length 200
2842,0.4843756719733357,0.1,Curve 84,Length 200
2843,0.5490272054654666,0.15,Curve 84,Length 200
2844,0.5112105112095607,0.2,Curve 84,Length 200
2850,0.392438256661718,smooth,Curve 85,Length 200
2851,0.8128951903825341,0.05,Curve 85,Length 200
2852,0.6621072028783396,0.1,Curve 85,Length 200
2853,0.6471404525304143,0.15,Curve 85,Length 200
2854,0.533997935574379,0.2,Curve 85,Length 200
2860,0.3785882102272907,smooth,Curve 86,Length 200
2861,0.7594981974183265,0.05,Curve 86,Length 200
2862,0.6804252203454927,0.1,Curve 86,Length 200
2863,0.5637124468614375,0.15,Curve 86,Length 200
2864,0.5398758468479193,0.2,Curve 86,Length 200
2870,0.4498591138302081,smooth,Curve 87,Length 200
2871,0.7403243011588684,0.05,Curve 87,Length 200
2872,0.6276544768557455,0.1,Curve 87,Length 200
2873,0.5670267870282387,0.15,Curve 87,Length 200
2874,0.6288229191770108,0.2,Curve 87,Length 200
2880,0.3014683279043562,smooth,Curve 88,Length 200
2881,0.8126874249348677,0.05,Curve 88,Length 200
2882,0.6774118713741595,0.1,Curve 88,Length 200
2883,0.5436422150476831,0.15,Curve 88,Length 200
2884,0.5269355866979001,0.2,Curve 88,Length 200
2890,0.4541666741165295,smooth,Curve 89,Length 200
2891,0.801524301958754,0.05,Curve 89,Length 200
2892,0.6444656842643885,0.1,Curve 89,Length 200
2893,0.5633001330503973,0.15,Curve 89,Length 200
2894,0.5270763631947628,0.2,Curve 89,Length 200
2900,0.498534100160407,smooth,Curve 90,Length 200
2901,0.7504452265252171,0.05,Curve 90,Length 200
2902,0.6806121847600829,0.1,Curve 90,Length 200
2903,0.5722111222569706,0.15,Curve 90,Length 200
2904,0.5571229966658806,0.2,Curve 90,Length 200
2910,0.5618995809348574,smooth,Curve 91,Length 200
2911,0.8532681240013784,0.05,Curve 91,Length 200
2912,0.6306259508975973,0.1,Curve 91,Length 200
2913,0.5256659820979975,0.15,Curve 91,Length 200
2914,0.543307996096931,0.2,Curve 91,Length 200
2920,0.406946145536175,smooth,Curve 92,Length 200
2921,0.8082548694812439,0.05,Curve 92,Length 200
2922,0.6832292182942367,0.1,Curve 92,Length 200
2923,0.5019460592659836,0.15,Curve 92,Length 200
2924,0.517460277079319,0.2,Curve 92,Length 200
2930,0.3054223117103684,smooth,Curve 93,Length 200
2931,0.6956457055978646,0.05,Curve 93,Length 200
2932,0.4731508216304057,0.1,Curve 93,Length 200
2933,0.5946789511707969,0.15,Curve 93,Length 200
2934,0.4010663674299783,0.2,Curve 93,Length 200
2940,0.554628863649781,smooth,Curve 94,Length 200
2941,0.8773399267903932,0.05,Curve 94,Length 200
2942,0.5803072097663537,0.1,Curve 94,Length 200
2943,0.6546414618815937,0.15,Curve 94,Length 200
2944,0.6333907243390409,0.2,Curve 94,Length 200
2950,0.4584594091751878,smooth,Curve 95,Length 200
2951,0.8208174117246898,0.05,Curve 95,Length 200
2952,0.7426407951283279,0.1,Curve 95,Length 200
2953,0.5797443861889083,0.15,Curve 95,Length 200
2954,0.4417060174868581,0.2,Curve 95,Length 200
2960,0.6331335280771643,smooth,Curve 96,Length 200
2961,0.8729806586772343,0.05,Curve 96,Length 200
2962,0.7008197468145364,0.1,Curve 96,Length 200
2963,0.6935398721225827,0.15,Curve 96,Length 200
2964,0.603127557392896,0.2,Curve 96,Length 200
2970,0.4774332745019485,smooth,Curve 97,Length 200
2971,0.8756648572566098,0.05,Curve 97,Length 200
2972,0.7669884359160484,0.1,Curve 97,Length 200
2973,0.6086125179233265,0.15,Curve 97,Length 200
2974,0.6099122341016114,0.2,Curve 97,Length 200
2980,0.3554851118700947,smooth,Curve 98,Length 200
2981,0.8025439430979189,0.05,Curve 98,Length 200
2982,0.7261035938760678,0.1,Curve 98,Length 200
2983,0.441574893543909,0.15,Curve 98,Length 200
2984,0.4513158724175012,0.2,Curve 98,Length 200
2990,0.3390809069168395,smooth,Curve 99,Length 200
2991,0.7732691444313462,0.05,Curve 99,Length 200
2992,0.7006710246303102,0.1,Curve 99,Length 200
2993,0.483177246163575,0.15,Curve 99,Length 200
2994,0.4742977544557951,0.2,Curve 99,Length 200
3000,0.6053397877093956,smooth,Curve 100,Length 200
3001,0.8238269673436733,0.05,Curve 100,Length 200
3002,0.7131763148547451,0.1,Curve 100,Length 200
3003,0.6898846614167611,0.15,Curve 100,Length 200
3004,0.6120880535263981,0.2,Curve 100,Length 200
3010,0.4587791654875068,smooth,Curve 101,Length 200
3011,0.7696429084996232,0.05,Curve 101,Length 200
3012,0.5798742419678691,0.1,Curve 101,Length 200
3013,0.4833375842936599,0.15,Curve 101,Length 200
3014,0.4895719068895637,0.2,Curve 101,Length 200
3020,0.6358703196898562,smooth,Curve 102,Length 200
3021,0.834005411681599,0.05,Curve 102,Length 200
3022,0.8251523464118836,0.1,Curve 102,Length 200
3023,0.7537874401898584,0.15,Curve 102,Length 200
3024,0.6096122105337373,0.2,Curve 102,Length 200
3030,0.5018023896572802,smooth,Curve 103,Length 200
3031,0.8460621311589439,0.05,Curve 103,Length 200
3032,0.6979086220945647,0.1,Curve 103,Length 200
3033,0.5593506767471261,0.15,Curve 103,Length 200
3034,0.5272063525790333,0.2,Curve 103,Length 200
3040,0.2550230880519686,smooth,Curve 104,Length 200
3041,0.7458195536839521,0.05,Curve 104,Length 200
3042,0.7135948162789975,0.1,Curve 104,Length 200
3043,0.6496343491182743,0.15,Curve 104,Length 200
3044,0.5528189652100538,0.2,Curve 104,Length 200
3050,0.5305067387125613,smooth,Curve 105,Length 200
3051,0.8854499961293587,0.05,Curve 105,Length 200
3052,0.7372310331703921,0.1,Curve 105,Length 200
3053,0.6553426698778,0.15,Curve 105,Length 200
3054,0.4935852108493532,0.2,Curve 105,Length 200
3060,0.5033294908409339,smooth,Curve 106,Length 200
