,Name,AMI score,Length,Noise
2,Curve 30,0.4155718846997441,Length 100,0.15
3,Curve 30,0.40046292775639697,Length 100,0.2
0,Curve 31,0.3125006874520297,Length 100,0.05
1,Curve 31,0.3887353632013056,Length 100,0.1
2,Curve 31,0.32587658854170226,Length 100,0.15
3,Curve 31,0.3014507514050005,Length 100,0.2
0,Curve 32,0.49081899623548086,Length 100,0.05
1,Curve 32,0.5542693794637286,Length 100,0.1
2,Curve 32,0.44848169290435347,Length 100,0.15
3,Curve 32,0.34418270296142134,Length 100,0.2
0,Curve 33,0.4864517026828708,Length 100,0.05
1,Curve 33,0.6566434232078872,Length 100,0.1
2,Curve 33,0.6041450522771225,Length 100,0.15
3,Curve 33,0.5011210505079849,Length 100,0.2
0,Curve 34,0.7063865729996014,Length 100,0.05
1,Curve 34,0.5101534719860282,Length 100,0.1
2,Curve 34,0.5997964534201019,Length 100,0.15
3,Curve 34,0.3851173055199783,Length 100,0.2
0,Curve 35,0.5834635553586253,Length 100,0.05
1,Curve 35,0.6235959706170012,Length 100,0.1
2,Curve 35,0.6512764659457908,Length 100,0.15
3,Curve 35,0.5313627956991058,Length 100,0.2
0,Curve 36,0.6561490336849637,Length 100,0.05
1,Curve 36,0.5237991948601617,Length 100,0.1
2,Curve 36,0.5646176747988463,Length 100,0.15
3,Curve 36,0.47594264195384167,Length 100,0.2
0,Curve 37,0.7569884582372477,Length 100,0.05
1,Curve 37,0.6208538469232979,Length 100,0.1
2,Curve 37,0.5605370777620612,Length 100,0.15
3,Curve 37,0.44376635484313676,Length 100,0.2
0,Curve 38,0.6917592134061998,Length 100,0.05
1,Curve 38,0.5275957596023556,Length 100,0.1
2,Curve 38,0.4868346811016115,Length 100,0.15
3,Curve 38,0.44736199459929915,Length 100,0.2
0,Curve 39,0.516761764214858,Length 100,0.05
1,Curve 39,0.4860069343300929,Length 100,0.1
2,Curve 39,0.22318096289738854,Length 100,0.15
3,Curve 39,0.34577850484413825,Length 100,0.2
0,Curve 40,0.7652735861601112,Length 100,0.05
1,Curve 40,0.714133490447842,Length 100,0.1
2,Curve 40,0.45683078333806726,Length 100,0.15
3,Curve 40,0.38486521217624986,Length 100,0.2
0,Curve 41,0.5780237580528108,Length 100,0.05
1,Curve 41,0.48964402987451605,Length 100,0.1
2,Curve 41,0.6794905362611897,Length 100,0.15
3,Curve 41,0.4223873026484509,Length 100,0.2
0,Curve 42,0.8109480124774923,Length 100,0.05
1,Curve 42,0.6943248055784838,Length 100,0.1
2,Curve 42,0.529474893970633,Length 100,0.15
3,Curve 42,0.4072155162794262,Length 100,0.2
0,Curve 43,0.8038271440472993,Length 100,0.05
1,Curve 43,0.5503110265044252,Length 100,0.1
2,Curve 43,0.593814946324566,Length 100,0.15
3,Curve 43,0.4237656166589669,Length 100,0.2
0,Curve 44,0.6794296705921865,Length 100,0.05
1,Curve 44,0.38930449594234395,Length 100,0.1
2,Curve 44,0.5042736974966973,Length 100,0.15
3,Curve 44,0.5122541461582896,Length 100,0.2
0,Curve 45,0.7056023210101662,Length 100,0.05
1,Curve 45,0.5427780488550485,Length 100,0.1
2,Curve 45,0.5107798258296766,Length 100,0.15
3,Curve 45,0.42613965034285795,Length 100,0.2
0,Curve 46,0.5614156188162429,Length 100,0.05
1,Curve 46,0.4232748382919798,Length 100,0.1
2,Curve 46,0.44831228711431487,Length 100,0.15
3,Curve 46,0.30276273883071037,Length 100,0.2
0,Curve 47,0.4821357434821404,Length 100,0.05
1,Curve 47,0.3466277982852619,Length 100,0.1
2,Curve 47,0.26895959864210706,Length 100,0.15
3,Curve 47,0.20174328440039485,Length 100,0.2
0,Curve 48,0.6139659664486603,Length 100,0.05
1,Curve 48,0.45631715529540645,Length 100,0.1
2,Curve 48,0.4226382096074328,Length 100,0.15
3,Curve 48,0.4873644375880816,Length 100,0.2
0,Curve 49,0.5580230826084758,Length 100,0.05
1,Curve 49,0.6821841135660788,Length 100,0.1
2,Curve 49,0.47638269839925357,Length 100,0.15
3,Curve 49,0.5146158883249813,Length 100,0.2
0,Curve 50,0.7635362188428012,Length 100,0.05
1,Curve 50,0.5126771754415789,Length 100,0.1
2,Curve 50,0.668342416902065,Length 100,0.15
3,Curve 50,0.5356225231878918,Length 100,0.2
0,Curve 51,0.8340118496560186,Length 100,0.05
1,Curve 51,0.6703692541965539,Length 100,0.1
2,Curve 51,0.48680695008408253,Length 100,0.15
3,Curve 51,0.4271802178813013,Length 100,0.2
0,Curve 52,0.6331759903533185,Length 100,0.05
1,Curve 52,0.5426565384053267,Length 100,0.1
2,Curve 52,0.6314977998103382,Length 100,0.15
3,Curve 52,0.32386876625310795,Length 100,0.2
0,Curve 53,0.780878988603492,Length 100,0.05
1,Curve 53,0.6805735448134219,Length 100,0.1
2,Curve 53,0.8562763615723283,Length 100,0.15
3,Curve 53,0.7027001438555921,Length 100,0.2
0,Curve 54,0.4681348365448682,Length 100,0.05
1,Curve 54,0.4182081291406414,Length 100,0.1
2,Curve 54,0.37754373098113336,Length 100,0.15
3,Curve 54,0.2467033401459148,Length 100,0.2
0,Curve 55,0.5233527632383583,Length 100,0.05
1,Curve 55,0.49548972762742594,Length 100,0.1
2,Curve 55,0.4558229466750883,Length 100,0.15
3,Curve 55,0.40596442304159214,Length 100,0.2
0,Curve 56,0.6575604048738531,Length 100,0.05
1,Curve 56,0.5229549948669981,Length 100,0.1
2,Curve 56,0.686718204929393,Length 100,0.15
3,Curve 56,0.5009028043203644,Length 100,0.2
0,Curve 57,0.6244020409038431,Length 100,0.05
1,Curve 57,0.6680919160315587,Length 100,0.1
2,Curve 57,0.5491740236346362,Length 100,0.15
3,Curve 57,0.49360507287534383,Length 100,0.2
0,Curve 58,0.8272193696373752,Length 100,0.05
1,Curve 58,0.6865448808947316,Length 100,0.1
2,Curve 58,0.6369428942415065,Length 100,0.15
3,Curve 58,0.43295142114484264,Length 100,0.2
0,Curve 59,0.8032430408572291,Length 100,0.05
1,Curve 59,0.8070338530817754,Length 100,0.1
2,Curve 59,0.6796796559493916,Length 100,0.15
3,Curve 59,0.6264321602414865,Length 100,0.2
0,Curve 60,0.8414487958628537,Length 100,0.05
1,Curve 60,0.45329204500874387,Length 100,0.1
2,Curve 60,0.5325589101916964,Length 100,0.15
3,Curve 60,0.5105140207869547,Length 100,0.2
0,Curve 61,0.7803041729621671,Length 100,0.05
1,Curve 61,0.6429565504251137,Length 100,0.1
2,Curve 61,0.523739097693362,Length 100,0.15
3,Curve 61,0.568124643333163,Length 100,0.2
0,Curve 62,0.841288145177442,Length 100,0.05
1,Curve 62,0.7829884460675435,Length 100,0.1
2,Curve 62,0.7026323763603333,Length 100,0.15
3,Curve 62,0.5681781112784321,Length 100,0.2
0,Curve 63,0.7230986251021687,Length 100,0.05
1,Curve 63,0.5232567392428883,Length 100,0.1
2,Curve 63,0.5678432230402658,Length 100,0.15
3,Curve 63,0.4799230623608308,Length 100,0.2
0,Curve 64,0.592335986182851,Length 100,0.05
1,Curve 64,0.3656706865654749,Length 100,0.1
2,Curve 64,0.3471944266456419,Length 100,0.15
3,Curve 64,0.41421544854311215,Length 100,0.2
0,Curve 65,0.6343556486557395,Length 100,0.05
1,Curve 65,0.6316625145867557,Length 100,0.1
2,Curve 65,0.5719274570738523,Length 100,0.15
3,Curve 65,0.5075996827426577,Length 100,0.2
0,Curve 66,0.7656949687877233,Length 100,0.05
1,Curve 66,0.551608591457873,Length 100,0.1
2,Curve 66,0.5634371046771367,Length 100,0.15
3,Curve 66,0.5228453951021873,Length 100,0.2
0,Curve 67,0.8185846399339676,Length 100,0.05
1,Curve 67,0.7532590672840683,Length 100,0.1
2,Curve 67,0.6480566254536054,Length 100,0.15
3,Curve 67,0.5306186717162671,Length 100,0.2
0,Curve 68,0.3585628889414204,Length 100,0.05
1,Curve 68,0.44076195153139375,Length 100,0.1
2,Curve 68,0.3376277288905726,Length 100,0.15
3,Curve 68,0.5939135031690735,Length 100,0.2
0,Curve 69,0.5607264466906979,Length 100,0.05
1,Curve 69,0.48315632842041223,Length 100,0.1
2,Curve 69,0.4637585639211721,Length 100,0.15
3,Curve 69,0.4304544345958272,Length 100,0.2
0,Curve 70,0.5947418946846622,Length 100,0.05
1,Curve 70,0.5401004339386909,Length 100,0.1
2,Curve 70,0.5037511461476067,Length 100,0.15
3,Curve 70,0.4144273563646622,Length 100,0.2
0,Curve 71,0.7508827863805377,Length 100,0.05
1,Curve 71,0.6540143211192124,Length 100,0.1
2,Curve 71,0.5812247868666585,Length 100,0.15
3,Curve 71,0.6360055711713136,Length 100,0.2
0,Curve 72,0.49119874035011946,Length 100,0.05
1,Curve 72,0.4028608651285491,Length 100,0.1
2,Curve 72,0.33727027845554713,Length 100,0.15
3,Curve 72,0.33784003081509056,Length 100,0.2
0,Curve 73,0.6945288719576167,Length 100,0.05
1,Curve 73,0.6051466438888103,Length 100,0.1
2,Curve 73,0.4786395171037399,Length 100,0.15
3,Curve 73,0.4303769870515138,Length 100,0.2
0,Curve 74,0.5530643215803178,Length 100,0.05
1,Curve 74,0.38060623526097337,Length 100,0.1
2,Curve 74,0.41677339913941264,Length 100,0.15
3,Curve 74,0.500496354159287,Length 100,0.2
0,Curve 75,0.7219474034072717,Length 100,0.05
1,Curve 75,0.6053742007845838,Length 100,0.1
2,Curve 75,0.6803227177957879,Length 100,0.15
3,Curve 75,0.5937705183536781,Length 100,0.2
0,Curve 76,0.767949833421364,Length 100,0.05
1,Curve 76,0.5601254612387064,Length 100,0.1
2,Curve 76,0.5269858779929582,Length 100,0.15
3,Curve 76,0.5374956384356735,Length 100,0.2
0,Curve 77,0.6704611800796236,Length 100,0.05
1,Curve 77,0.6854509960357282,Length 100,0.1
2,Curve 77,0.4887411984590766,Length 100,0.15
3,Curve 77,0.5132212094885295,Length 100,0.2
0,Curve 78,0.8148889489407016,Length 100,0.05
1,Curve 78,0.6696523351571105,Length 100,0.1
2,Curve 78,0.6139756726918411,Length 100,0.15
3,Curve 78,0.7533377548081767,Length 100,0.2
0,Curve 79,0.49278446231527895,Length 100,0.05
1,Curve 79,0.4998639520530268,Length 100,0.1
2,Curve 79,0.3650630276274761,Length 100,0.15
3,Curve 79,0.39852700579964956,Length 100,0.2
0,Curve 80,0.796293562222374,Length 100,0.05
1,Curve 80,0.7998026042432927,Length 100,0.1
2,Curve 80,0.6886695623488426,Length 100,0.15
3,Curve 80,0.6263744414667546,Length 100,0.2
0,Curve 81,0.4711186300863612,Length 100,0.05
1,Curve 81,0.5027974569946463,Length 100,0.1
2,Curve 81,0.364018010270066,Length 100,0.15
3,Curve 81,0.5101027793120594,Length 100,0.2
0,Curve 82,0.7134243187127477,Length 100,0.05
1,Curve 82,0.5611452664697967,Length 100,0.1
2,Curve 82,0.40367256740457086,Length 100,0.15
3,Curve 82,0.4012261652444574,Length 100,0.2
0,Curve 83,0.8185918789002743,Length 100,0.05
1,Curve 83,0.6855973894453566,Length 100,0.1
2,Curve 83,0.6287630484304974,Length 100,0.15
3,Curve 83,0.5709868766479296,Length 100,0.2
0,Curve 84,0.5758011145926512,Length 100,0.05
1,Curve 84,0.6246238475887306,Length 100,0.1
2,Curve 84,0.42699923402095463,Length 100,0.15
3,Curve 84,0.5198798305417244,Length 100,0.2
0,Curve 85,0.6707684486510582,Length 100,0.05
1,Curve 85,0.6330669077437762,Length 100,0.1
2,Curve 85,0.47424323603397633,Length 100,0.15
3,Curve 85,0.4329457391192205,Length 100,0.2
0,Curve 86,0.7856118122681021,Length 100,0.05
1,Curve 86,0.6494920158144956,Length 100,0.1
2,Curve 86,0.310040144417056,Length 100,0.15
3,Curve 86,0.36280974581584663,Length 100,0.2
0,Curve 87,0.8255860108747309,Length 100,0.05
1,Curve 87,0.6889766499604086,Length 100,0.1
2,Curve 87,0.5970981404746011,Length 100,0.15
3,Curve 87,0.5011443903164604,Length 100,0.2
0,Curve 88,0.6122275010287087,Length 100,0.05
1,Curve 88,0.21743714888474944,Length 100,0.1
2,Curve 88,0.3391158343681926,Length 100,0.15
3,Curve 88,0.5608719320044824,Length 100,0.2
0,Curve 89,0.7143643450334398,Length 100,0.05
1,Curve 89,0.6211798989487997,Length 100,0.1
2,Curve 89,0.5787074272035223,Length 100,0.15
3,Curve 89,0.4917294467808921,Length 100,0.2
0,Curve 90,0.8136751564098569,Length 100,0.05
1,Curve 90,0.6451957372922602,Length 100,0.1
2,Curve 90,0.5225226459399859,Length 100,0.15
3,Curve 90,0.3842611421975076,Length 100,0.2
0,Curve 91,0.7018493349547881,Length 100,0.05
1,Curve 91,0.664201365319606,Length 100,0.1
2,Curve 91,0.5230419713842256,Length 100,0.15
3,Curve 91,0.24219590976725672,Length 100,0.2
0,Curve 92,0.640855018021998,Length 100,0.05
1,Curve 92,0.6119945315519457,Length 100,0.1
2,Curve 92,0.5481574485058548,Length 100,0.15
3,Curve 92,0.5130565243728107,Length 100,0.2
0,Curve 93,0.8152128490452789,Length 100,0.05
1,Curve 93,0.6214853970032871,Length 100,0.1
2,Curve 93,0.6124683739734686,Length 100,0.15
3,Curve 93,0.5207209859428766,Length 100,0.2
0,Curve 94,0.681217089747019,Length 100,0.05
1,Curve 94,0.39259083151019536,Length 100,0.1
2,Curve 94,0.3609794037752478,Length 100,0.15
3,Curve 94,0.2593251408484954,Length 100,0.2
0,Curve 95,0.4779751363640089,Length 100,0.05
1,Curve 95,0.3349589944346285,Length 100,0.1
2,Curve 95,0.40828583008197145,Length 100,0.15
3,Curve 95,0.444567295905646,Length 100,0.2
0,Curve 96,0.716349456290961,Length 100,0.05
1,Curve 96,0.5590264270923025,Length 100,0.1
2,Curve 96,0.5854085276782095,Length 100,0.15
3,Curve 96,0.4411658369764619,Length 100,0.2
0,Curve 97,0.730855461778587,Length 100,0.05
1,Curve 97,0.77514214355064,Length 100,0.1
2,Curve 97,0.6508619669074227,Length 100,0.15
3,Curve 97,0.5793615725053024,Length 100,0.2
0,Curve 98,0.6053520459250681,Length 100,0.05
1,Curve 98,0.6881115642089628,Length 100,0.1
2,Curve 98,0.4798932477020733,Length 100,0.15
3,Curve 98,0.527718848154515,Length 100,0.2
0,Curve 99,0.7296830066755423,Length 100,0.05
1,Curve 99,0.6480679063420354,Length 100,0.1
2,Curve 99,0.6044164905318914,Length 100,0.15
3,Curve 99,0.6428781728004358,Length 100,0.2
0,Curve 100,0.7255291065203308,Length 100,0.05
1,Curve 100,0.6502309342280235,Length 100,0.1
2,Curve 100,0.7429015670325346,Length 100,0.15
3,Curve 100,0.5520926484505633,Length 100,0.2
0,Curve 101,0.7068795170829247,Length 100,0.05
1,Curve 101,0.4899507530189823,Length 100,0.1
2,Curve 101,0.3906238932926994,Length 100,0.15
3,Curve 101,0.5020339348765839,Length 100,0.2
0,Curve 102,0.8210964311250563,Length 100,0.05
1,Curve 102,0.634974520897387,Length 100,0.1
2,Curve 102,0.5147815553071305,Length 100,0.15
3,Curve 102,0.4639562412959501,Length 100,0.2
0,Curve 103,0.6192056142755857,Length 100,0.05
1,Curve 103,0.4857005726584888,Length 100,0.1
2,Curve 103,0.29393758657997066,Length 100,0.15
3,Curve 103,0.32796719039684097,Length 100,0.2
0,Curve 104,0.6856694588457858,Length 100,0.05
1,Curve 104,0.4928379866891195,Length 100,0.1
2,Curve 104,0.5612805998820143,Length 100,0.15
3,Curve 104,0.47843709941478374,Length 100,0.2
0,Curve 105,0.7928065985505905,Length 100,0.05
1,Curve 105,0.7254782665112031,Length 100,0.1
2,Curve 105,0.6840552883239344,Length 100,0.15
3,Curve 105,0.5353341190969783,Length 100,0.2
0,Curve 106,0.5853142666531558,Length 100,0.05
1,Curve 106,0.6389441772444021,Length 100,0.1
2,Curve 106,0.5380631672492404,Length 100,0.15
3,Curve 106,0.5343813843401987,Length 100,0.2
0,Curve 107,0.734788074745608,Length 100,0.05
1,Curve 107,0.6390398161282624,Length 100,0.1
2,Curve 107,0.5180432066764387,Length 100,0.15
3,Curve 107,0.5628620975774633,Length 100,0.2
0,Curve 108,0.5342724007162836,Length 100,0.05
1,Curve 108,0.5330363806733164,Length 100,0.1
2,Curve 108,0.2935457258406357,Length 100,0.15
3,Curve 108,0.25453202035813666,Length 100,0.2
0,Curve 109,0.6366573141480968,Length 100,0.05
1,Curve 109,0.5373332704131575,Length 100,0.1
2,Curve 109,0.5837365108461824,Length 100,0.15
3,Curve 109,0.47079202658704145,Length 100,0.2
0,Curve 110,0.7955309438079937,Length 100,0.05
1,Curve 110,0.5735055209697415,Length 100,0.1
2,Curve 110,0.5727986083530754,Length 100,0.15
3,Curve 110,0.5303267941633738,Length 100,0.2
0,Curve 111,0.7500056615579028,Length 100,0.05
1,Curve 111,0.6488791380098365,Length 100,0.1
2,Curve 111,0.5943584142618606,Length 100,0.15
3,Curve 111,0.474761595538722,Length 100,0.2
0,Curve 112,0.6400438659394099,Length 100,0.05
1,Curve 112,0.6740288119729102,Length 100,0.1
2,Curve 112,0.5654910988373076,Length 100,0.15
3,Curve 112,0.4963782068558354,Length 100,0.2
0,Curve 113,0.6798837756576703,Length 100,0.05
1,Curve 113,0.7003366177304386,Length 100,0.1
2,Curve 113,0.6196524984328321,Length 100,0.15
3,Curve 113,0.6744681775778607,Length 100,0.2
0,Curve 114,0.6548208340628181,Length 100,0.05
1,Curve 114,0.664472513355148,Length 100,0.1
2,Curve 114,0.459599878190635,Length 100,0.15
3,Curve 114,0.46106273149948984,Length 100,0.2
0,Curve 115,0.6009086450520729,Length 100,0.05
1,Curve 115,0.6036345877015376,Length 100,0.1
2,Curve 115,0.5823003875814063,Length 100,0.15
3,Curve 115,0.36257601990861593,Length 100,0.2
0,Curve 116,0.7624861090293692,Length 100,0.05
1,Curve 116,0.6995403424268426,Length 100,0.1
2,Curve 116,0.5534958864546449,Length 100,0.15
3,Curve 116,0.5435759395396779,Length 100,0.2
0,Curve 117,0.5519960387839195,Length 100,0.05
1,Curve 117,0.595174283190491,Length 100,0.1
2,Curve 117,0.48189867684557103,Length 100,0.15
3,Curve 117,0.5621351096756034,Length 100,0.2
0,Curve 118,0.6297693689946952,Length 100,0.05
1,Curve 118,0.5161522871071788,Length 100,0.1
2,Curve 118,0.4617592676056732,Length 100,0.15
3,Curve 118,0.4732522865978902,Length 100,0.2
0,Curve 119,0.693256412345844,Length 100,0.05
1,Curve 119,0.5932428880806172,Length 100,0.1
2,Curve 119,0.3691048455618133,Length 100,0.15
3,Curve 119,0.47170972023912416,Length 100,0.2
0,Curve 120,0.555594870618939,Length 100,0.05
1,Curve 120,0.3791424658985063,Length 100,0.1
2,Curve 120,0.37861309405564575,Length 100,0.15
3,Curve 120,0.2841429889119761,Length 100,0.2
0,Curve 121,0.7239736366326824,Length 100,0.05
1,Curve 121,0.5786724287426407,Length 100,0.1
2,Curve 121,0.5630144304437956,Length 100,0.15
3,Curve 121,0.5292483904429655,Length 100,0.2
0,Curve 122,0.7647622319137254,Length 100,0.05
1,Curve 122,0.5899153661319432,Length 100,0.1
2,Curve 122,0.538190776023489,Length 100,0.15
3,Curve 122,0.5163227705275083,Length 100,0.2
0,Curve 123,0.6580849897297963,Length 100,0.05
1,Curve 123,0.7926540347402607,Length 100,0.1
2,Curve 123,0.7815127729565299,Length 100,0.15
3,Curve 123,0.47102159137113525,Length 100,0.2
0,Curve 124,0.7406943930783172,Length 100,0.05
1,Curve 124,0.6155932966521599,Length 100,0.1
2,Curve 124,0.564649383527679,Length 100,0.15
3,Curve 124,0.5040080381710812,Length 100,0.2
0,Curve 125,0.5801059572903894,Length 100,0.05
1,Curve 125,0.4417080835096262,Length 100,0.1
2,Curve 125,0.5546434318421253,Length 100,0.15
3,Curve 125,0.5396171209144909,Length 100,0.2
0,Curve 126,0.6229294340775817,Length 100,0.05
1,Curve 126,0.5969834949828428,Length 100,0.1
2,Curve 126,0.4932303438946123,Length 100,0.15
3,Curve 126,0.45872362376516995,Length 100,0.2
0,Curve 127,0.557095974766726,Length 100,0.05
1,Curve 127,0.4944339214897854,Length 100,0.1
2,Curve 127,0.4732308538854496,Length 100,0.15
3,Curve 127,0.3910934137675942,Length 100,0.2
0,Curve 128,0.7185316208666058,Length 100,0.05
1,Curve 128,0.6649717577286003,Length 100,0.1
2,Curve 128,0.7710830947553097,Length 100,0.15
3,Curve 128,0.48711685120054127,Length 100,0.2
0,Curve 129,0.665174399589033,Length 100,0.05
1,Curve 129,0.6331621214888057,Length 100,0.1
2,Curve 129,0.48379980915200343,Length 100,0.15
3,Curve 129,0.5037234561751182,Length 100,0.2
0,Curve 130,0.4802862092163272,Length 100,0.05
1,Curve 130,0.270848079374761,Length 100,0.1
2,Curve 130,0.1665042021371132,Length 100,0.15
3,Curve 130,0.31087687669530234,Length 100,0.2
0,Curve 131,0.6132020042532851,Length 100,0.05
1,Curve 131,0.5890317778190656,Length 100,0.1
2,Curve 131,0.5522806170215308,Length 100,0.15
3,Curve 131,0.4255740892344217,Length 100,0.2
0,Curve 132,0.6924230626657062,Length 100,0.05
1,Curve 132,0.5688895321967278,Length 100,0.1
2,Curve 132,0.4012110204511987,Length 100,0.15
3,Curve 132,0.47747441139562713,Length 100,0.2
0,Curve 133,0.6320911775445149,Length 100,0.05
1,Curve 133,0.559220938722403,Length 100,0.1
2,Curve 133,0.5424759029800124,Length 100,0.15
3,Curve 133,0.5294017095352151,Length 100,0.2
0,Curve 134,0.528156743268693,Length 100,0.05
1,Curve 134,0.5088013712762184,Length 100,0.1
2,Curve 134,0.6261070002939881,Length 100,0.15
3,Curve 134,0.5744271228708664,Length 100,0.2
0,Curve 135,0.7954177101897846,Length 100,0.05
1,Curve 135,0.5966713521549162,Length 100,0.1
2,Curve 135,0.5773841493658206,Length 100,0.15
3,Curve 135,0.4099302631948492,Length 100,0.2
0,Curve 136,0.51735401288199,Length 100,0.05
1,Curve 136,0.3506714943101261,Length 100,0.1
2,Curve 136,0.5044263396275802,Length 100,0.15
3,Curve 136,0.3863053450696052,Length 100,0.2
0,Curve 137,0.6992754640148904,Length 100,0.05
1,Curve 137,0.46352826682479603,Length 100,0.1
2,Curve 137,0.39244228449863044,Length 100,0.15
3,Curve 137,0.3734620379094915,Length 100,0.2
0,Curve 138,0.6835985511038865,Length 100,0.05
1,Curve 138,0.5118834929984937,Length 100,0.1
2,Curve 138,0.5097991618380162,Length 100,0.15
3,Curve 138,0.5097144080819137,Length 100,0.2
0,Curve 139,0.6575653422533907,Length 100,0.05
1,Curve 139,0.5659127677775264,Length 100,0.1
2,Curve 139,0.559438830046044,Length 100,0.15
3,Curve 139,0.40265341025279966,Length 100,0.2
0,Curve 140,0.6060642726610902,Length 100,0.05
1,Curve 140,0.45605259244218804,Length 100,0.1
2,Curve 140,0.19528084477704416,Length 100,0.15
3,Curve 140,0.29307849785334716,Length 100,0.2
0,Curve 141,0.5534263650169993,Length 100,0.05
1,Curve 141,0.4470812785303995,Length 100,0.1
2,Curve 141,0.42815098847826805,Length 100,0.15
3,Curve 141,0.4083236194966948,Length 100,0.2
0,Curve 142,0.7454055838513712,Length 100,0.05
1,Curve 142,0.7470970451415856,Length 100,0.1
2,Curve 142,0.6183250928528776,Length 100,0.15
3,Curve 142,0.5265095269448619,Length 100,0.2
0,Curve 143,0.647079715118051,Length 100,0.05
1,Curve 143,0.4273047325423026,Length 100,0.1
2,Curve 143,0.3659558276575601,Length 100,0.15
3,Curve 143,0.3491046385696019,Length 100,0.2
0,Curve 144,0.5558232578913856,Length 100,0.05
1,Curve 144,0.4806943947145701,Length 100,0.1
2,Curve 144,0.6580521636414502,Length 100,0.15
3,Curve 144,0.3865482993681161,Length 100,0.2
0,Curve 145,0.9147398658033042,Length 100,0.05
1,Curve 145,0.6643610779458088,Length 100,0.1
2,Curve 145,0.5884945676114872,Length 100,0.15
3,Curve 145,0.5166841488785503,Length 100,0.2
0,Curve 146,0.5204116617600931,Length 100,0.05
1,Curve 146,0.47214680298600475,Length 100,0.1
2,Curve 146,0.27759649476133874,Length 100,0.15
3,Curve 146,0.43200597773742483,Length 100,0.2
0,Curve 147,0.6114751774189333,Length 100,0.05
1,Curve 147,0.5198812000559385,Length 100,0.1
2,Curve 147,0.544434526364631,Length 100,0.15
3,Curve 147,0.43017199499613634,Length 100,0.2
0,Curve 148,0.7018958266701569,Length 100,0.05
1,Curve 148,0.6982532196638936,Length 100,0.1
2,Curve 148,0.6274379282667908,Length 100,0.15
3,Curve 148,0.5929786303258334,Length 100,0.2
0,Curve 149,0.8377788425566416,Length 100,0.05
1,Curve 149,0.6884438498721849,Length 100,0.1
2,Curve 149,0.6852267913142237,Length 100,0.15
3,Curve 149,0.6481735389155241,Length 100,0.2
0,Curve 150,0.7432093393144846,Length 100,0.05
1,Curve 150,0.8294003412902111,Length 100,0.1
2,Curve 150,0.7721630240685854,Length 100,0.15
3,Curve 150,0.5432261755819555,Length 100,0.2
0,Curve 151,0.9220573152712718,Length 100,0.05
1,Curve 151,0.5148000138245269,Length 100,0.1
2,Curve 151,0.5267308477540732,Length 100,0.15
3,Curve 151,0.514248896930388,Length 100,0.2
0,Curve 152,0.16855410125533546,Length 100,0.05
1,Curve 152,0.29418405377430323,Length 100,0.1
2,Curve 152,0.15793701404393523,Length 100,0.15
3,Curve 152,0.15869934166898797,Length 100,0.2
0,Curve 153,0.5314205729538092,Length 100,0.05
1,Curve 153,0.580043842806408,Length 100,0.1
2,Curve 153,0.5033201982493921,Length 100,0.15
3,Curve 153,0.3967017577750665,Length 100,0.2
0,Curve 154,0.9366454853652858,Length 100,0.05
1,Curve 154,0.5152609113571137,Length 100,0.1
2,Curve 154,0.5725075453508804,Length 100,0.15
3,Curve 154,0.5206176562542093,Length 100,0.2
0,Curve 155,0.6409013884903803,Length 100,0.05
1,Curve 155,0.6863598615338186,Length 100,0.1
2,Curve 155,0.4412119016669732,Length 100,0.15
3,Curve 155,0.624074502036071,Length 100,0.2
0,Curve 156,0.6790958235735686,Length 100,0.05
1,Curve 156,0.554801528043838,Length 100,0.1
2,Curve 156,0.42407627211994847,Length 100,0.15
3,Curve 156,0.38685009850033697,Length 100,0.2
0,Curve 157,0.6658658991633181,Length 100,0.05
1,Curve 157,0.6325224959531092,Length 100,0.1
2,Curve 157,0.5990573034045059,Length 100,0.15
3,Curve 157,0.44474552810776624,Length 100,0.2
0,Curve 158,0.5490030342784312,Length 100,0.05
1,Curve 158,0.6263432971066561,Length 100,0.1
2,Curve 158,0.41389835704656314,Length 100,0.15
3,Curve 158,0.395011086490199,Length 100,0.2
0,Curve 159,0.7704927690956385,Length 100,0.05
1,Curve 159,0.44379243890205766,Length 100,0.1
2,Curve 159,0.6237836682800897,Length 100,0.15
3,Curve 159,0.4411144439309993,Length 100,0.2
0,Curve 160,0.7416091367794131,Length 100,0.05
1,Curve 160,0.8502932050252017,Length 100,0.1
2,Curve 160,0.6196233343989996,Length 100,0.15
3,Curve 160,0.4991825606589098,Length 100,0.2
0,Curve 161,0.648701509429128,Length 100,0.05
1,Curve 161,0.6824571489775018,Length 100,0.1
2,Curve 161,0.4270326244615473,Length 100,0.15
3,Curve 161,0.4173451524424533,Length 100,0.2
0,Curve 162,0.6273990965465203,Length 100,0.05
1,Curve 162,0.5447393404718479,Length 100,0.1
2,Curve 162,0.4238710786467619,Length 100,0.15
3,Curve 162,0.5549950564225601,Length 100,0.2
0,Curve 163,0.8049346577627837,Length 100,0.05
1,Curve 163,0.6777026496514793,Length 100,0.1
2,Curve 163,0.5983390770468265,Length 100,0.15
3,Curve 163,0.6545881758926914,Length 100,0.2
0,Curve 164,0.8554969613134866,Length 100,0.05
1,Curve 164,0.6417140322476218,Length 100,0.1
2,Curve 164,0.5460062019409492,Length 100,0.15
3,Curve 164,0.5346208090499502,Length 100,0.2
0,Curve 165,0.6562447816467061,Length 100,0.05
