,Name,AMI score,Length
38,Curve 38,0.5828627678139038,Length 400
39,Curve 39,0.5085195934631815,Length 400
40,Curve 40,0.5660059115939996,Length 400
41,Curve 41,0.5170743980104288,Length 400
42,Curve 42,0.5653422814997987,Length 400
43,Curve 43,0.5478441978637985,Length 400
44,Curve 44,0.6946875559948517,Length 400
45,Curve 45,0.6658242429687875,Length 400
46,Curve 46,0.7792366746513713,Length 400
47,Curve 47,0.6358064606974992,Length 400
48,Curve 48,0.49912143182623747,Length 400
49,Curve 49,0.5121701775262695,Length 400
50,Curve 50,0.7285005182857256,Length 400
51,Curve 51,0.4147916458182785,Length 400
52,Curve 52,0.6757039061948286,Length 400
53,Curve 53,0.261669245546218,Length 400
54,Curve 54,0.7332044480158735,Length 400
55,Curve 55,0.5821861462096626,Length 400
56,Curve 56,0.8044029849748301,Length 400
57,Curve 57,0.5418804559334475,Length 400
58,Curve 58,0.6484795911629958,Length 400
59,Curve 59,0.8380661339104968,Length 400
60,Curve 60,0.6277246873632398,Length 400
61,Curve 61,0.7640308709829375,Length 400
62,Curve 62,0.4045616916662485,Length 400
63,Curve 63,0.6938590405681966,Length 400
64,Curve 64,0.3331188698683007,Length 400
65,Curve 65,0.5815769324667779,Length 400
66,Curve 66,0.5454592348325635,Length 400
67,Curve 67,0.549392830963896,Length 400
68,Curve 68,0.5324227478783902,Length 400
69,Curve 69,0.7436363877886126,Length 400
70,Curve 70,0.4894313887565348,Length 400
71,Curve 71,0.5497973615662365,Length 400
72,Curve 72,0.5271174608468729,Length 400
73,Curve 73,0.4897141062173199,Length 400
74,Curve 74,0.5752343402472372,Length 400
75,Curve 75,0.7162027829226038,Length 400
76,Curve 76,0.793891396498775,Length 400
77,Curve 77,0.6308763203560491,Length 400
78,Curve 78,0.7471679170493299,Length 400
79,Curve 79,0.5741721361543745,Length 400
80,Curve 80,0.7036001779953817,Length 400
81,Curve 81,0.5960900616659762,Length 400
82,Curve 82,0.5948636789403907,Length 400
83,Curve 83,0.5601622501519161,Length 400
84,Curve 84,0.5351341159806056,Length 400
85,Curve 85,0.7888839687724742,Length 400
86,Curve 86,0.4410347245510075,Length 400
87,Curve 87,0.7197363210490207,Length 400
88,Curve 88,0.596809013449981,Length 400
89,Curve 89,0.7835169208534439,Length 400
90,Curve 90,0.3902460149003368,Length 400
91,Curve 91,0.5404996010156752,Length 400
92,Curve 92,0.5191949026024665,Length 400
93,Curve 93,0.7450515212728934,Length 400
94,Curve 94,0.6222630879082832,Length 400
95,Curve 95,0.5687604683892628,Length 400
96,Curve 96,0.8526313899430271,Length 400
97,Curve 97,0.6018362635988731,Length 400
98,Curve 98,0.7997368519256649,Length 400
99,Curve 99,0.5671426989665793,Length 400
100,Curve 100,0.4711749677640458,Length 400
101,Curve 101,0.4550033116760269,Length 400
102,Curve 102,0.6134466996395364,Length 400
103,Curve 103,0.6263661018337398,Length 400
104,Curve 104,0.6428703112155141,Length 400
105,Curve 105,0.6367073568609993,Length 400
106,Curve 106,0.5359084263762426,Length 400
107,Curve 107,0.600825624887852,Length 400
108,Curve 108,0.7500890199330217,Length 400
109,Curve 109,0.5919963384874763,Length 400
110,Curve 110,0.5216799479030538,Length 400
111,Curve 111,0.743435917680096,Length 400
112,Curve 112,0.5838760839128982,Length 400
113,Curve 113,0.5678395562099633,Length 400
114,Curve 114,0.5295685416997029,Length 400
115,Curve 115,0.7410782271728218,Length 400
116,Curve 116,0.7067255507998038,Length 400
117,Curve 117,0.5930842568960234,Length 400
118,Curve 118,0.5631276386751662,Length 400
119,Curve 119,0.8535063110450033,Length 400
120,Curve 120,0.7032324078109811,Length 400
121,Curve 121,0.7696380991007942,Length 400
122,Curve 122,0.5985807376046292,Length 400
123,Curve 123,0.4855508208107623,Length 400
124,Curve 124,0.6534907440708645,Length 400
125,Curve 125,0.7873811132105943,Length 400
126,Curve 126,0.5134823446916111,Length 400
127,Curve 127,0.6222240900136294,Length 400
128,Curve 128,0.6821510800992231,Length 400
129,Curve 129,0.5631670350518923,Length 400
130,Curve 130,0.6400919978314686,Length 400
131,Curve 131,0.4982643148488932,Length 400
132,Curve 132,0.5249925425188099,Length 400
133,Curve 133,0.666052410676725,Length 400
134,Curve 134,0.6936908336934925,Length 400
135,Curve 135,0.5338368663005595,Length 400
136,Curve 136,0.6675797296548802,Length 400
137,Curve 137,0.6913275861836811,Length 400
138,Curve 138,0.6864938123190868,Length 400
139,Curve 139,0.7251832625664633,Length 400
140,Curve 140,0.6991643027470148,Length 400
141,Curve 141,0.5574069863108945,Length 400
142,Curve 142,0.723310356538569,Length 400
143,Curve 143,0.6293441671337827,Length 400
144,Curve 144,0.6248576402731013,Length 400
145,Curve 145,0.7117453905006564,Length 400
146,Curve 146,0.6243394190907073,Length 400
147,Curve 147,0.5220020466992772,Length 400
148,Curve 148,0.537050977693215,Length 400
149,Curve 149,0.501491212063016,Length 400
150,Curve 150,0.531504901240291,Length 400
151,Curve 151,0.6940746161956297,Length 400
152,Curve 152,0.7662703907312313,Length 400
153,Curve 153,0.7237806084780501,Length 400
154,Curve 154,0.7236631102647366,Length 400
155,Curve 155,0.6509711051333761,Length 400
156,Curve 156,0.41645492469877543,Length 400
157,Curve 157,0.5950213398132433,Length 400
158,Curve 158,0.610572799704776,Length 400
159,Curve 159,0.667686907887246,Length 400
160,Curve 160,0.6019511783948865,Length 400
161,Curve 161,0.75510209786682,Length 400
162,Curve 162,0.696582573068247,Length 400
163,Curve 163,0.45728419750087873,Length 400
164,Curve 164,0.6259011423880564,Length 400
165,Curve 165,0.5790894624965834,Length 400
166,Curve 166,0.7261286182770889,Length 400
167,Curve 167,0.588989284152122,Length 400
168,Curve 168,0.6787433137258434,Length 400
169,Curve 169,0.46053254273832195,Length 400
170,Curve 170,0.6053208437316249,Length 400
171,Curve 171,0.7485174666382128,Length 400
172,Curve 172,0.5946024341252711,Length 400
173,Curve 173,0.45511329024301456,Length 400
174,Curve 174,0.5261926001980431,Length 400
175,Curve 175,0.5286830445016028,Length 400
176,Curve 176,0.7541500052254035,Length 400
177,Curve 177,0.5918479442193024,Length 400
178,Curve 178,0.4530348076348722,Length 400
179,Curve 179,0.6620093014350332,Length 400
180,Curve 180,0.5700580265772098,Length 400
181,Curve 181,0.70078251523357,Length 400
182,Curve 182,0.7070196342282153,Length 400
183,Curve 183,0.5763203107448638,Length 400
184,Curve 184,0.6022567898187581,Length 400
185,Curve 185,0.7369264168441697,Length 400
186,Curve 186,0.740807530831199,Length 400
187,Curve 187,0.7009057888886638,Length 400
188,Curve 188,0.8000179591823361,Length 400
189,Curve 189,0.7465554852743616,Length 400
190,Curve 190,0.4783573777672142,Length 400
191,Curve 191,0.7997293192934537,Length 400
192,Curve 192,0.3466411155493365,Length 400
193,Curve 193,0.718173522639852,Length 400
194,Curve 194,0.7934278778977784,Length 400
195,Curve 195,0.7459186643268346,Length 400
196,Curve 196,0.6779597806556455,Length 400
197,Curve 197,0.7296144413375861,Length 400
198,Curve 198,0.7179624813889949,Length 400
199,Curve 199,0.7542018090294659,Length 400
