,Name,AMI score,Length
66,Curve 66,0.6466071910242205,Length 100
67,Curve 67,0.6860948545174116,Length 100
68,Curve 68,0.5622029194975544,Length 100
69,Curve 69,0.5029250421968519,Length 100
70,Curve 70,0.5549297263669766,Length 100
71,Curve 71,0.7202241292482705,Length 100
72,Curve 72,0.6519699366035016,Length 100
73,Curve 73,0.6037885176622991,Length 100
74,Curve 74,0.44604558815649425,Length 100
75,Curve 75,0.8102724974611405,Length 100
76,Curve 76,0.5843942619905096,Length 100
77,Curve 77,0.823020469861215,Length 100
78,Curve 78,0.845070524481487,Length 100
79,Curve 79,0.43651859475076,Length 100
80,Curve 80,0.6964514258978785,Length 100
81,Curve 81,0.7173648964559669,Length 100
82,Curve 82,0.5664909704624398,Length 100
83,Curve 83,0.8510831317327685,Length 100
84,Curve 84,0.5963609213451689,Length 100
85,Curve 85,0.476459802441405,Length 100
86,Curve 86,0.4236737326140274,Length 100
87,Curve 87,0.7481591695530249,Length 100
88,Curve 88,0.22497492650490228,Length 100
89,Curve 89,0.5794749231605343,Length 100
90,Curve 90,0.6804390287373022,Length 100
91,Curve 91,0.5770029724789457,Length 100
92,Curve 92,0.6176182633900127,Length 100
93,Curve 93,0.8171352071267751,Length 100
94,Curve 94,0.6497172411251991,Length 100
95,Curve 95,0.5739446941031906,Length 100
96,Curve 96,0.43606225294739015,Length 100
97,Curve 97,0.8484332279255549,Length 100
98,Curve 98,0.625310981975138,Length 100
99,Curve 99,0.7762376567064252,Length 100
100,Curve 100,0.734439702329013,Length 100
101,Curve 101,0.6977997154045942,Length 100
102,Curve 102,0.5741721435571057,Length 100
103,Curve 103,0.5205152608350011,Length 100
104,Curve 104,0.745595663661772,Length 100
105,Curve 105,0.8259695417908166,Length 100
106,Curve 106,0.7663495398677804,Length 100
107,Curve 107,0.5168638356096601,Length 100
108,Curve 108,0.5605715400412531,Length 100
109,Curve 109,0.6196262028665069,Length 100
110,Curve 110,0.6419002103622301,Length 100
111,Curve 111,0.6144385174682825,Length 100
112,Curve 112,0.6721086372400081,Length 100
113,Curve 113,0.6630197520765648,Length 100
114,Curve 114,0.5787429114454116,Length 100
115,Curve 115,0.5185884673969604,Length 100
116,Curve 116,0.7775556164838535,Length 100
117,Curve 117,0.4115615353572232,Length 100
118,Curve 118,0.6755648545001838,Length 100
119,Curve 119,0.6445038111346073,Length 100
120,Curve 120,0.5217643881251095,Length 100
121,Curve 121,0.5783558571427363,Length 100
122,Curve 122,0.6982479867652203,Length 100
123,Curve 123,0.4768696750202861,Length 100
124,Curve 124,0.5772687814665975,Length 100
125,Curve 125,0.3623515380698919,Length 100
126,Curve 126,0.4987626331175775,Length 100
127,Curve 127,0.6271382642672887,Length 100
128,Curve 128,0.8432957128464535,Length 100
129,Curve 129,0.6847096844136872,Length 100
130,Curve 130,0.383306157286448,Length 100
131,Curve 131,0.7259956360353202,Length 100
132,Curve 132,0.6240142088425269,Length 100
133,Curve 133,0.6898494766271069,Length 100
134,Curve 134,0.6644998811235812,Length 100
135,Curve 135,0.7358185564308077,Length 100
136,Curve 136,0.4385331896230058,Length 100
137,Curve 137,0.4820198986130058,Length 100
138,Curve 138,0.6468572290930624,Length 100
139,Curve 139,0.6364858845842921,Length 100
140,Curve 140,0.29637729625209075,Length 100
141,Curve 141,0.7412679015731375,Length 100
142,Curve 142,0.7197850229375393,Length 100
143,Curve 143,0.7106294396856658,Length 100
144,Curve 144,0.6189636701417974,Length 100
145,Curve 145,0.6337788515035256,Length 100
146,Curve 146,0.38435648343386986,Length 100
147,Curve 147,0.5832935967932875,Length 100
148,Curve 148,0.7357427974245582,Length 100
149,Curve 149,0.7290554175431441,Length 100
150,Curve 150,0.776264484548759,Length 100
151,Curve 151,0.7278142415017735,Length 100
152,Curve 152,0.4037069638810065,Length 100
153,Curve 153,0.599975426833971,Length 100
154,Curve 154,0.26982854616522467,Length 100
155,Curve 155,0.7170398840393473,Length 100
156,Curve 156,0.49308880526300136,Length 100
157,Curve 157,0.5182655766041299,Length 100
158,Curve 158,0.7135888056521855,Length 100
159,Curve 159,0.6753575323154096,Length 100
160,Curve 160,0.7548605644589118,Length 100
161,Curve 161,0.5899529352232448,Length 100
162,Curve 162,0.762569057887578,Length 100
163,Curve 163,0.684548162680838,Length 100
164,Curve 164,0.7926785309017637,Length 100
165,Curve 165,0.45661037356697626,Length 100
166,Curve 166,0.7969636235877828,Length 100
167,Curve 167,0.7994011124901405,Length 100
168,Curve 168,0.6774820985542571,Length 100
169,Curve 169,0.6164872851169223,Length 100
170,Curve 170,0.6845752408385531,Length 100
171,Curve 171,0.23666025330892831,Length 100
172,Curve 172,0.5499617426333291,Length 100
173,Curve 173,0.4534211027955434,Length 100
174,Curve 174,0.6423419425770149,Length 100
175,Curve 175,0.530550793624925,Length 100
176,Curve 176,0.8175578875992526,Length 100
177,Curve 177,0.8193153096967343,Length 100
178,Curve 178,0.5721525878301719,Length 100
179,Curve 179,0.758204802566716,Length 100
180,Curve 180,0.6665863322185913,Length 100
181,Curve 181,0.3180769765737787,Length 100
182,Curve 182,0.7452888748182254,Length 100
183,Curve 183,0.6374409857869502,Length 100
184,Curve 184,0.4410741912965805,Length 100
185,Curve 185,0.5921973002127724,Length 100
186,Curve 186,0.631107092664499,Length 100
187,Curve 187,0.7935237838520642,Length 100
188,Curve 188,0.5209827298077472,Length 100
189,Curve 189,0.8394564983544872,Length 100
190,Curve 190,0.7430838106088655,Length 100
191,Curve 191,0.7372831368248534,Length 100
192,Curve 192,0.7252644172768723,Length 100
193,Curve 193,0.5957682544977567,Length 100
194,Curve 194,0.428643037820378,Length 100
195,Curve 195,0.6429779435474401,Length 100
196,Curve 196,0.6443984293730064,Length 100
197,Curve 197,0.6534595135408887,Length 100
198,Curve 198,0.34905409458995024,Length 100
199,Curve 199,0.5979288811030607,Length 100
0,Curve 0,0.7126796680863398,Length 200
1,Curve 1,0.638043561774847,Length 200
2,Curve 2,0.5754646061801498,Length 200
3,Curve 3,0.7239352178831662,Length 200
4,Curve 4,0.5219020749001952,Length 200
5,Curve 5,0.4306422547787589,Length 200
6,Curve 6,0.517194491146315,Length 200
7,Curve 7,0.6669437328229465,Length 200
8,Curve 8,0.6774143012195946,Length 200
9,Curve 9,0.4378518164743882,Length 200
10,Curve 10,0.652714381287337,Length 200
11,Curve 11,0.6078641787956945,Length 200
12,Curve 12,0.795278524774412,Length 200
13,Curve 13,0.5807154078503278,Length 200
14,Curve 14,0.7890491892348149,Length 200
15,Curve 15,0.5078830873180058,Length 200
16,Curve 16,0.4505209088265463,Length 200
17,Curve 17,0.7441570301940122,Length 200
18,Curve 18,0.7033904497875347,Length 200
19,Curve 19,0.6789752756569818,Length 200
20,Curve 20,0.6439917834025639,Length 200
21,Curve 21,0.6140357913541207,Length 200
22,Curve 22,0.7499917228591599,Length 200
23,Curve 23,0.7149334519945787,Length 200
24,Curve 24,0.8087282401016818,Length 200
25,Curve 25,0.7266305405655974,Length 200
26,Curve 26,0.6216458970311859,Length 200
27,Curve 27,0.7251377713379711,Length 200
28,Curve 28,0.8353918186224552,Length 200
29,Curve 29,0.555698526336787,Length 200
30,Curve 30,0.6493670201097892,Length 200
31,Curve 31,0.6443093892311631,Length 200
32,Curve 32,0.5787929403212823,Length 200
33,Curve 33,0.6910750991752393,Length 200
34,Curve 34,0.715448024274503,Length 200
35,Curve 35,0.4992303575123114,Length 200
36,Curve 36,0.4821092014265372,Length 200
37,Curve 37,0.6096488945814248,Length 200
38,Curve 38,0.6094781580031308,Length 200
39,Curve 39,0.6689405250790681,Length 200
40,Curve 40,0.5593560083256135,Length 200
41,Curve 41,0.5997512840681477,Length 200
42,Curve 42,0.7625019978123275,Length 200
43,Curve 43,0.6984759056573145,Length 200
44,Curve 44,0.6148271791669394,Length 200
45,Curve 45,0.4496883586457706,Length 200
46,Curve 46,0.5604911926361371,Length 200
47,Curve 47,0.752698398343306,Length 200
48,Curve 48,0.6048180995264575,Length 200
49,Curve 49,0.5491337229464014,Length 200
50,Curve 50,0.6979742012587751,Length 200
51,Curve 51,0.7823108841765049,Length 200
52,Curve 52,0.5881826370930734,Length 200
53,Curve 53,0.3845395066044736,Length 200
54,Curve 54,0.7167445418332968,Length 200
55,Curve 55,0.6493424886046585,Length 200
56,Curve 56,0.7004052437051296,Length 200
57,Curve 57,0.5428350173691514,Length 200
58,Curve 58,0.4889297644563957,Length 200
59,Curve 59,0.6410557132298834,Length 200
60,Curve 60,0.6224019651400559,Length 200
61,Curve 61,0.6207337697158886,Length 200
62,Curve 62,0.7450521007679354,Length 200
63,Curve 63,0.68038757029823,Length 200
64,Curve 64,0.7184924841961317,Length 200
65,Curve 65,0.6508468603468114,Length 200
66,Curve 66,0.6944136020751541,Length 200
67,Curve 67,0.7069417564985496,Length 200
68,Curve 68,0.3624187972040072,Length 200
69,Curve 69,0.6352791731006439,Length 200
70,Curve 70,0.4413477962624653,Length 200
71,Curve 71,0.550151373077278,Length 200
72,Curve 72,0.5273576185041472,Length 200
73,Curve 73,0.715978274973391,Length 200
74,Curve 74,0.59165265222751,Length 200
75,Curve 75,0.71086451734349,Length 200
76,Curve 76,0.6624435254242976,Length 200
77,Curve 77,0.42597551265902134,Length 200
78,Curve 78,0.7503729919382147,Length 200
79,Curve 79,0.7591423066309865,Length 200
80,Curve 80,0.5881347265049658,Length 200
81,Curve 81,0.718324586431859,Length 200
82,Curve 82,0.5193414054818762,Length 200
83,Curve 83,0.7076746207474018,Length 200
84,Curve 84,0.37923465858912425,Length 200
85,Curve 85,0.5517114193768826,Length 200
86,Curve 86,0.5210321744405242,Length 200
87,Curve 87,0.5738426054663213,Length 200
88,Curve 88,0.40649356296795114,Length 200
89,Curve 89,0.6212619621096008,Length 200
90,Curve 90,0.6152573381414029,Length 200
91,Curve 91,0.668215854860861,Length 200
92,Curve 92,0.6873551701516147,Length 200
93,Curve 93,0.5840747662642505,Length 200
94,Curve 94,0.6614066329412218,Length 200
95,Curve 95,0.6459432271008609,Length 200
96,Curve 96,0.7618853801078804,Length 200
97,Curve 97,0.6890696593545036,Length 200
98,Curve 98,0.7004410868758745,Length 200
99,Curve 99,0.7355570134292749,Length 200
100,Curve 100,0.7431592484076975,Length 200
101,Curve 101,0.6912009928973634,Length 200
102,Curve 102,0.600178732871918,Length 200
103,Curve 103,0.6906905123597077,Length 200
104,Curve 104,0.46452469658655393,Length 200
105,Curve 105,0.6825611188311516,Length 200
106,Curve 106,0.7790318203597625,Length 200
107,Curve 107,0.7092768536226595,Length 200
108,Curve 108,0.48872984939556513,Length 200
109,Curve 109,0.44914914486111146,Length 200
110,Curve 110,0.7469062530427715,Length 200
111,Curve 111,0.7612558185588676,Length 200
112,Curve 112,0.632434475796469,Length 200
113,Curve 113,0.5683905339806803,Length 200
114,Curve 114,0.5370584187389955,Length 200
115,Curve 115,0.726564014872676,Length 200
116,Curve 116,0.6197309392049973,Length 200
117,Curve 117,0.45364035094180066,Length 200
118,Curve 118,0.660497900431085,Length 200
119,Curve 119,0.5456585622928152,Length 200
120,Curve 120,0.7428964412641004,Length 200
121,Curve 121,0.6758029699904925,Length 200
122,Curve 122,0.736686412252409,Length 200
123,Curve 123,0.7016869884384307,Length 200
124,Curve 124,0.7041576882740994,Length 200
125,Curve 125,0.6716412352036978,Length 200
126,Curve 126,0.5807186496197189,Length 200
127,Curve 127,0.6105490263301824,Length 200
128,Curve 128,0.6719147245121857,Length 200
129,Curve 129,0.5733398969600176,Length 200
130,Curve 130,0.7758437708051509,Length 200
131,Curve 131,0.37447270109406294,Length 200
132,Curve 132,0.4750460301267404,Length 200
133,Curve 133,0.6350510716144018,Length 200
134,Curve 134,0.692260125735471,Length 200
135,Curve 135,0.5670303447575391,Length 200
136,Curve 136,0.8690084495166841,Length 200
137,Curve 137,0.8026742162698577,Length 200
138,Curve 138,0.5981286013726919,Length 200
139,Curve 139,0.5958469471917306,Length 200
140,Curve 140,0.5777749150636102,Length 200
141,Curve 141,0.6596128058230574,Length 200
142,Curve 142,0.7164504524260923,Length 200
143,Curve 143,0.7420697713328578,Length 200
144,Curve 144,0.6676238134396056,Length 200
145,Curve 145,0.6173118013950062,Length 200
146,Curve 146,0.47275653014245517,Length 200
147,Curve 147,0.7822819226374494,Length 200
148,Curve 148,0.33466577858357616,Length 200
149,Curve 149,0.6540637657563662,Length 200
150,Curve 150,0.5432526154813534,Length 200
151,Curve 151,0.698717260621906,Length 200
152,Curve 152,0.4498380619295543,Length 200
153,Curve 153,0.5043190048350108,Length 200
154,Curve 154,0.5823215044940887,Length 200
155,Curve 155,0.4852457997791831,Length 200
156,Curve 156,0.6049839939994338,Length 200
157,Curve 157,0.7980705717460814,Length 200
158,Curve 158,0.6125572079142975,Length 200
159,Curve 159,0.5424776107152968,Length 200
160,Curve 160,0.6148545141510218,Length 200
161,Curve 161,0.6448686467282345,Length 200
162,Curve 162,0.744559394980135,Length 200
163,Curve 163,0.5890638889200317,Length 200
164,Curve 164,0.6744249917947214,Length 200
165,Curve 165,0.7395504383013922,Length 200
166,Curve 166,0.5655396953280577,Length 200
167,Curve 167,0.7294072367206831,Length 200
168,Curve 168,0.6274579794509251,Length 200
169,Curve 169,0.4607768089782779,Length 200
170,Curve 170,0.5240159690084851,Length 200
171,Curve 171,0.6709803893770756,Length 200
172,Curve 172,0.8248630006092065,Length 200
173,Curve 173,0.840914532952569,Length 200
174,Curve 174,0.7653864447365242,Length 200
175,Curve 175,0.7362124884964902,Length 200
176,Curve 176,0.41955607458986666,Length 200
177,Curve 177,0.5501148474375664,Length 200
178,Curve 178,0.44229857781362963,Length 200
179,Curve 179,0.6367484607033261,Length 200
180,Curve 180,0.34438392545768826,Length 200
181,Curve 181,0.5818135783262334,Length 200
182,Curve 182,0.47049245642534987,Length 200
183,Curve 183,0.64774485104712,Length 200
184,Curve 184,0.7143881429766634,Length 200
185,Curve 185,0.5227250199828937,Length 200
186,Curve 186,0.7029559289153066,Length 200
187,Curve 187,0.3105628027740788,Length 200
188,Curve 188,0.6418663265953167,Length 200
189,Curve 189,0.7204187226755763,Length 200
190,Curve 190,0.6404840031569178,Length 200
191,Curve 191,0.722512499910323,Length 200
192,Curve 192,0.8027984821963001,Length 200
193,Curve 193,0.8024671513231362,Length 200
194,Curve 194,0.5303533704486043,Length 200
195,Curve 195,0.6220189197803858,Length 200
196,Curve 196,0.798942434411314,Length 200
197,Curve 197,0.48848285483867143,Length 200
198,Curve 198,0.603329978077444,Length 200
199,Curve 199,0.6863054465103102,Length 200
0,Curve 0,0.7748057477219895,Length 300
1,Curve 1,0.6439147950690678,Length 300
2,Curve 2,0.5101871095521981,Length 300
3,Curve 3,0.6665477180716523,Length 300
4,Curve 4,0.685009446427939,Length 300
5,Curve 5,0.652752285328663,Length 300
6,Curve 6,0.6727259807680851,Length 300
7,Curve 7,0.5462609642809012,Length 300
8,Curve 8,0.638267372557016,Length 300
9,Curve 9,0.5306119456663047,Length 300
10,Curve 10,0.612985709912989,Length 300
11,Curve 11,0.5553271299996732,Length 300
12,Curve 12,0.5067246535091617,Length 300
13,Curve 13,0.6482792892877928,Length 300
14,Curve 14,0.843784908020194,Length 300
15,Curve 15,0.5472301868956209,Length 300
16,Curve 16,0.6564262738670885,Length 300
17,Curve 17,0.5096698074081223,Length 300
18,Curve 18,0.5388330338762014,Length 300
19,Curve 19,0.7185917124955258,Length 300
20,Curve 20,0.6697474679928438,Length 300
21,Curve 21,0.8061790709648605,Length 300
22,Curve 22,0.7484837540507467,Length 300
23,Curve 23,0.7843059522486943,Length 300
24,Curve 24,0.42102319759955636,Length 300
25,Curve 25,0.5635892069687369,Length 300
26,Curve 26,0.5078266907402191,Length 300
27,Curve 27,0.744507695500097,Length 300
28,Curve 28,0.3244444031699275,Length 300
29,Curve 29,0.6814473942776598,Length 300
30,Curve 30,0.6062694313896474,Length 300
31,Curve 31,0.5733290835232423,Length 300
32,Curve 32,0.7438473034136205,Length 300
33,Curve 33,0.5431174622491935,Length 300
34,Curve 34,0.5048102230572281,Length 300
35,Curve 35,0.727626976463027,Length 300
36,Curve 36,0.5422299687343207,Length 300
37,Curve 37,0.629935866225374,Length 300
38,Curve 38,0.7940185550115819,Length 300
39,Curve 39,0.614106611507987,Length 300
40,Curve 40,0.49418691151111216,Length 300
41,Curve 41,0.6825355967019504,Length 300
42,Curve 42,0.537925724102004,Length 300
43,Curve 43,0.7286713465138704,Length 300
44,Curve 44,0.6208346279486732,Length 300
45,Curve 45,0.6771159369669604,Length 300
46,Curve 46,0.6652657867664921,Length 300
47,Curve 47,0.5164915035578933,Length 300
48,Curve 48,0.7772974986135905,Length 300
49,Curve 49,0.7561831688491503,Length 300
50,Curve 50,0.5999313035008702,Length 300
51,Curve 51,0.609688319531213,Length 300
52,Curve 52,0.6936615551721,Length 300
53,Curve 53,0.7325059363196236,Length 300
54,Curve 54,0.6217746074611149,Length 300
55,Curve 55,0.6209839647995171,Length 300
56,Curve 56,0.4193656563293705,Length 300
57,Curve 57,0.6693195766936537,Length 300
58,Curve 58,0.6166520634404931,Length 300
59,Curve 59,0.6060895511872242,Length 300
60,Curve 60,0.7276165476462777,Length 300
61,Curve 61,0.6637683446521909,Length 300
62,Curve 62,0.7379573266663271,Length 300
63,Curve 63,0.5749266399499916,Length 300
64,Curve 64,0.555946844752227,Length 300
65,Curve 65,0.6437543495284762,Length 300
66,Curve 66,0.4858521761645981,Length 300
67,Curve 67,0.5297352730954508,Length 300
68,Curve 68,0.6814584229887036,Length 300
69,Curve 69,0.5388507091818203,Length 300
70,Curve 70,0.6993789531639533,Length 300
71,Curve 71,0.7544455619767535,Length 300
72,Curve 72,0.7562923867979912,Length 300
73,Curve 73,0.6082744834468139,Length 300
74,Curve 74,0.5656590695316354,Length 300
75,Curve 75,0.5899598539223008,Length 300
76,Curve 76,0.7632727343006112,Length 300
77,Curve 77,0.34803956827859805,Length 300
78,Curve 78,0.5681563940421519,Length 300
79,Curve 79,0.6657960905616419,Length 300
80,Curve 80,0.7467433651399032,Length 300
81,Curve 81,0.46089503865103215,Length 300
82,Curve 82,0.6605442057002733,Length 300
83,Curve 83,0.645885802249682,Length 300
84,Curve 84,0.6935917654749364,Length 300
85,Curve 85,0.7764882764022056,Length 300
86,Curve 86,0.6814729154139476,Length 300
87,Curve 87,0.7732911222726294,Length 300
88,Curve 88,0.6741539802275911,Length 300
89,Curve 89,0.6101825026413952,Length 300
90,Curve 90,0.6206793983761653,Length 300
91,Curve 91,0.6682325719732406,Length 300
92,Curve 92,0.7008722041364243,Length 300
93,Curve 93,0.6424860657592363,Length 300
94,Curve 94,0.6080955324804524,Length 300
95,Curve 95,0.8292642028778443,Length 300
96,Curve 96,0.31399228201151524,Length 300
97,Curve 97,0.6017727733919208,Length 300
98,Curve 98,0.4545811204934535,Length 300
99,Curve 99,0.6729705299280118,Length 300
100,Curve 100,0.6222181588611554,Length 300
101,Curve 101,0.5718855601233146,Length 300
102,Curve 102,0.588997729647185,Length 300
103,Curve 103,0.5770011361412184,Length 300
104,Curve 104,0.5708545353472347,Length 300
105,Curve 105,0.5364703757778272,Length 300
106,Curve 106,0.6791651400012809,Length 300
107,Curve 107,0.6124437645424269,Length 300
108,Curve 108,0.5130495417381543,Length 300
109,Curve 109,0.7146098548524535,Length 300
110,Curve 110,0.4003874305888183,Length 300
111,Curve 111,0.8218382823776739,Length 300
112,Curve 112,0.6787149451986678,Length 300
113,Curve 113,0.5221356570144401,Length 300
114,Curve 114,0.7309870895510635,Length 300
115,Curve 115,0.6687123762294004,Length 300
116,Curve 116,0.664060898026,Length 300
117,Curve 117,0.7162946113717147,Length 300
118,Curve 118,0.5245091300562016,Length 300
119,Curve 119,0.7896973706314911,Length 300
120,Curve 120,0.3665529541276571,Length 300
121,Curve 121,0.7427084020131859,Length 300
122,Curve 122,0.4888953602697044,Length 300
123,Curve 123,0.7857781627592134,Length 300
124,Curve 124,0.6081417075864662,Length 300
125,Curve 125,0.7427846393046731,Length 300
126,Curve 126,0.7616219851563538,Length 300
127,Curve 127,0.6432257278329242,Length 300
128,Curve 128,0.5389472162469305,Length 300
129,Curve 129,0.48363119410670546,Length 300
130,Curve 130,0.691386380845904,Length 300
131,Curve 131,0.5990258499869044,Length 300
132,Curve 132,0.7143207882361057,Length 300
133,Curve 133,0.4226715993049585,Length 300
134,Curve 134,0.40823807324903894,Length 300
135,Curve 135,0.8140185681858617,Length 300
136,Curve 136,0.51240616386808,Length 300
137,Curve 137,0.5854018054547521,Length 300
138,Curve 138,0.60249698579477,Length 300
139,Curve 139,0.6195741877808315,Length 300
140,Curve 140,0.48426304555683264,Length 300
141,Curve 141,0.5048374304816199,Length 300
142,Curve 142,0.5986600729908043,Length 300
143,Curve 143,0.6552424661578398,Length 300
144,Curve 144,0.6467962221872048,Length 300
145,Curve 145,0.3924439121840673,Length 300
146,Curve 146,0.6421990919378662,Length 300
147,Curve 147,0.4751954404084454,Length 300
148,Curve 148,0.4521497408423687,Length 300
149,Curve 149,0.6906459616478402,Length 300
150,Curve 150,0.7697844119777965,Length 300
151,Curve 151,0.59597211948504,Length 300
152,Curve 152,0.6597535633416663,Length 300
153,Curve 153,0.8059563626383321,Length 300
154,Curve 154,0.6209072547163159,Length 300
155,Curve 155,0.5129182424044724,Length 300
156,Curve 156,0.803385587779385,Length 300
157,Curve 157,0.5797034745700653,Length 300
158,Curve 158,0.44269708828325266,Length 300
159,Curve 159,0.788321907795683,Length 300
160,Curve 160,0.7479942731825593,Length 300
161,Curve 161,0.42535708698009744,Length 300
162,Curve 162,0.7257417089544989,Length 300
163,Curve 163,0.5138955524471377,Length 300
164,Curve 164,0.6192755098584802,Length 300
165,Curve 165,0.4984074926199693,Length 300
166,Curve 166,0.6554898199620628,Length 300
167,Curve 167,0.4720645284460233,Length 300
168,Curve 168,0.6235917366988611,Length 300
169,Curve 169,0.7595983927288115,Length 300
170,Curve 170,0.4593690592055714,Length 300
171,Curve 171,0.4023494084801775,Length 300
172,Curve 172,0.5170012747921987,Length 300
173,Curve 173,0.5454521115670808,Length 300
174,Curve 174,0.5960389646451438,Length 300
175,Curve 175,0.6463043240981722,Length 300
176,Curve 176,0.5010899972346832,Length 300
177,Curve 177,0.6788478625167393,Length 300
178,Curve 178,0.7375918782257219,Length 300
179,Curve 179,0.45852134717945175,Length 300
180,Curve 180,0.7682887642474194,Length 300
181,Curve 181,0.5503125946389742,Length 300
182,Curve 182,0.784254538498359,Length 300
183,Curve 183,0.6528950389849033,Length 300
184,Curve 184,0.7042804361519458,Length 300
185,Curve 185,0.5661478047598993,Length 300
186,Curve 186,0.5875113315164775,Length 300
187,Curve 187,0.5738259572200077,Length 300
188,Curve 188,0.8366739025737095,Length 300
189,Curve 189,0.714342285131249,Length 300
190,Curve 190,0.3689246745815004,Length 300
191,Curve 191,0.4525186053572315,Length 300
192,Curve 192,0.5656320555178699,Length 300
193,Curve 193,0.6466723614221568,Length 300
194,Curve 194,0.5620246497260863,Length 300
195,Curve 195,0.6536947049849176,Length 300
196,Curve 196,0.6232046779224484,Length 300
197,Curve 197,0.7010358056596407,Length 300
198,Curve 198,0.694214807591227,Length 300
199,Curve 199,0.7087242955213086,Length 300
0,Curve 0,0.6045083360700684,Length 400
1,Curve 1,0.6861888412574157,Length 400
2,Curve 2,0.615606849976966,Length 400
3,Curve 3,0.5943283995694258,Length 400
4,Curve 4,0.6261158910976121,Length 400
5,Curve 5,0.6510448490950305,Length 400
6,Curve 6,0.7479471091575223,Length 400
7,Curve 7,0.4337115726226004,Length 400
8,Curve 8,0.549557941339544,Length 400
9,Curve 9,0.6596113247705409,Length 400
10,Curve 10,0.4667566109534131,Length 400
11,Curve 11,0.7777370931563171,Length 400
12,Curve 12,0.5821129472722312,Length 400
13,Curve 13,0.7170595172276734,Length 400
14,Curve 14,0.5462838279297453,Length 400
15,Curve 15,0.5155218841967394,Length 400
16,Curve 16,0.4727109428934034,Length 400
17,Curve 17,0.7352702920699489,Length 400
18,Curve 18,0.6516959743244786,Length 400
19,Curve 19,0.5652996067317589,Length 400
20,Curve 20,0.5382759024209173,Length 400
21,Curve 21,0.6068698177903185,Length 400
22,Curve 22,0.7118310047557123,Length 400
23,Curve 23,0.6163195107393415,Length 400
24,Curve 24,0.6675495929404162,Length 400
25,Curve 25,0.47023827883757663,Length 400
26,Curve 26,0.6743385267582694,Length 400
27,Curve 27,0.5621341313721575,Length 400
28,Curve 28,0.8118829784486472,Length 400
29,Curve 29,0.7061336547392283,Length 400
30,Curve 30,0.7555956868930452,Length 400
31,Curve 31,0.5731603805390617,Length 400
32,Curve 32,0.45424304079627886,Length 400
33,Curve 33,0.6427144548270788,Length 400
34,Curve 34,0.6152596725580218,Length 400
35,Curve 35,0.5990176883830866,Length 400
36,Curve 36,0.6332542069346532,Length 400
37,Curve 37,0.7191581450040008,Length 400
