,Correlation,Name,Length
1260,0.6919292628540631,Curve 30,Length 400
1262,0.5907681528675376,Curve 31,Length 400
1264,0.5957952491773016,Curve 32,Length 400
1266,0.6299432193298707,Curve 33,Length 400
1268,0.5890619319705428,Curve 34,Length 400
1270,0.4770532043065079,Curve 35,Length 400
1272,0.641711278433749,Curve 36,Length 400
1274,0.6670868060812987,Curve 37,Length 400
1276,0.521371510049711,Curve 38,Length 400
1278,0.427181755953226,Curve 39,Length 400
1280,0.5144791243298195,Curve 40,Length 400
1282,0.5703800784165888,Curve 41,Length 400
1284,0.6537008208389609,Curve 42,Length 400
1286,0.7060740659701308,Curve 43,Length 400
1288,0.6091891193936252,Curve 44,Length 400
1290,0.5075606631685333,Curve 45,Length 400
1292,0.6949650619382521,Curve 46,Length 400
1294,0.6020376124601435,Curve 47,Length 400
1296,0.6234986623284251,Curve 48,Length 400
1298,0.6258053322529118,Curve 49,Length 400
1300,0.579214562106139,Curve 50,Length 400
1302,0.4799027850421565,Curve 51,Length 400
1304,0.6344828394269697,Curve 52,Length 400
1306,0.517601002101218,Curve 53,Length 400
1308,0.523804364942978,Curve 54,Length 400
1310,0.5600860097869986,Curve 55,Length 400
1312,0.6604716428305393,Curve 56,Length 400
1314,0.6481867009197908,Curve 57,Length 400
1316,0.5774115175569389,Curve 58,Length 400
1318,0.7210527605669316,Curve 59,Length 400
1320,0.6627350719842905,Curve 60,Length 400
1322,0.6819120236615582,Curve 61,Length 400
1324,0.5167083530483334,Curve 62,Length 400
1326,0.7103807304683638,Curve 63,Length 400
1328,0.5047486258763337,Curve 64,Length 400
1330,0.4631559674801029,Curve 65,Length 400
1332,0.674832990925796,Curve 66,Length 400
1334,0.6152084949907619,Curve 67,Length 400
1336,0.5848612083157179,Curve 68,Length 400
1338,0.705949758486947,Curve 69,Length 400
1340,0.4940039511159073,Curve 70,Length 400
1342,0.4535143446321928,Curve 71,Length 400
1344,0.6079357023051803,Curve 72,Length 400
1346,0.531896213005324,Curve 73,Length 400
1348,0.6418926435645256,Curve 74,Length 400
1350,0.7162737863238893,Curve 75,Length 400
1352,0.7505031391168308,Curve 76,Length 400
1354,0.6380086400102706,Curve 77,Length 400
1356,0.6669606703739646,Curve 78,Length 400
1358,0.4977203782619659,Curve 79,Length 400
1360,0.6939186085222989,Curve 80,Length 400
1362,0.5895447683832217,Curve 81,Length 400
1364,0.6339019300671626,Curve 82,Length 400
1366,0.6255385767798318,Curve 83,Length 400
1368,0.481042571386121,Curve 84,Length 400
1370,0.6832588577790316,Curve 85,Length 400
1372,0.5643528826844685,Curve 86,Length 400
1374,0.6127372568385523,Curve 87,Length 400
1376,0.5508098639051273,Curve 88,Length 400
1378,0.7182422396199396,Curve 89,Length 400
1380,0.5096822878734856,Curve 90,Length 400
1382,0.392468796618083,Curve 91,Length 400
1384,0.5289241390622228,Curve 92,Length 400
1386,0.6813341642902516,Curve 93,Length 400
1388,0.6911277222369626,Curve 94,Length 400
1390,0.5188699867360305,Curve 95,Length 400
1392,0.7322174813787757,Curve 96,Length 400
1394,0.5971094294926432,Curve 97,Length 400
1396,0.6597645375142013,Curve 98,Length 400
1398,0.5150413076315286,Curve 99,Length 400
1400,0.5155935028612814,Curve 100,Length 400
1402,0.4405345729168008,Curve 101,Length 400
1404,0.7200331043726574,Curve 102,Length 400
1406,0.6574496121646493,Curve 103,Length 400
1408,0.68856251371337,Curve 104,Length 400
1410,0.5786027612156961,Curve 105,Length 400
1412,0.7022511589537526,Curve 106,Length 400
1414,0.6489943691139296,Curve 107,Length 400
1416,0.6603542218068348,Curve 108,Length 400
1418,0.6058979211310043,Curve 109,Length 400
1420,0.5041813317436341,Curve 110,Length 400
1422,0.6325578543666014,Curve 111,Length 400
1424,0.4799786899995235,Curve 112,Length 400
1426,0.5443144017401709,Curve 113,Length 400
1428,0.6888114207820812,Curve 114,Length 400
1430,0.7122779697930988,Curve 115,Length 400
1432,0.5630077029470438,Curve 116,Length 400
1434,0.6607561036773195,Curve 117,Length 400
1436,0.4903154938816657,Curve 118,Length 400
1438,0.615877402072728,Curve 119,Length 400
1440,0.5905002902081318,Curve 120,Length 400
1442,0.6132654808016096,Curve 121,Length 400
1444,0.7472618591379386,Curve 122,Length 400
1446,0.5374178016618748,Curve 123,Length 400
1448,0.6879206594187286,Curve 124,Length 400
1450,0.7274475343711736,Curve 125,Length 400
1452,0.366058552171892,Curve 126,Length 400
1454,0.6080143430821239,Curve 127,Length 400
1456,0.6146648330146498,Curve 128,Length 400
1458,0.5596590252742217,Curve 129,Length 400
1460,0.6232554433422594,Curve 130,Length 400
1462,0.5043126452598022,Curve 131,Length 400
1464,0.5987258324165574,Curve 132,Length 400
1466,0.6544901753721759,Curve 133,Length 400
1468,0.6313710515895122,Curve 134,Length 400
1470,0.4135269993937646,Curve 135,Length 400
1472,0.6312596766152166,Curve 136,Length 400
1474,0.6282801279995047,Curve 137,Length 400
1476,0.6723582380651387,Curve 138,Length 400
1478,0.6559792524944633,Curve 139,Length 400
1480,0.6155653148070895,Curve 140,Length 400
1482,0.696480478053939,Curve 141,Length 400
1484,0.7284640494652856,Curve 142,Length 400
1486,0.4290800585280304,Curve 143,Length 400
1488,0.5978328766776784,Curve 144,Length 400
1490,0.5533010757271946,Curve 145,Length 400
1492,0.4046861900389655,Curve 146,Length 400
1494,0.3911528853434954,Curve 147,Length 400
1496,0.5481714168422281,Curve 148,Length 400
1498,0.6081068700672435,Curve 149,Length 400
1500,0.5464228429971143,Curve 150,Length 400
1502,0.6196709514460434,Curve 151,Length 400
1504,0.6583491108641545,Curve 152,Length 400
1506,0.6503780235081782,Curve 153,Length 400
1508,0.7696680792719519,Curve 154,Length 400
1510,0.6811134712606833,Curve 155,Length 400
1512,0.5025583457869003,Curve 156,Length 400
1514,0.6764147594432364,Curve 157,Length 400
1516,0.6211037074772607,Curve 158,Length 400
1518,0.6142843818864981,Curve 159,Length 400
1520,0.6572563813582843,Curve 160,Length 400
1522,0.7065698832044197,Curve 161,Length 400
1524,0.5576145973836979,Curve 162,Length 400
1526,0.4679296472946016,Curve 163,Length 400
1528,0.4849117625331405,Curve 164,Length 400
1530,0.6728889660433253,Curve 165,Length 400
1532,0.5851356050544227,Curve 166,Length 400
1534,0.5749617012977158,Curve 167,Length 400
1536,0.6907411533493918,Curve 168,Length 400
1538,0.6100897109618421,Curve 169,Length 400
1540,0.6099199684698329,Curve 170,Length 400
1542,0.7026553705607012,Curve 171,Length 400
1544,0.4367616702074004,Curve 172,Length 400
1546,0.4725402682469428,Curve 173,Length 400
1548,0.6202307069052848,Curve 174,Length 400
1550,0.5861396951340088,Curve 175,Length 400
1552,0.6079678211072059,Curve 176,Length 400
1554,0.6511315120361347,Curve 177,Length 400
1556,0.4065722434257485,Curve 178,Length 400
1558,0.5980865017126087,Curve 179,Length 400
1560,0.5907779397244828,Curve 180,Length 400
1562,0.7405359419771725,Curve 181,Length 400
1564,0.6228511514835324,Curve 182,Length 400
1566,0.6105264738424558,Curve 183,Length 400
1568,0.6042362702578826,Curve 184,Length 400
1570,0.6309250803283928,Curve 185,Length 400
1572,0.6513673949580353,Curve 186,Length 400
1574,0.6980661541300127,Curve 187,Length 400
1576,0.8146369703672369,Curve 188,Length 400
1578,0.6483356358214595,Curve 189,Length 400
1580,0.512620929180341,Curve 190,Length 400
1582,0.74992225528455,Curve 191,Length 400
1584,0.4012539796362706,Curve 192,Length 400
1586,0.646494250900759,Curve 193,Length 400
1588,0.6574007508345766,Curve 194,Length 400
1590,0.6872355401563447,Curve 195,Length 400
1592,0.491520284931827,Curve 196,Length 400
1594,0.6906145310994657,Curve 197,Length 400
1596,0.6276542301870368,Curve 198,Length 400
1598,0.7856903531232898,Curve 199,Length 400
