,Name,Correlation with ROG,Correlation with pairwise distances,Correlation between ROG and pairwise distances,Length
34,Curve 34,-0.29054595593951743,-0.29667139753441235,0.8766930909570589,Length 100
35,Curve 35,-0.5090051374658795,-0.4809570125051194,0.8843620054219704,Length 100
36,Curve 36,-0.4891192932678065,-0.46607961150324295,0.8603508102569186,Length 100
37,Curve 37,-0.5216442160925472,-0.5651562298066592,0.8811031378006158,Length 100
38,Curve 38,-0.43542784326696204,-0.4481537150042134,0.9050823539586096,Length 100
39,Curve 39,-0.3203930127639477,-0.4571076504072344,0.6888596831993951,Length 100
40,Curve 40,-0.4002446133111738,-0.4258268039671764,0.9412341668868913,Length 100
41,Curve 41,-0.48344074105079915,-0.4687527718225726,0.8122938562552589,Length 100
42,Curve 42,-0.4056441540439519,-0.4232486028493266,0.8388265020842134,Length 100
43,Curve 43,-0.41255782869245644,-0.428672495865533,0.8034154550138327,Length 100
44,Curve 44,-0.4609027394272096,-0.47433845497032034,0.9022727058797267,Length 100
45,Curve 45,-0.35664564793161546,-0.3435321628547729,0.929797725872668,Length 100
46,Curve 46,-0.3733911480111623,-0.3944212085128601,0.6844835744982118,Length 100
47,Curve 47,-0.23902384431258605,-0.33224177822424067,0.6867874678342355,Length 100
48,Curve 48,-0.4423815017744813,-0.4802012025611038,0.8226300615137718,Length 100
49,Curve 49,-0.49346900631062607,-0.4954634842298522,0.8363074097499831,Length 100
50,Curve 50,-0.37265695750041683,-0.3820259993421628,0.9540330710182514,Length 100
51,Curve 51,-0.5200990945243212,-0.532965450253566,0.9331622154752214,Length 100
52,Curve 52,-0.46749323511934354,-0.43598618954695467,0.889943252520978,Length 100
53,Curve 53,-0.4783779214011531,-0.4179322403564409,0.9297088091403511,Length 100
54,Curve 54,-0.37252205260453064,-0.3865134719147849,0.76188908750614,Length 100
55,Curve 55,-0.2506665994754324,-0.3805593881209331,0.7660172408927267,Length 100
56,Curve 56,-0.4092643202054407,-0.43325979548889976,0.9326774347120425,Length 100
57,Curve 57,-0.36833561514916596,-0.5456658124433353,0.6624980965263919,Length 100
58,Curve 58,-0.48201377714940363,-0.5210198532855337,0.8828374485436037,Length 100
59,Curve 59,-0.4717346846133778,-0.45360741679723127,0.8492078465425058,Length 100
60,Curve 60,-0.5818748687840849,-0.5530922034681229,0.9445974586370327,Length 100
61,Curve 61,-0.4178652343688828,-0.4415890108698759,0.9623925746437112,Length 100
62,Curve 62,-0.5281606611349237,-0.529287650026096,0.8069292421861908,Length 100
63,Curve 63,-0.3342176581554518,-0.32222517232338266,0.9770119939057037,Length 100
64,Curve 64,-0.3982720353438871,-0.39443486696131247,0.7992187442766739,Length 100
65,Curve 65,-0.49007918466778133,-0.440397697383443,0.8543594769831638,Length 100
66,Curve 66,-0.5779314430509677,-0.5142921866031019,0.887852711984654,Length 100
67,Curve 67,-0.5581702842517461,-0.5513783376263581,0.8646343237766402,Length 100
68,Curve 68,-0.20002466939814603,-0.4301848399410895,0.6564400022340676,Length 100
69,Curve 69,-0.3644164903167556,-0.42913211132557794,0.8232057731383743,Length 100
70,Curve 70,-0.33584835994044565,-0.4033239348234936,0.8566418697466905,Length 100
71,Curve 71,-0.4364333966549335,-0.4815683945008895,0.9313092675370203,Length 100
72,Curve 72,-0.41557969402114775,-0.46238670741729543,0.8221790157564745,Length 100
73,Curve 73,-0.3429177102738536,-0.3797581868482434,0.8426447658315284,Length 100
74,Curve 74,-0.45812887748121206,-0.4251327218732678,0.9058962715993872,Length 100
75,Curve 75,-0.37314400296173544,-0.4072680899127302,0.9642699724171089,Length 100
76,Curve 76,-0.45072746663244084,-0.47621330001663653,0.856299589855459,Length 100
77,Curve 77,-0.4750751930392291,-0.45274859219676994,0.8741307632724529,Length 100
78,Curve 78,-0.5204771144445646,-0.46218488252569945,0.9478970909036087,Length 100
79,Curve 79,-0.35263125417906827,-0.4032963890280797,0.7395649368937901,Length 100
80,Curve 80,-0.4145645578262107,-0.49098716611709614,0.7624981539087944,Length 100
81,Curve 81,-0.43204714349622025,-0.4187104680058832,0.8156109534777488,Length 100
82,Curve 82,-0.35151874764802277,-0.4088685626435214,0.8193800038739368,Length 100
83,Curve 83,-0.5442004046445021,-0.5695198605986964,0.9558794925840096,Length 100
84,Curve 84,-0.42929487222765633,-0.4921346814993408,0.6537473347962766,Length 100
85,Curve 85,-0.3185502529330503,-0.3611391391673589,0.8206268465156524,Length 100
86,Curve 86,-0.3567335502897501,-0.30970562758368,0.7384135722198825,Length 100
87,Curve 87,-0.42129803194054144,-0.4165239994541674,0.917317705165884,Length 100
88,Curve 88,-0.02023337479504241,0.009022735155594092,0.9139512240468693,Length 100
89,Curve 89,-0.4808092287980605,-0.5233717621159873,0.7891103976508331,Length 100
90,Curve 90,-0.4052998454408014,-0.42905043233670725,0.9653644805034782,Length 100
91,Curve 91,-0.4470093591203949,-0.4653932244949434,0.83915275919574,Length 100
92,Curve 92,-0.4059242371774664,-0.43553757558262485,0.7061406753805927,Length 100
93,Curve 93,-0.4262724616293937,-0.39865587098718624,0.9210119023793826,Length 100
94,Curve 94,-0.38663715327987136,-0.4236355214720131,0.8121928136692305,Length 100
95,Curve 95,-0.4476539992269005,-0.4444959201763281,0.881359806674167,Length 100
96,Curve 96,-0.2908163547098505,-0.37758029734200904,0.736732596933823,Length 100
97,Curve 97,-0.4631489400933215,-0.4530787796981078,0.9096415832796009,Length 100
98,Curve 98,-0.44846558428845334,-0.4065387316963568,0.7515739792258344,Length 100
99,Curve 99,-0.44665881854605594,-0.44355946514342653,0.9179142651412024,Length 100
100,Curve 100,-0.5395487833647711,-0.529999282805753,0.9059611141205832,Length 100
101,Curve 101,-0.36920414039624483,-0.4087869172162109,0.7938539464308224,Length 100
102,Curve 102,-0.3231961170625413,-0.37486192610044383,0.8643720070822081,Length 100
103,Curve 103,-0.19169778878503207,-0.3023183134284685,0.5781297985686416,Length 100
104,Curve 104,-0.5520721912566905,-0.48579226373720225,0.8809974685597205,Length 100
105,Curve 105,-0.4247667659733352,-0.42281002352174174,0.8210728842381181,Length 100
106,Curve 106,-0.4307328322827056,-0.4351015383432751,0.8900774602685896,Length 100
107,Curve 107,-0.4552341150146482,-0.4755849962177997,0.7347100590368152,Length 100
108,Curve 108,-0.3802695837956982,-0.2669715298506449,0.6695808975486965,Length 100
109,Curve 109,-0.4359109675491444,-0.4197602600055415,0.8881789739886823,Length 100
110,Curve 110,-0.4993508695553195,-0.4688600624770235,0.8778332134105087,Length 100
111,Curve 111,-0.4823502150492854,-0.49327053456429226,0.9311797640782652,Length 100
112,Curve 112,-0.40082294999202983,-0.42181539240995847,0.9287448680464016,Length 100
113,Curve 113,-0.47638968532857373,-0.4518298046000917,0.9461369966765264,Length 100
114,Curve 114,-0.4179519262330026,-0.4996303791362528,0.7902880897463711,Length 100
115,Curve 115,-0.4446868281070923,-0.43290592404262546,0.8599667106578216,Length 100
116,Curve 116,-0.4476213549024372,-0.4663658637897608,0.9165710418918718,Length 100
117,Curve 117,-0.4542886360029924,-0.403684938940428,0.8397315758007228,Length 100
118,Curve 118,-0.40556142982967214,-0.4015849702637143,0.9206442474604313,Length 100
119,Curve 119,-0.43066767429968167,-0.42822906086131773,0.9615491750470384,Length 100
120,Curve 120,-0.34545977423191226,-0.376338307750538,0.6956660577799421,Length 100
121,Curve 121,-0.49408340031705017,-0.4901621281356877,0.7919425117981388,Length 100
122,Curve 122,-0.41772060649650344,-0.4094691595414781,0.8835665619208655,Length 100
123,Curve 123,-0.6363195064678752,-0.6013565783983775,0.9222201850084498,Length 100
124,Curve 124,-0.4127255978603158,-0.42922892301165966,0.9371523523546345,Length 100
125,Curve 125,-0.3100312403512906,-0.42963966031185497,0.7208491120035091,Length 100
126,Curve 126,-0.4775656181068917,-0.43029157179201943,0.7974745614072573,Length 100
127,Curve 127,-0.4557571538558941,-0.45982642571188004,0.8720131068216675,Length 100
128,Curve 128,-0.5046556854106294,-0.515644099316152,0.9030275145802429,Length 100
129,Curve 129,-0.37223177023906223,-0.3936947985348963,0.932052773731002,Length 100
130,Curve 130,-0.15301017641372305,-0.12552508702480789,0.6545643229666226,Length 100
131,Curve 131,-0.3484080618394372,-0.3601797724845877,0.9517322736654868,Length 100
132,Curve 132,-0.5075132801322499,-0.47818836039648893,0.8359652049667684,Length 100
133,Curve 133,-0.5942307434600064,-0.6145498132990426,0.8564911696211576,Length 100
134,Curve 134,-0.4703243712453669,-0.4598430803291018,0.938142693697024,Length 100
135,Curve 135,-0.44953648884382963,-0.494345587676472,0.7613486189136167,Length 100
136,Curve 136,-0.38443433054170384,-0.41575838614394117,0.8012613044990744,Length 100
137,Curve 137,-0.30498046025408365,-0.4651869836930492,0.48582271347618616,Length 100
138,Curve 138,-0.5130736073103002,-0.5341957662073676,0.896349831782683,Length 100
139,Curve 139,-0.45036770655071195,-0.4502583718461957,0.9329100974846677,Length 100
140,Curve 140,-0.3626852286600774,-0.35343848064127137,0.7924471656631293,Length 100
141,Curve 141,-0.4498436613155893,-0.4543335693446683,0.9369212172184826,Length 100
142,Curve 142,-0.49099688037150924,-0.4110803290825266,0.8916744623937173,Length 100
143,Curve 143,-0.34436906716380866,-0.4494656523665444,0.546486502304081,Length 100
144,Curve 144,-0.3939067668174396,-0.39121837195772174,0.9261578224858248,Length 100
145,Curve 145,-0.48596253700282693,-0.5188306104080813,0.888486487809045,Length 100
146,Curve 146,-0.4090787389144501,-0.4390871148931349,0.6939204462113068,Length 100
147,Curve 147,-0.40061656715461386,-0.4051625612835995,0.9193644957526504,Length 100
148,Curve 148,-0.5543388241914823,-0.5705432000195466,0.91370052686266,Length 100
149,Curve 149,-0.45700345827972305,-0.49758491227191937,0.9071472470932725,Length 100
150,Curve 150,-0.46383484765025185,-0.477498629821514,0.9512395440455786,Length 100
151,Curve 151,-0.5783266183757257,-0.5955158176055212,0.8723128484399144,Length 100
152,Curve 152,-0.26404026754708254,-0.3230866826241844,0.5803055946759296,Length 100
153,Curve 153,-0.4696548550824173,-0.4833194088364216,0.7799988746033014,Length 100
154,Curve 154,-0.6568236513892102,-0.6370724059049757,0.876683020996762,Length 100
155,Curve 155,-0.3104387883287982,-0.396186918042004,0.8420572717661219,Length 100
156,Curve 156,-0.3846904319114839,-0.41632526012537496,0.5617986487584226,Length 100
157,Curve 157,-0.42774616447962055,-0.4410191348529019,0.8665587582603023,Length 100
158,Curve 158,-0.5015151818690686,-0.526226954656834,0.8037192596992362,Length 100
159,Curve 159,-0.5655915050338108,-0.4172094121499014,0.8367358964964766,Length 100
160,Curve 160,-0.3749595678980451,-0.40410866821873576,0.8773786224466629,Length 100
161,Curve 161,-0.44325705163175044,-0.4528997519005482,0.8907590978020972,Length 100
162,Curve 162,-0.5517614911854927,-0.4872831144635685,0.8935429709167928,Length 100
163,Curve 163,-0.4740328868924209,-0.46259680752185844,0.9115542287935517,Length 100
164,Curve 164,-0.424027590996754,-0.40427799702318684,0.9219645679797399,Length 100
165,Curve 165,-0.4606436062685314,-0.43294192617056465,0.8052966486450849,Length 100
166,Curve 166,-0.44655204423597505,-0.4427064217479479,0.8917426886171246,Length 100
167,Curve 167,-0.5438504235323119,-0.5010456791146856,0.8963722862055753,Length 100
168,Curve 168,-0.49796744834777373,-0.45775468488868637,0.9245145579561047,Length 100
169,Curve 169,-0.43146199695640924,-0.419116368118537,0.905340701408572,Length 100
170,Curve 170,-0.5271937831264216,-0.5102844386919765,0.8775504419895249,Length 100
171,Curve 171,-0.29954832597631975,-0.2832261970519272,0.8061698171359257,Length 100
172,Curve 172,-0.41921366946417743,-0.4050362234654475,0.8529775441934261,Length 100
173,Curve 173,-0.42629589090762454,-0.43764648789537663,0.8838212320432347,Length 100
174,Curve 174,-0.4751862560975326,-0.4598324887530595,0.8541791768369869,Length 100
175,Curve 175,-0.4404895251866316,-0.44142179743579135,0.8050522958024329,Length 100
176,Curve 176,-0.4333838259099914,-0.4186736134362518,0.9618015121430247,Length 100
177,Curve 177,-0.4161824824233817,-0.43464199170864587,0.9486567474058972,Length 100
178,Curve 178,-0.5275271510400508,-0.4862976780216992,0.7807557516628905,Length 100
179,Curve 179,-0.5006269570441527,-0.49609682091446416,0.9458489436166995,Length 100
180,Curve 180,-0.5605459129112582,-0.4800022926761629,0.9042940210880994,Length 100
181,Curve 181,-0.3728727185039506,-0.4243298124584567,0.6274649137852081,Length 100
182,Curve 182,-0.5495482337161721,-0.4943810258099793,0.9215547052327273,Length 100
183,Curve 183,-0.48904676012389586,-0.5078368551543406,0.9133377416635793,Length 100
184,Curve 184,-0.4681956994757521,-0.5053176837848873,0.8438813909874066,Length 100
185,Curve 185,-0.3783698927562449,-0.38516698768525043,0.8489906673429769,Length 100
186,Curve 186,-0.3629881114118491,-0.43191700446426134,0.7666924091153959,Length 100
187,Curve 187,-0.5150180330455286,-0.5120909067406049,0.759198950033421,Length 100
188,Curve 188,-0.41818532043939144,-0.39716409807050884,0.8439495033903622,Length 100
189,Curve 189,-0.5583814069952671,-0.5835347765131584,0.8849300099603079,Length 100
190,Curve 190,-0.5173642972258394,-0.4738986495339629,0.9202224699341593,Length 100
191,Curve 191,-0.44436230712662494,-0.423317204147759,0.93684793741093,Length 100
192,Curve 192,-0.4066736976454683,-0.3950811515368819,0.9398654528492453,Length 100
193,Curve 193,-0.28602996383609613,-0.473553404633809,0.5897740130820581,Length 100
194,Curve 194,-0.40449002380947574,-0.4291594101813633,0.5501899827950821,Length 100
195,Curve 195,-0.36643145077470735,-0.45562780979331163,0.7736559230109474,Length 100
196,Curve 196,-0.48505598163953617,-0.4575598930300079,0.7558948762346444,Length 100
197,Curve 197,-0.47655076774351723,-0.5009985358372381,0.8110390668930185,Length 100
198,Curve 198,-0.4362743395183039,-0.46158109672348235,0.646373565827975,Length 100
199,Curve 199,-0.4341344793185248,-0.4269858785376451,0.9604511482689437,Length 100
0,Curve 0,-0.43069141138247763,-0.42045943666452273,0.8805281445590366,Length 200
1,Curve 1,-0.409538414576039,-0.39282177327928414,0.9260820243881968,Length 200
2,Curve 2,-0.5606619590851519,-0.5312741785621901,0.8093703136887741,Length 200
3,Curve 3,-0.5210018617161065,-0.4886475523685834,0.8922781672765312,Length 200
4,Curve 4,-0.38486940963032085,-0.37697370949385794,0.8777674938253232,Length 200
5,Curve 5,-0.4693644664568836,-0.3729741862702537,0.6555667407238968,Length 200
6,Curve 6,-0.5556416784806144,-0.5058822314009088,0.6956091305667541,Length 200
7,Curve 7,-0.450294874978295,-0.43762326835410353,0.7450918719462598,Length 200
8,Curve 8,-0.5715199430063054,-0.5851068324014379,0.8981616178916781,Length 200
9,Curve 9,-0.31033558763784347,-0.29913128007475487,0.7131481143080454,Length 200
10,Curve 10,-0.48221250793855674,-0.4740026370093716,0.7878860820936252,Length 200
11,Curve 11,-0.40750552573418636,-0.4353834030480798,0.5656580645898751,Length 200
12,Curve 12,-0.4184272881322743,-0.43018064842409587,0.8779961589754911,Length 200
13,Curve 13,-0.4086225609929364,-0.4148571918873022,0.7946738801341813,Length 200
14,Curve 14,-0.3579918673060226,-0.36401197214416736,0.9581587092045398,Length 200
15,Curve 15,-0.5874996531396787,-0.5854931747783891,0.885403183310233,Length 200
16,Curve 16,-0.44438799013324726,-0.4644289608920178,0.7908345062105651,Length 200
17,Curve 17,-0.5119041981411959,-0.48304638005919837,0.8569364390614854,Length 200
18,Curve 18,-0.4132689565822077,-0.45399852399977636,0.8978240291602714,Length 200
19,Curve 19,-0.44113722678803136,-0.492609391925469,0.9515725048273036,Length 200
20,Curve 20,-0.3234977444156005,-0.35942554884753,0.9664967977173353,Length 200
21,Curve 21,-0.475147021662827,-0.4501770095155214,0.7723301851759495,Length 200
22,Curve 22,-0.39502914040121945,-0.3774278895479681,0.9352073455178673,Length 200
23,Curve 23,-0.43347066709309234,-0.4791072327503065,0.938133914238271,Length 200
24,Curve 24,-0.43143204573256216,-0.43490715451983547,0.9463776520590969,Length 200
25,Curve 25,-0.4192629147542391,-0.40337840606072495,0.904685398610172,Length 200
26,Curve 26,-0.4529713389646425,-0.4534256514647023,0.9258105750085984,Length 200
27,Curve 27,-0.44092260998843175,-0.4431666134039049,0.89290063753986,Length 200
28,Curve 28,-0.48466813220231875,-0.5147848359571898,0.9683220949975572,Length 200
29,Curve 29,-0.45785883692152196,-0.4490927410353111,0.8630400043817351,Length 200
30,Curve 30,-0.39542193222686917,-0.42196603519287185,0.8949758225615574,Length 200
31,Curve 31,-0.42143971673304403,-0.4113402285961151,0.879463922093965,Length 200
32,Curve 32,-0.4873198876630999,-0.47104183129979005,0.7702211632312834,Length 200
33,Curve 33,-0.44648002391914476,-0.464974753210984,0.8985013881936216,Length 200
34,Curve 34,-0.41111106266397035,-0.38248068504329386,0.9453815675842995,Length 200
35,Curve 35,-0.173119234634586,-0.37931104213656314,0.42893374672068074,Length 200
36,Curve 36,-0.43334750836055375,-0.38568519135844964,0.48080754042445895,Length 200
37,Curve 37,-0.5080846355314902,-0.5151202893363404,0.6969670974335977,Length 200
38,Curve 38,-0.48794448453586714,-0.49488608472355,0.7075672022655234,Length 200
39,Curve 39,-0.5556872101368455,-0.5589384839379925,0.8807256021099374,Length 200
40,Curve 40,-0.5107147488664568,-0.5190196328258668,0.7724363043620245,Length 200
41,Curve 41,-0.5438159097623229,-0.5017810356095102,0.7681577569522876,Length 200
42,Curve 42,-0.40310775268402177,-0.3857884334484585,0.9178872873876079,Length 200
43,Curve 43,-0.47022969999769704,-0.433561283432853,0.8264973976213615,Length 200
44,Curve 44,-0.5083959035747341,-0.4454118934328333,0.7990823974307488,Length 200
45,Curve 45,-0.40455323402493,-0.41406176411099666,0.6082178279494689,Length 200
46,Curve 46,-0.4540367148871534,-0.43500995782860774,0.8727514394070862,Length 200
47,Curve 47,-0.44681648321833056,-0.4469520906504254,0.9420683138911243,Length 200
48,Curve 48,-0.3405994104658356,-0.434153735705148,0.6645149533674449,Length 200
49,Curve 49,-0.4459945666034478,-0.45085677998561224,0.8462921921651523,Length 200
50,Curve 50,-0.3772052883504874,-0.3846442630826993,0.9018334555726569,Length 200
51,Curve 51,-0.4608075965283681,-0.4460145472571276,0.9276471736569577,Length 200
52,Curve 52,-0.45291940323560176,-0.43857623330414386,0.6394284876693637,Length 200
53,Curve 53,-0.2912122629506127,-0.38841806876291457,0.7488837260726754,Length 200
54,Curve 54,-0.40575022046674164,-0.40011309524985583,0.9332338540700532,Length 200
55,Curve 55,-0.39096961296430177,-0.4010961490888826,0.7753177118298806,Length 200
56,Curve 56,-0.5900183961995975,-0.5932154845982278,0.9136083919214608,Length 200
57,Curve 57,-0.3823237431778748,-0.40715073668764235,0.7517643537514114,Length 200
58,Curve 58,-0.32673738686468246,-0.3932656468102687,0.5936960495624206,Length 200
59,Curve 59,-0.3533926204338824,-0.38082019309587095,0.8706334808326911,Length 200
60,Curve 60,-0.4721900903915886,-0.48313047904525425,0.9192327098698538,Length 200
61,Curve 61,-0.47896182694901135,-0.4519672112298599,0.7479431816144474,Length 200
62,Curve 62,-0.564689258677156,-0.5454118774062771,0.8245816860718025,Length 200
63,Curve 63,-0.5581367029954528,-0.5261022184819437,0.8750440959877908,Length 200
64,Curve 64,-0.34535066721150115,-0.3935557543401316,0.9161727377098634,Length 200
65,Curve 65,-0.4331757728823912,-0.4510435793312058,0.7012299149908711,Length 200
66,Curve 66,-0.5463788889734498,-0.5331230949509511,0.9058190922949317,Length 200
67,Curve 67,-0.35459216864553206,-0.3341303696148676,0.9161128506764795,Length 200
68,Curve 68,-0.2036160131539793,-0.2544669842855843,0.7530885832214549,Length 200
69,Curve 69,-0.4555805953140074,-0.488980140779019,0.7921697563782617,Length 200
70,Curve 70,-0.20322365416845953,-0.36366619006030837,0.5292672793466289,Length 200
71,Curve 71,-0.4308376898411643,-0.43052179278567376,0.7771920050865341,Length 200
72,Curve 72,-0.4337494455735986,-0.4743545278354987,0.7181901480973801,Length 200
73,Curve 73,-0.43514627067272976,-0.4124674402121595,0.8963817770320488,Length 200
74,Curve 74,-0.46340194572142235,-0.4588564907084466,0.6990042574148435,Length 200
75,Curve 75,-0.4601520709345238,-0.5009263121367755,0.8755610881324493,Length 200
76,Curve 76,-0.4820557839008608,-0.4661192881367541,0.7091077962492733,Length 200
77,Curve 77,-0.3236856958049603,-0.41252044642220376,0.43895518593886446,Length 200
78,Curve 78,-0.5231359453205534,-0.48757718869780053,0.9291167260973797,Length 200
79,Curve 79,-0.37783293572466076,-0.39640318241239686,0.9257736884568489,Length 200
80,Curve 80,-0.3332518014307495,-0.3562858669150505,0.9571404023377775,Length 200
81,Curve 81,-0.4488838071871465,-0.42273928393515586,0.9133868943584209,Length 200
82,Curve 82,-0.4220085887558112,-0.4663379972987648,0.7135311357025526,Length 200
83,Curve 83,-0.46724918466735654,-0.4634949201841606,0.9015973461900488,Length 200
84,Curve 84,-0.18790441716472497,-0.19117221473359447,0.7796174313766745,Length 200
85,Curve 85,-0.4150478776047931,-0.4343928000309379,0.8084350683252624,Length 200
86,Curve 86,-0.36864022567716886,-0.43197694686180627,0.6558889745661177,Length 200
87,Curve 87,-0.4809187296342581,-0.4825356391303514,0.768788575838369,Length 200
88,Curve 88,-0.4945302956947528,-0.5237025632991886,0.7685439496503765,Length 200
89,Curve 89,-0.3885261515065457,-0.41069615334701826,0.801296967230587,Length 200
90,Curve 90,-0.5569347536748094,-0.5265046921942463,0.7280981633643098,Length 200
91,Curve 91,-0.5022957363531831,-0.46225589980223436,0.9009985779164191,Length 200
92,Curve 92,-0.40635533879405217,-0.46855656178276267,0.7067539039964054,Length 200
93,Curve 93,-0.5461281130734905,-0.516620849553359,0.9119667108738305,Length 200
94,Curve 94,-0.449102408927497,-0.459546574451265,0.9008713760245535,Length 200
95,Curve 95,-0.4555208038002263,-0.4292108394152526,0.9550941546732153,Length 200
96,Curve 96,-0.3784985213583874,-0.3808240012605497,0.9603622502638866,Length 200
97,Curve 97,-0.33329381331091984,-0.34434732666778617,0.9432712152972902,Length 200
98,Curve 98,-0.36977614728907787,-0.37247616356742136,0.9626772383545948,Length 200
99,Curve 99,-0.44402393282853314,-0.4439016075057702,0.9275514162461787,Length 200
100,Curve 100,-0.48894846579739065,-0.44236070535953037,0.8449123133952443,Length 200
101,Curve 101,-0.49913686578706085,-0.4605153416880321,0.9014491741658619,Length 200
102,Curve 102,-0.43747865472229364,-0.4728221691457749,0.934414013937131,Length 200
103,Curve 103,-0.41387618111128943,-0.3933650317433136,0.8814537906870628,Length 200
104,Curve 104,-0.4454964255062657,-0.4322639268578252,0.7138226904245343,Length 200
105,Curve 105,-0.5186908949525737,-0.48478482055515143,0.9420636689607248,Length 200
106,Curve 106,-0.5128721658049585,-0.4569648695068436,0.906069216782536,Length 200
107,Curve 107,-0.4606736540230845,-0.5054294092036966,0.6902364587564017,Length 200
108,Curve 108,-0.4832697520404615,-0.44208799257847464,0.8091062894051843,Length 200
109,Curve 109,-0.4122542826430549,-0.40025030559373787,0.6777850011448907,Length 200
110,Curve 110,-0.4662820522377476,-0.4540765002731207,0.8612822373002782,Length 200
111,Curve 111,-0.42804437403239043,-0.4363894721978292,0.8644469112544884,Length 200
112,Curve 112,-0.4392543712481845,-0.47318590943456335,0.8274632871476355,Length 200
113,Curve 113,-0.5487117170517536,-0.5229791531563971,0.7832235070456363,Length 200
114,Curve 114,-0.3805460541520517,-0.4704741774389739,0.7508081339566417,Length 200
115,Curve 115,-0.4045427054110953,-0.4208736950817469,0.9565570720188449,Length 200
116,Curve 116,-0.37656054465061634,-0.4304086138855827,0.7074163213240185,Length 200
117,Curve 117,-0.55639892362848,-0.5203132184490291,0.8031186691985942,Length 200
118,Curve 118,-0.5061583362947638,-0.4901190163660791,0.7139973864730779,Length 200
119,Curve 119,-0.31619637320301236,-0.4156966323385136,0.5498791346169111,Length 200
120,Curve 120,-0.5311585141013264,-0.5447370069342994,0.8777429760218449,Length 200
121,Curve 121,-0.46407473995567244,-0.48325855261437634,0.8722196602017174,Length 200
122,Curve 122,-0.5274412296420923,-0.5122675949885491,0.9015495582071177,Length 200
123,Curve 123,-0.4685326856831262,-0.44072306981380727,0.9521086185948412,Length 200
124,Curve 124,-0.4391308701855774,-0.4184612903353361,0.9057047252309613,Length 200
125,Curve 125,-0.447320235171579,-0.38984492817400324,0.9389575573804346,Length 200
126,Curve 126,-0.3262320285053405,-0.3630681193428022,0.8618333767112936,Length 200
127,Curve 127,-0.44145344802830266,-0.3956755627389746,0.8649258602824874,Length 200
128,Curve 128,-0.5183223554950854,-0.49269927907968747,0.8178567808649888,Length 200
129,Curve 129,-0.35423666415164834,-0.36369652660371565,0.7530274873192466,Length 200
130,Curve 130,-0.4629272205059176,-0.45695187980436924,0.9600788537344881,Length 200
131,Curve 131,-0.479323581618389,-0.5066973476282899,0.781416226923894,Length 200
132,Curve 132,-0.41326499224201824,-0.4747603084108328,0.8559316228949423,Length 200
