,Correlation,Noise,Name,Length
175,0.6788487847744953,Smooth,Curve 35,Length 100
176,0.8331570034120688,GN with sigma 0.05,Curve 35,Length 100
177,0.5426533738416958,GN with sigma 0.1,Curve 35,Length 100
178,0.6191161283351867,GN with sigma 0.15,Curve 35,Length 100
179,0.4956290782716544,GN with sigma 0.2,Curve 35,Length 100
180,0.7720253751224803,Smooth,Curve 36,Length 100
181,0.8088925339678428,GN with sigma 0.05,Curve 36,Length 100
182,0.7615293955298111,GN with sigma 0.1,Curve 36,Length 100
183,0.6518794892791437,GN with sigma 0.15,Curve 36,Length 100
184,0.3770893763859251,GN with sigma 0.2,Curve 36,Length 100
185,0.4478534347238499,Smooth,Curve 37,Length 100
186,0.8064538341486225,GN with sigma 0.05,Curve 37,Length 100
187,0.6387410451014465,GN with sigma 0.1,Curve 37,Length 100
188,0.4328910204815651,GN with sigma 0.15,Curve 37,Length 100
189,0.2922277435992487,GN with sigma 0.2,Curve 37,Length 100
190,0.5276541982340076,Smooth,Curve 38,Length 100
191,0.6591115331931023,GN with sigma 0.05,Curve 38,Length 100
192,0.5611262753567895,GN with sigma 0.1,Curve 38,Length 100
193,0.4613941871758897,GN with sigma 0.15,Curve 38,Length 100
194,0.5615871793849286,GN with sigma 0.2,Curve 38,Length 100
195,0.4825768794866099,Smooth,Curve 39,Length 100
196,0.7272598336515179,GN with sigma 0.05,Curve 39,Length 100
197,0.5596182426592593,GN with sigma 0.1,Curve 39,Length 100
198,0.2935642165063621,GN with sigma 0.15,Curve 39,Length 100
199,0.3860633513955203,GN with sigma 0.2,Curve 39,Length 100
200,0.4466981937264359,Smooth,Curve 40,Length 100
201,0.8098857804873252,GN with sigma 0.05,Curve 40,Length 100
202,0.5840695027823654,GN with sigma 0.1,Curve 40,Length 100
203,0.31026413837394,GN with sigma 0.15,Curve 40,Length 100
204,0.2043996492867649,GN with sigma 0.2,Curve 40,Length 100
205,0.4866219816342757,Smooth,Curve 41,Length 100
206,0.6612413770545065,GN with sigma 0.05,Curve 41,Length 100
207,0.5267114764869804,GN with sigma 0.1,Curve 41,Length 100
208,0.716644620177626,GN with sigma 0.15,Curve 41,Length 100
209,0.4282439749125474,GN with sigma 0.2,Curve 41,Length 100
210,0.8269307988016061,Smooth,Curve 42,Length 100
211,0.8628312782935575,GN with sigma 0.05,Curve 42,Length 100
212,0.8089378603298598,GN with sigma 0.1,Curve 42,Length 100
213,0.5707495569059503,GN with sigma 0.15,Curve 42,Length 100
214,0.4693090441936803,GN with sigma 0.2,Curve 42,Length 100
215,0.3791925170233052,Smooth,Curve 43,Length 100
216,0.7467754460333794,GN with sigma 0.05,Curve 43,Length 100
217,0.5843867948814168,GN with sigma 0.1,Curve 43,Length 100
218,0.592475437432683,GN with sigma 0.15,Curve 43,Length 100
219,0.4433839824297052,GN with sigma 0.2,Curve 43,Length 100
220,0.7152439292057274,Smooth,Curve 44,Length 100
221,0.803238454501633,GN with sigma 0.05,Curve 44,Length 100
222,0.567876346295779,GN with sigma 0.1,Curve 44,Length 100
223,0.6317394302898083,GN with sigma 0.15,Curve 44,Length 100
224,0.461639943423291,GN with sigma 0.2,Curve 44,Length 100
225,0.3298390905223077,Smooth,Curve 45,Length 100
226,0.6680430823022152,GN with sigma 0.05,Curve 45,Length 100
227,0.3611669907724886,GN with sigma 0.1,Curve 45,Length 100
228,0.4188061149139881,GN with sigma 0.15,Curve 45,Length 100
229,0.1674875498412592,GN with sigma 0.2,Curve 45,Length 100
230,0.2419209694629364,Smooth,Curve 46,Length 100
231,0.5203750779926112,GN with sigma 0.05,Curve 46,Length 100
232,0.3920771194002128,GN with sigma 0.1,Curve 46,Length 100
233,0.327948102493206,GN with sigma 0.15,Curve 46,Length 100
234,0.3161814311896673,GN with sigma 0.2,Curve 46,Length 100
235,0.4647864145397768,Smooth,Curve 47,Length 100
236,0.8463974826510532,GN with sigma 0.05,Curve 47,Length 100
237,0.7086811913695724,GN with sigma 0.1,Curve 47,Length 100
238,0.5158323838381729,GN with sigma 0.15,Curve 47,Length 100
239,0.3937171596621472,GN with sigma 0.2,Curve 47,Length 100
240,0.3271027802655025,Smooth,Curve 48,Length 100
241,0.6182812032477605,GN with sigma 0.05,Curve 48,Length 100
242,0.4424920617665636,GN with sigma 0.1,Curve 48,Length 100
243,0.6044752959979829,GN with sigma 0.15,Curve 48,Length 100
244,0.5118954439056781,GN with sigma 0.2,Curve 48,Length 100
245,0.4915823004509358,Smooth,Curve 49,Length 100
246,0.437888211087124,GN with sigma 0.05,Curve 49,Length 100
247,0.5626025637915257,GN with sigma 0.1,Curve 49,Length 100
248,0.3831631021376094,GN with sigma 0.15,Curve 49,Length 100
249,0.5504452115791795,GN with sigma 0.2,Curve 49,Length 100
250,0.4253342996925323,Smooth,Curve 50,Length 100
251,0.800549501935937,GN with sigma 0.05,Curve 50,Length 100
252,0.6887523941567892,GN with sigma 0.1,Curve 50,Length 100
253,0.6175109365364072,GN with sigma 0.15,Curve 50,Length 100
254,0.4048647641708974,GN with sigma 0.2,Curve 50,Length 100
255,0.3783018553895741,Smooth,Curve 51,Length 100
256,0.7879615633007173,GN with sigma 0.05,Curve 51,Length 100
257,0.6444871714612531,GN with sigma 0.1,Curve 51,Length 100
258,0.4332470759504196,GN with sigma 0.15,Curve 51,Length 100
259,0.1268571490701054,GN with sigma 0.2,Curve 51,Length 100
260,0.0597834870505885,Smooth,Curve 52,Length 100
261,0.6200473560135487,GN with sigma 0.05,Curve 52,Length 100
262,0.6226316856248344,GN with sigma 0.1,Curve 52,Length 100
263,0.5637356821086538,GN with sigma 0.15,Curve 52,Length 100
264,0.1788307131131037,GN with sigma 0.2,Curve 52,Length 100
265,0.72412388718762,Smooth,Curve 53,Length 100
266,0.8285105397078066,GN with sigma 0.05,Curve 53,Length 100
267,0.8266040698568673,GN with sigma 0.1,Curve 53,Length 100
268,0.7943870234125398,GN with sigma 0.15,Curve 53,Length 100
269,0.8221874912150192,GN with sigma 0.2,Curve 53,Length 100
270,0.6089687479771325,Smooth,Curve 54,Length 100
271,0.7638041168277108,GN with sigma 0.05,Curve 54,Length 100
272,0.714107865439215,GN with sigma 0.1,Curve 54,Length 100
273,0.5817596895560507,GN with sigma 0.15,Curve 54,Length 100
274,0.3695503972700856,GN with sigma 0.2,Curve 54,Length 100
275,0.2595756138474756,Smooth,Curve 55,Length 100
276,0.6420978405795835,GN with sigma 0.05,Curve 55,Length 100
277,0.6260245398542086,GN with sigma 0.1,Curve 55,Length 100
278,0.5589072181716586,GN with sigma 0.15,Curve 55,Length 100
279,0.5667213903424541,GN with sigma 0.2,Curve 55,Length 100
280,0.1675767733472396,Smooth,Curve 56,Length 100
281,0.688869103782507,GN with sigma 0.05,Curve 56,Length 100
282,0.3588956020720482,GN with sigma 0.1,Curve 56,Length 100
283,0.6453635210148958,GN with sigma 0.15,Curve 56,Length 100
284,0.2682376371983156,GN with sigma 0.2,Curve 56,Length 100
285,0.3443198250239137,Smooth,Curve 57,Length 100
286,0.6014622465585128,GN with sigma 0.05,Curve 57,Length 100
287,0.6739586058384882,GN with sigma 0.1,Curve 57,Length 100
288,0.3583479321982082,GN with sigma 0.15,Curve 57,Length 100
289,0.3139567660469597,GN with sigma 0.2,Curve 57,Length 100
290,0.6961585866852712,Smooth,Curve 58,Length 100
291,0.9209429009993846,GN with sigma 0.05,Curve 58,Length 100
292,0.720386865535375,GN with sigma 0.1,Curve 58,Length 100
293,0.7296840363256295,GN with sigma 0.15,Curve 58,Length 100
294,0.6923676685291752,GN with sigma 0.2,Curve 58,Length 100
295,0.6276293047969468,Smooth,Curve 59,Length 100
296,0.8410208254369359,GN with sigma 0.05,Curve 59,Length 100
297,0.8343320513711493,GN with sigma 0.1,Curve 59,Length 100
298,0.805246402843597,GN with sigma 0.15,Curve 59,Length 100
299,0.7031652422284286,GN with sigma 0.2,Curve 59,Length 100
300,0.1809296717782608,Smooth,Curve 60,Length 100
301,0.836227110517493,GN with sigma 0.05,Curve 60,Length 100
302,0.6043943197534547,GN with sigma 0.1,Curve 60,Length 100
303,0.4674745647952452,GN with sigma 0.15,Curve 60,Length 100
304,0.462718319043978,GN with sigma 0.2,Curve 60,Length 100
305,0.4127623757942771,Smooth,Curve 61,Length 100
306,0.8972838252898322,GN with sigma 0.05,Curve 61,Length 100
307,0.5094710781475109,GN with sigma 0.1,Curve 61,Length 100
308,0.3422496660047524,GN with sigma 0.15,Curve 61,Length 100
309,0.4158079347617046,GN with sigma 0.2,Curve 61,Length 100
310,0.4685118008433469,Smooth,Curve 62,Length 100
311,0.9022526505951816,GN with sigma 0.05,Curve 62,Length 100
312,0.7933372148977716,GN with sigma 0.1,Curve 62,Length 100
313,0.6373709081818483,GN with sigma 0.15,Curve 62,Length 100
314,0.5730445660023182,GN with sigma 0.2,Curve 62,Length 100
315,0.5551119516878454,Smooth,Curve 63,Length 100
316,0.7541247771583228,GN with sigma 0.05,Curve 63,Length 100
317,0.5168538618740912,GN with sigma 0.1,Curve 63,Length 100
318,0.5755187382757768,GN with sigma 0.15,Curve 63,Length 100
319,0.5179627349591502,GN with sigma 0.2,Curve 63,Length 100
320,0.4841348330304553,Smooth,Curve 64,Length 100
321,0.6370786169249387,GN with sigma 0.05,Curve 64,Length 100
322,0.384236564544728,GN with sigma 0.1,Curve 64,Length 100
323,0.284240386801876,GN with sigma 0.15,Curve 64,Length 100
324,0.1752796564504415,GN with sigma 0.2,Curve 64,Length 100
325,0.7718061915258854,Smooth,Curve 65,Length 100
326,0.8105801846037798,GN with sigma 0.05,Curve 65,Length 100
327,0.7172943654032089,GN with sigma 0.1,Curve 65,Length 100
328,0.7308785194496649,GN with sigma 0.15,Curve 65,Length 100
329,0.7716846215739815,GN with sigma 0.2,Curve 65,Length 100
330,0.6757714854597043,Smooth,Curve 66,Length 100
331,0.963886492580874,GN with sigma 0.05,Curve 66,Length 100
332,0.7451699652600979,GN with sigma 0.1,Curve 66,Length 100
333,0.5118801808694897,GN with sigma 0.15,Curve 66,Length 100
334,0.5009910468297579,GN with sigma 0.2,Curve 66,Length 100
335,0.6273422459057458,Smooth,Curve 67,Length 100
336,0.7618092774530552,GN with sigma 0.05,Curve 67,Length 100
337,0.8353619502054319,GN with sigma 0.1,Curve 67,Length 100
338,0.6086114497400648,GN with sigma 0.15,Curve 67,Length 100
339,0.4908878875744727,GN with sigma 0.2,Curve 67,Length 100
340,0.292394073142275,Smooth,Curve 68,Length 100
341,0.3633045976945634,GN with sigma 0.05,Curve 68,Length 100
342,0.619695419787462,GN with sigma 0.1,Curve 68,Length 100
343,0.4096642728530389,GN with sigma 0.15,Curve 68,Length 100
344,0.6286900167811875,GN with sigma 0.2,Curve 68,Length 100
345,0.2912846902431684,Smooth,Curve 69,Length 100
346,0.8620968556160193,GN with sigma 0.05,Curve 69,Length 100
347,0.6425902075179232,GN with sigma 0.1,Curve 69,Length 100
348,0.5764521319885538,GN with sigma 0.15,Curve 69,Length 100
349,0.4359456006134948,GN with sigma 0.2,Curve 69,Length 100
350,0.751546411204862,Smooth,Curve 70,Length 100
351,0.8422691305203608,GN with sigma 0.05,Curve 70,Length 100
352,0.7276451521277637,GN with sigma 0.1,Curve 70,Length 100
353,0.7272028366763419,GN with sigma 0.15,Curve 70,Length 100
354,0.6193082625162032,GN with sigma 0.2,Curve 70,Length 100
355,0.5291694768817377,Smooth,Curve 71,Length 100
356,0.7741582251470297,GN with sigma 0.05,Curve 71,Length 100
357,0.6974037279577071,GN with sigma 0.1,Curve 71,Length 100
358,0.6874336406971706,GN with sigma 0.15,Curve 71,Length 100
359,0.6824979190255478,GN with sigma 0.2,Curve 71,Length 100
360,0.1819822970573468,Smooth,Curve 72,Length 100
361,0.5707918978890304,GN with sigma 0.05,Curve 72,Length 100
362,0.4084738582836575,GN with sigma 0.1,Curve 72,Length 100
363,0.1680457432077139,GN with sigma 0.15,Curve 72,Length 100
364,0.2953279645765935,GN with sigma 0.2,Curve 72,Length 100
365,0.6006387404650387,Smooth,Curve 73,Length 100
366,0.7823162095040983,GN with sigma 0.05,Curve 73,Length 100
367,0.6749254328983415,GN with sigma 0.1,Curve 73,Length 100
368,0.6594676913877262,GN with sigma 0.15,Curve 73,Length 100
369,0.6559933365189174,GN with sigma 0.2,Curve 73,Length 100
370,0.5981636500999692,Smooth,Curve 74,Length 100
371,0.7765970688538708,GN with sigma 0.05,Curve 74,Length 100
372,0.5707491010069513,GN with sigma 0.1,Curve 74,Length 100
373,0.5437664007497813,GN with sigma 0.15,Curve 74,Length 100
374,0.7240867369889563,GN with sigma 0.2,Curve 74,Length 100
375,0.5640378672554106,Smooth,Curve 75,Length 100
376,0.726526687223816,GN with sigma 0.05,Curve 75,Length 100
377,0.597637170469177,GN with sigma 0.1,Curve 75,Length 100
378,0.5611600064361725,GN with sigma 0.15,Curve 75,Length 100
379,0.5321819451705507,GN with sigma 0.2,Curve 75,Length 100
380,0.660289051243242,Smooth,Curve 76,Length 100
381,0.7854483163884101,GN with sigma 0.05,Curve 76,Length 100
382,0.6591464905478909,GN with sigma 0.1,Curve 76,Length 100
383,0.5191303101857799,GN with sigma 0.15,Curve 76,Length 100
384,0.622747059208252,GN with sigma 0.2,Curve 76,Length 100
385,0.499982997881827,Smooth,Curve 77,Length 100
386,0.74898938383811,GN with sigma 0.05,Curve 77,Length 100
387,0.6357499839263899,GN with sigma 0.1,Curve 77,Length 100
388,0.4985038117125538,GN with sigma 0.15,Curve 77,Length 100
389,0.5037956813341908,GN with sigma 0.2,Curve 77,Length 100
390,0.8552691212243595,Smooth,Curve 78,Length 100
391,0.8469452210054743,GN with sigma 0.05,Curve 78,Length 100
392,0.6981860674058502,GN with sigma 0.1,Curve 78,Length 100
393,0.6844479095678964,GN with sigma 0.15,Curve 78,Length 100
394,0.8486877068770897,GN with sigma 0.2,Curve 78,Length 100
395,0.4566719916954347,Smooth,Curve 79,Length 100
396,0.5910530999444257,GN with sigma 0.05,Curve 79,Length 100
397,0.5332683349622274,GN with sigma 0.1,Curve 79,Length 100
398,0.2562214635067962,GN with sigma 0.15,Curve 79,Length 100
399,0.4470499131934237,GN with sigma 0.2,Curve 79,Length 100
400,0.7481179393535671,Smooth,Curve 80,Length 100
401,0.8831834405231531,GN with sigma 0.05,Curve 80,Length 100
402,0.821379424845237,GN with sigma 0.1,Curve 80,Length 100
403,0.7742017362671185,GN with sigma 0.15,Curve 80,Length 100
404,0.683846202004177,GN with sigma 0.2,Curve 80,Length 100
405,0.7053621068431141,Smooth,Curve 81,Length 100
406,0.7720853170282843,GN with sigma 0.05,Curve 81,Length 100
407,0.6027824019658443,GN with sigma 0.1,Curve 81,Length 100
408,0.3747125247671884,GN with sigma 0.15,Curve 81,Length 100
409,0.62999371274278,GN with sigma 0.2,Curve 81,Length 100
410,0.4563567974532442,Smooth,Curve 82,Length 100
411,0.8831636465185597,GN with sigma 0.05,Curve 82,Length 100
412,0.7305246636685127,GN with sigma 0.1,Curve 82,Length 100
413,0.6063666396509666,GN with sigma 0.15,Curve 82,Length 100
414,0.5080063155241986,GN with sigma 0.2,Curve 82,Length 100
415,0.226828144185285,Smooth,Curve 83,Length 100
416,0.8262710410184669,GN with sigma 0.05,Curve 83,Length 100
417,0.6544029769042494,GN with sigma 0.1,Curve 83,Length 100
418,0.5633434514794591,GN with sigma 0.15,Curve 83,Length 100
419,0.4968029783535448,GN with sigma 0.2,Curve 83,Length 100
420,0.3699587838587561,Smooth,Curve 84,Length 100
421,0.541494696043039,GN with sigma 0.05,Curve 84,Length 100
422,0.5785497507943348,GN with sigma 0.1,Curve 84,Length 100
423,0.113340457388273,GN with sigma 0.15,Curve 84,Length 100
424,0.3726029340673056,GN with sigma 0.2,Curve 84,Length 100
425,0.707122989557432,Smooth,Curve 85,Length 100
426,0.8836905474501829,GN with sigma 0.05,Curve 85,Length 100
427,0.7733322614177562,GN with sigma 0.1,Curve 85,Length 100
428,0.6787422550511293,GN with sigma 0.15,Curve 85,Length 100
429,0.6265862629340965,GN with sigma 0.2,Curve 85,Length 100
430,0.5303119431570096,Smooth,Curve 86,Length 100
431,0.8274919541957058,GN with sigma 0.05,Curve 86,Length 100
432,0.5938780464062818,GN with sigma 0.1,Curve 86,Length 100
433,0.4722217565389291,GN with sigma 0.15,Curve 86,Length 100
434,0.3015297770439543,GN with sigma 0.2,Curve 86,Length 100
435,0.5624285501357397,Smooth,Curve 87,Length 100
436,0.903644118855604,GN with sigma 0.05,Curve 87,Length 100
437,0.7393990735778845,GN with sigma 0.1,Curve 87,Length 100
438,0.5519539424246256,GN with sigma 0.15,Curve 87,Length 100
439,0.5427725204195848,GN with sigma 0.2,Curve 87,Length 100
440,0.6041900804513245,Smooth,Curve 88,Length 100
