,Noise,AMI score,Name,Length
1013,0.15,0.5550764765170689,Curve 2,Length 200
1014,0.2,0.5970006375717665,Curve 2,Length 200
1015,smooth,0.498097111440107,Curve 3,Length 200
1016,0.05,0.8160713740523513,Curve 3,Length 200
1017,0.1,0.6439974604348309,Curve 3,Length 200
1018,0.15,0.6541433532671095,Curve 3,Length 200
1019,0.2,0.5506075752926815,Curve 3,Length 200
1020,smooth,0.5462491426711049,Curve 4,Length 200
1021,0.05,0.6227098179489837,Curve 4,Length 200
1022,0.1,0.6799675336837027,Curve 4,Length 200
1023,0.15,0.5299176194789504,Curve 4,Length 200
1024,0.2,0.5594335039311189,Curve 4,Length 200
1025,smooth,0.557756973023245,Curve 5,Length 200
1026,0.05,0.5273453386490243,Curve 5,Length 200
1027,0.1,0.4987575778536102,Curve 5,Length 200
1028,0.15,0.4363151632970125,Curve 5,Length 200
1029,0.2,0.2692869773625655,Curve 5,Length 200
1030,smooth,0.2687652635021039,Curve 6,Length 200
1031,0.05,0.3303887323953853,Curve 6,Length 200
1032,0.1,0.4421270671945685,Curve 6,Length 200
1033,0.15,0.2931781295445025,Curve 6,Length 200
1034,0.2,0.228695202198279,Curve 6,Length 200
1035,smooth,0.4148103388452256,Curve 7,Length 200
1036,0.05,0.638514862437218,Curve 7,Length 200
1037,0.1,0.6552755054176304,Curve 7,Length 200
1038,0.15,0.4941307700014581,Curve 7,Length 200
1039,0.2,0.5447860845741882,Curve 7,Length 200
1040,smooth,0.5183792749265205,Curve 8,Length 200
1041,0.05,0.8393701538105516,Curve 8,Length 200
1042,0.1,0.7279049161261002,Curve 8,Length 200
1043,0.15,0.5046508729182568,Curve 8,Length 200
1044,0.2,0.5937476553380614,Curve 8,Length 200
1045,smooth,0.3709619781253476,Curve 9,Length 200
1046,0.05,0.8155054982333392,Curve 9,Length 200
1047,0.1,0.4303914663305846,Curve 9,Length 200
1048,0.15,0.4802313882316396,Curve 9,Length 200
1049,0.2,0.5221438159550262,Curve 9,Length 200
1050,smooth,0.4554939844348464,Curve 10,Length 200
1051,0.05,0.6647569322448134,Curve 10,Length 200
1052,0.1,0.5516780184823813,Curve 10,Length 200
1053,0.15,0.5758695774382082,Curve 10,Length 200
1054,0.2,0.4857586869826161,Curve 10,Length 200
1055,smooth,0.5681283513109371,Curve 11,Length 200
1056,0.05,0.6103276569806423,Curve 11,Length 200
1057,0.1,0.6675142651865155,Curve 11,Length 200
1058,0.15,0.505089794812871,Curve 11,Length 200
1059,0.2,0.5186249253308758,Curve 11,Length 200
1060,smooth,0.679216562256517,Curve 12,Length 200
1061,0.05,0.6947237083379687,Curve 12,Length 200
1062,0.1,0.4042839479173313,Curve 12,Length 200
1063,0.15,0.6004039738961598,Curve 12,Length 200
1064,0.2,0.5812534873203221,Curve 12,Length 200
1065,smooth,0.5545603493818881,Curve 13,Length 200
1066,0.05,0.7290827288679049,Curve 13,Length 200
1067,0.1,0.5375861715659114,Curve 13,Length 200
1068,0.15,0.4577106503716593,Curve 13,Length 200
1069,0.2,0.4660121399832748,Curve 13,Length 200
1070,smooth,0.5943234594673056,Curve 14,Length 200
1071,0.05,0.7882459539435324,Curve 14,Length 200
1072,0.1,0.7121039679792038,Curve 14,Length 200
1073,0.15,0.6713491950041829,Curve 14,Length 200
1074,0.2,0.6467402330888011,Curve 14,Length 200
1075,smooth,0.5707784892586837,Curve 15,Length 200
1076,0.05,0.751160921573957,Curve 15,Length 200
1077,0.1,0.592666593809453,Curve 15,Length 200
1078,0.15,0.5611207158962548,Curve 15,Length 200
1079,0.2,0.638438868336486,Curve 15,Length 200
1080,smooth,0.3865845183241065,Curve 16,Length 200
1081,0.05,0.5702345734637873,Curve 16,Length 200
1082,0.1,0.4201814960557099,Curve 16,Length 200
1083,0.15,0.339063756970635,Curve 16,Length 200
1084,0.2,0.2781102141231538,Curve 16,Length 200
1085,smooth,0.6227945112067168,Curve 17,Length 200
1086,0.05,0.8053297727120089,Curve 17,Length 200
1087,0.1,0.6654566766857599,Curve 17,Length 200
1088,0.15,0.6085338027591,Curve 17,Length 200
1089,0.2,0.6870340064449287,Curve 17,Length 200
1090,smooth,0.4840350556526535,Curve 18,Length 200
1091,0.05,0.7536560345788301,Curve 18,Length 200
1092,0.1,0.6702632676285436,Curve 18,Length 200
1093,0.15,0.6671652177517882,Curve 18,Length 200
1094,0.2,0.5583951168701616,Curve 18,Length 200
1095,smooth,0.5621971978393335,Curve 19,Length 200
1096,0.05,0.7632823783269682,Curve 19,Length 200
1097,0.1,0.6049912459529626,Curve 19,Length 200
1098,0.15,0.6352629904200456,Curve 19,Length 200
1099,0.2,0.5723933467070943,Curve 19,Length 200
1100,smooth,0.4667908849138086,Curve 20,Length 200
1101,0.05,0.6491959557636429,Curve 20,Length 200
1102,0.1,0.6617341235526026,Curve 20,Length 200
1103,0.15,0.5168939826996017,Curve 20,Length 200
1104,0.2,0.4902218686807076,Curve 20,Length 200
1105,smooth,0.504639196707468,Curve 21,Length 200
1106,0.05,0.6626100514911911,Curve 21,Length 200
1107,0.1,0.5878129801818797,Curve 21,Length 200
1108,0.15,0.5739915234074486,Curve 21,Length 200
1109,0.2,0.5022525133978027,Curve 21,Length 200
1110,smooth,0.6224199271175577,Curve 22,Length 200
1111,0.05,0.7252451059772546,Curve 22,Length 200
1112,0.1,0.7257722270507295,Curve 22,Length 200
1113,0.15,0.6638813977281016,Curve 22,Length 200
1114,0.2,0.6022036304876062,Curve 22,Length 200
1115,smooth,0.6423190432080517,Curve 23,Length 200
1116,0.05,0.7596391698472721,Curve 23,Length 200
1117,0.1,0.7587280903273308,Curve 23,Length 200
1118,0.15,0.5738646804753774,Curve 23,Length 200
1119,0.2,0.638529068588242,Curve 23,Length 200
1120,smooth,0.4522405672877389,Curve 24,Length 200
1121,0.05,0.6812988211878092,Curve 24,Length 200
1122,0.1,0.7920075428770903,Curve 24,Length 200
1123,0.15,0.6642227737750332,Curve 24,Length 200
1124,0.2,0.5175653106760246,Curve 24,Length 200
1125,smooth,0.5779179436029158,Curve 25,Length 200
1126,0.05,0.8137865843782535,Curve 25,Length 200
1127,0.1,0.7613910692526193,Curve 25,Length 200
1128,0.15,0.6867442846856431,Curve 25,Length 200
1129,0.2,0.617873520741877,Curve 25,Length 200
1130,smooth,0.4866859762127457,Curve 26,Length 200
1131,0.05,0.768678657324728,Curve 26,Length 200
1132,0.1,0.7244784660941356,Curve 26,Length 200
1133,0.15,0.5445399747805487,Curve 26,Length 200
1134,0.2,0.6430673228845186,Curve 26,Length 200
1135,smooth,0.5268243271005886,Curve 27,Length 200
1136,0.05,0.6888570501053132,Curve 27,Length 200
1137,0.1,0.6571367625378358,Curve 27,Length 200
1138,0.15,0.6184242925571993,Curve 27,Length 200
1139,0.2,0.5682286390263596,Curve 27,Length 200
1140,smooth,0.7530161062578623,Curve 28,Length 200
1141,0.05,0.7817897021033647,Curve 28,Length 200
1142,0.1,0.7407963164743687,Curve 28,Length 200
1143,0.15,0.6398305185169215,Curve 28,Length 200
1144,0.2,0.6594732089718285,Curve 28,Length 200
1145,smooth,0.4686964428225071,Curve 29,Length 200
1146,0.05,0.5783467574736597,Curve 29,Length 200
1147,0.1,0.642585823537739,Curve 29,Length 200
1148,0.15,0.6142656366305893,Curve 29,Length 200
1149,0.2,0.6046825920471397,Curve 29,Length 200
1150,smooth,0.5386949946034132,Curve 30,Length 200
1151,0.05,0.6638490700945534,Curve 30,Length 200
1152,0.1,0.6234482906133233,Curve 30,Length 200
1153,0.15,0.5969223482728515,Curve 30,Length 200
1154,0.2,0.6291772324790275,Curve 30,Length 200
1155,smooth,0.5618115824148407,Curve 31,Length 200
1156,0.05,0.6815222311930618,Curve 31,Length 200
1157,0.1,0.6281684500034074,Curve 31,Length 200
1158,0.15,0.551185584204554,Curve 31,Length 200
1159,0.2,0.5506526653334125,Curve 31,Length 200
1160,smooth,0.5109451716265736,Curve 32,Length 200
1161,0.05,0.6480383663776033,Curve 32,Length 200
1162,0.1,0.5512481651417876,Curve 32,Length 200
1163,0.15,0.4810485537800468,Curve 32,Length 200
1164,0.2,0.5176305867175296,Curve 32,Length 200
1165,smooth,0.5674118182095133,Curve 33,Length 200
1166,0.05,0.755567495851214,Curve 33,Length 200
1167,0.1,0.7293638777378322,Curve 33,Length 200
1168,0.15,0.5600499854605229,Curve 33,Length 200
1169,0.2,0.6438348155024723,Curve 33,Length 200
1170,smooth,0.4991159071853264,Curve 34,Length 200
1171,0.05,0.7520853290997992,Curve 34,Length 200
1172,0.1,0.6422627861165296,Curve 34,Length 200
1173,0.15,0.7305428408246248,Curve 34,Length 200
1174,0.2,0.5010173186416353,Curve 34,Length 200
1175,smooth,0.3068082764543863,Curve 35,Length 200
1176,0.05,0.4023240912612126,Curve 35,Length 200
1177,0.1,0.4300677833552669,Curve 35,Length 200
1178,0.15,0.3983664643943739,Curve 35,Length 200
1179,0.2,0.4050206726885386,Curve 35,Length 200
1180,smooth,0.4219940053608966,Curve 36,Length 200
1181,0.05,0.3997635496773127,Curve 36,Length 200
1182,0.1,0.4953510993707605,Curve 36,Length 200
1183,0.15,0.3919183430314678,Curve 36,Length 200
1184,0.2,0.4121909276531838,Curve 36,Length 200
1185,smooth,0.4430774125533297,Curve 37,Length 200
1186,0.05,0.5698826587478845,Curve 37,Length 200
1187,0.1,0.6120931274685449,Curve 37,Length 200
1188,0.15,0.4899229389480748,Curve 37,Length 200
1189,0.2,0.4567472406757494,Curve 37,Length 200
1190,smooth,0.5856658618468286,Curve 38,Length 200
1191,0.05,0.6903304015166088,Curve 38,Length 200
1192,0.1,0.6492938892899885,Curve 38,Length 200
1193,0.15,0.5027110682520871,Curve 38,Length 200
1194,0.2,0.4900941653706055,Curve 38,Length 200
1195,smooth,0.571353232454564,Curve 39,Length 200
1196,0.05,0.6819872120158551,Curve 39,Length 200
1197,0.1,0.698716693090816,Curve 39,Length 200
1198,0.15,0.6240946812158265,Curve 39,Length 200
1199,0.2,0.558564681433393,Curve 39,Length 200
1200,smooth,0.2619394515376356,Curve 40,Length 200
1201,0.05,0.514812908146501,Curve 40,Length 200
1202,0.1,0.555563528461961,Curve 40,Length 200
1203,0.15,0.4868602273929763,Curve 40,Length 200
1204,0.2,0.3893334667059831,Curve 40,Length 200
1205,smooth,0.4994257785870028,Curve 41,Length 200
1206,0.05,0.6589209535528756,Curve 41,Length 200
1207,0.1,0.5180039470887849,Curve 41,Length 200
1208,0.15,0.5386721913966566,Curve 41,Length 200
1209,0.2,0.4298262285588379,Curve 41,Length 200
1210,smooth,0.5669174518097279,Curve 42,Length 200
1211,0.05,0.7636943733905026,Curve 42,Length 200
1212,0.1,0.7296222334621907,Curve 42,Length 200
1213,0.15,0.7592685732221716,Curve 42,Length 200
1214,0.2,0.604477155283519,Curve 42,Length 200
1215,smooth,0.6168942947103345,Curve 43,Length 200
1216,0.05,0.8070573369483517,Curve 43,Length 200
1217,0.1,0.7049387353667963,Curve 43,Length 200
1218,0.15,0.5691168062818911,Curve 43,Length 200
1219,0.2,0.5280368863108802,Curve 43,Length 200
1220,smooth,0.596933916424828,Curve 44,Length 200
1221,0.05,0.7750122303446971,Curve 44,Length 200
1222,0.1,0.6877513138963086,Curve 44,Length 200
1223,0.15,0.5939252393959534,Curve 44,Length 200
1224,0.2,0.523581186428664,Curve 44,Length 200
1225,smooth,0.4465382416432456,Curve 45,Length 200
1226,0.05,0.7065579336352293,Curve 45,Length 200
1227,0.1,0.5532755172868992,Curve 45,Length 200
1228,0.15,0.4878361727921224,Curve 45,Length 200
1229,0.2,0.519783571057499,Curve 45,Length 200
1230,smooth,0.6319490019427823,Curve 46,Length 200
1231,0.05,0.7368083872514951,Curve 46,Length 200
1232,0.1,0.714832917183781,Curve 46,Length 200
1233,0.15,0.5655636500049954,Curve 46,Length 200
1234,0.2,0.6513844315489576,Curve 46,Length 200
1235,smooth,0.5388504236009692,Curve 47,Length 200
1236,0.05,0.8151522758657104,Curve 47,Length 200
1237,0.1,0.7151475149286874,Curve 47,Length 200
1238,0.15,0.6676669670653894,Curve 47,Length 200
1239,0.2,0.6030598563034626,Curve 47,Length 200
1240,smooth,0.597128530318598,Curve 48,Length 200
1241,0.05,0.6457252505754725,Curve 48,Length 200
1242,0.1,0.5729041814326986,Curve 48,Length 200
1243,0.15,0.5601214907574489,Curve 48,Length 200
1244,0.2,0.5236637632965813,Curve 48,Length 200
1245,smooth,0.4563512838610604,Curve 49,Length 200
1246,0.05,0.6989259619049218,Curve 49,Length 200
1247,0.1,0.5132165234921566,Curve 49,Length 200
1248,0.15,0.5059275657998015,Curve 49,Length 200
1249,0.2,0.4724397815500697,Curve 49,Length 200
1250,smooth,0.5026494095652174,Curve 50,Length 200
1251,0.05,0.7485918228842132,Curve 50,Length 200
1252,0.1,0.545113363877329,Curve 50,Length 200
1253,0.15,0.6339040443680343,Curve 50,Length 200
1254,0.2,0.552676188475412,Curve 50,Length 200
1255,smooth,0.6323137370112694,Curve 51,Length 200
1256,0.05,0.8271745435319635,Curve 51,Length 200
1257,0.1,0.5966040607083667,Curve 51,Length 200
1258,0.15,0.7354661977357372,Curve 51,Length 200
1259,0.2,0.6085740350733079,Curve 51,Length 200
1260,smooth,0.4734001916779967,Curve 52,Length 200
1261,0.05,0.6223812689818655,Curve 52,Length 200
1262,0.1,0.5362466258205679,Curve 52,Length 200
1263,0.15,0.455069133494648,Curve 52,Length 200
1264,0.2,0.4647353628365586,Curve 52,Length 200
1265,smooth,0.4639321439853419,Curve 53,Length 200
1266,0.05,0.50771945090213,Curve 53,Length 200
1267,0.1,0.5415844852560663,Curve 53,Length 200
1268,0.15,0.4282526392250074,Curve 53,Length 200
1269,0.2,0.3353595642089437,Curve 53,Length 200
1270,smooth,0.6549477130556185,Curve 54,Length 200
1271,0.05,0.7797780831331589,Curve 54,Length 200
1272,0.1,0.6771753064382262,Curve 54,Length 200
1273,0.15,0.6260165998889398,Curve 54,Length 200
1274,0.2,0.5458166219678802,Curve 54,Length 200
1275,smooth,0.4501701829263507,Curve 55,Length 200
1276,0.05,0.7191002140083069,Curve 55,Length 200
1277,0.1,0.6234522839891531,Curve 55,Length 200
1278,0.15,0.533614359909148,Curve 55,Length 200
1279,0.2,0.5313352081465009,Curve 55,Length 200
1280,smooth,0.5600615162453907,Curve 56,Length 200
1281,0.05,0.6558300541675035,Curve 56,Length 200
1282,0.1,0.5996511500975925,Curve 56,Length 200
1283,0.15,0.5033887340160602,Curve 56,Length 200
1284,0.2,0.5514110708632242,Curve 56,Length 200
1285,smooth,0.4509918670269818,Curve 57,Length 200
1286,0.05,0.6251336027824731,Curve 57,Length 200
1287,0.1,0.4844943265293499,Curve 57,Length 200
1288,0.15,0.4844805105123309,Curve 57,Length 200
1289,0.2,0.4354240690146362,Curve 57,Length 200
1290,smooth,0.3884952619333706,Curve 58,Length 200
1291,0.05,0.5258141683332203,Curve 58,Length 200
1292,0.1,0.4681306742466695,Curve 58,Length 200
1293,0.15,0.5003184878009431,Curve 58,Length 200
1294,0.2,0.4398812061214996,Curve 58,Length 200
1295,smooth,0.5708130901305267,Curve 59,Length 200
1296,0.05,0.6612062645412902,Curve 59,Length 200
1297,0.1,0.5696069214179625,Curve 59,Length 200
1298,0.15,0.5567961104260888,Curve 59,Length 200
1299,0.2,0.4644155268208242,Curve 59,Length 200
1300,smooth,0.572614641642877,Curve 60,Length 200
1301,0.05,0.6375526905794291,Curve 60,Length 200
1302,0.1,0.5407836769568306,Curve 60,Length 200
1303,0.15,0.5332975977314063,Curve 60,Length 200
1304,0.2,0.485728995958752,Curve 60,Length 200
1305,smooth,0.4986864988678284,Curve 61,Length 200
1306,0.05,0.6799377785595089,Curve 61,Length 200
1307,0.1,0.5881843179924037,Curve 61,Length 200
1308,0.15,0.4951474274157367,Curve 61,Length 200
1309,0.2,0.5295829195851082,Curve 61,Length 200
1310,smooth,0.6072838459587385,Curve 62,Length 200
1311,0.05,0.8813032947064249,Curve 62,Length 200
1312,0.1,0.6890724383202925,Curve 62,Length 200
1313,0.15,0.6327517570848878,Curve 62,Length 200
1314,0.2,0.6223026919895288,Curve 62,Length 200
1315,smooth,0.6095168331649072,Curve 63,Length 200
1316,0.05,0.7192227705790888,Curve 63,Length 200
1317,0.1,0.6752709003068219,Curve 63,Length 200
1318,0.15,0.5071756147290449,Curve 63,Length 200
1319,0.2,0.5566256284793217,Curve 63,Length 200
1320,smooth,0.4714260654051005,Curve 64,Length 200
1321,0.05,0.6245274893453251,Curve 64,Length 200
1322,0.1,0.592173435389277,Curve 64,Length 200
1323,0.15,0.4822573282524066,Curve 64,Length 200
1324,0.2,0.3975324245269996,Curve 64,Length 200
1325,smooth,0.381268616033115,Curve 65,Length 200
1326,0.05,0.6944493696892006,Curve 65,Length 200
1327,0.1,0.4942920810457722,Curve 65,Length 200
1328,0.15,0.5241856175670544,Curve 65,Length 200
1329,0.2,0.4430101679612894,Curve 65,Length 200
1330,smooth,0.5827194039582593,Curve 66,Length 200
1331,0.05,0.7275475019609352,Curve 66,Length 200
1332,0.1,0.6324522750009073,Curve 66,Length 200
1333,0.15,0.6123184143037004,Curve 66,Length 200
1334,0.2,0.5484704541826473,Curve 66,Length 200
1335,smooth,0.507204152478617,Curve 67,Length 200
1336,0.05,0.7853959697889272,Curve 67,Length 200
1337,0.1,0.6684294125870991,Curve 67,Length 200
1338,0.15,0.6357641153373851,Curve 67,Length 200
1339,0.2,0.6137102999788485,Curve 67,Length 200
1340,smooth,0.341644382148257,Curve 68,Length 200
1341,0.05,0.4447556307889438,Curve 68,Length 200
1342,0.1,0.5294808656326835,Curve 68,Length 200
1343,0.15,0.3970718634066895,Curve 68,Length 200
1344,0.2,0.4157724187395888,Curve 68,Length 200
1345,smooth,0.5222705350591507,Curve 69,Length 200
1346,0.05,0.6120087094996358,Curve 69,Length 200
1347,0.1,0.5177306319138816,Curve 69,Length 200
1348,0.15,0.5609270060087135,Curve 69,Length 200
1349,0.2,0.5527168273659965,Curve 69,Length 200
1350,smooth,0.2286819523637895,Curve 70,Length 200
1351,0.05,0.415618022367663,Curve 70,Length 200
1352,0.1,0.3820378763395883,Curve 70,Length 200
1353,0.15,0.3760550166641339,Curve 70,Length 200
1354,0.2,0.3455530770323937,Curve 70,Length 200
1355,smooth,0.5793533290476973,Curve 71,Length 200
1356,0.05,0.7073382104137722,Curve 71,Length 200
1357,0.1,0.6437873354368505,Curve 71,Length 200
1358,0.15,0.5740400869968293,Curve 71,Length 200
1359,0.2,0.5274125222790716,Curve 71,Length 200
1360,smooth,0.5053337313671779,Curve 72,Length 200
1361,0.05,0.6220399172372889,Curve 72,Length 200
1362,0.1,0.6385011513494925,Curve 72,Length 200
1363,0.15,0.4981345801912572,Curve 72,Length 200
1364,0.2,0.4124230484384604,Curve 72,Length 200
1365,smooth,0.544537135753204,Curve 73,Length 200
1366,0.05,0.6930283028625759,Curve 73,Length 200
1367,0.1,0.6121356006569705,Curve 73,Length 200
1368,0.15,0.5783801313764714,Curve 73,Length 200
1369,0.2,0.6215086339243872,Curve 73,Length 200
1370,smooth,0.4404924391496574,Curve 74,Length 200
1371,0.05,0.6491108800881747,Curve 74,Length 200
1372,0.1,0.4891028700748827,Curve 74,Length 200
1373,0.15,0.5785815802093948,Curve 74,Length 200
1374,0.2,0.3932061188655735,Curve 74,Length 200
1375,smooth,0.5648213878857843,Curve 75,Length 200
1376,0.05,0.7234118071991755,Curve 75,Length 200
1377,0.1,0.6939513297261898,Curve 75,Length 200
1378,0.15,0.6109459622184762,Curve 75,Length 200
1379,0.2,0.6126200273861006,Curve 75,Length 200
1380,smooth,0.6128618117263402,Curve 76,Length 200
1381,0.05,0.6470896830518127,Curve 76,Length 200
1382,0.1,0.5834582231830986,Curve 76,Length 200
1383,0.15,0.5909672432429717,Curve 76,Length 200
1384,0.2,0.5213135916452167,Curve 76,Length 200
1385,smooth,0.3663482211805832,Curve 77,Length 200
1386,0.05,0.5857636534676911,Curve 77,Length 200
1387,0.1,0.4628833445636868,Curve 77,Length 200
1388,0.15,0.3224308574389424,Curve 77,Length 200
1389,0.2,0.3237101088323743,Curve 77,Length 200
1390,smooth,0.7170263906943187,Curve 78,Length 200
1391,0.05,0.6918458158751005,Curve 78,Length 200
1392,0.1,0.7177844074582667,Curve 78,Length 200
1393,0.15,0.6442651237829322,Curve 78,Length 200
1394,0.2,0.5846530902431853,Curve 78,Length 200
1395,smooth,0.5283341025789842,Curve 79,Length 200
1396,0.05,0.6032514745106066,Curve 79,Length 200
1397,0.1,0.6000857567641275,Curve 79,Length 200
1398,0.15,0.5701430350875321,Curve 79,Length 200
1399,0.2,0.5202729397510294,Curve 79,Length 200
1400,smooth,0.4271146019166749,Curve 80,Length 200
1401,0.05,0.7269443423282117,Curve 80,Length 200
1402,0.1,0.5471545770192863,Curve 80,Length 200
1403,0.15,0.5283806183033688,Curve 80,Length 200
1404,0.2,0.4526694525987292,Curve 80,Length 200
1405,smooth,0.619420431063768,Curve 81,Length 200
1406,0.05,0.7767584762452056,Curve 81,Length 200
1407,0.1,0.7158460634720045,Curve 81,Length 200
1408,0.15,0.5708289056070963,Curve 81,Length 200
1409,0.2,0.5549969591782185,Curve 81,Length 200
1410,smooth,0.4357559659306725,Curve 82,Length 200
1411,0.05,0.6447113281821171,Curve 82,Length 200
1412,0.1,0.5832258294803372,Curve 82,Length 200
1413,0.15,0.5180294829386026,Curve 82,Length 200
1414,0.2,0.4158245139245282,Curve 82,Length 200
1415,smooth,0.4788245445334399,Curve 83,Length 200
1416,0.05,0.6972926011801739,Curve 83,Length 200
1417,0.1,0.6259568200022154,Curve 83,Length 200
1418,0.15,0.5525038787668389,Curve 83,Length 200
1419,0.2,0.6289835728387212,Curve 83,Length 200
1420,smooth,0.4380146942591077,Curve 84,Length 200
1421,0.05,0.6033444128152928,Curve 84,Length 200
1422,0.1,0.562595705596386,Curve 84,Length 200
1423,0.15,0.4043278696967068,Curve 84,Length 200
1424,0.2,0.4594089190546029,Curve 84,Length 200
1425,smooth,0.4633823435064684,Curve 85,Length 200
1426,0.05,0.6447028120315924,Curve 85,Length 200
1427,0.1,0.5698668374757062,Curve 85,Length 200
1428,0.15,0.5515018847585017,Curve 85,Length 200
1429,0.2,0.5088594562070767,Curve 85,Length 200
1430,smooth,0.2885855000250207,Curve 86,Length 200
1431,0.05,0.4497224318010265,Curve 86,Length 200
1432,0.1,0.4295994979865862,Curve 86,Length 200
1433,0.15,0.3331205723828652,Curve 86,Length 200
1434,0.2,0.3141943891469632,Curve 86,Length 200
1435,smooth,0.4826483446100626,Curve 87,Length 200
1436,0.05,0.6647122598722112,Curve 87,Length 200
1437,0.1,0.6070553100001241,Curve 87,Length 200
1438,0.15,0.5801735690615439,Curve 87,Length 200
1439,0.2,0.5403092418525423,Curve 87,Length 200
1440,smooth,0.4401285943721573,Curve 88,Length 200
1441,0.05,0.6150863552586204,Curve 88,Length 200
1442,0.1,0.61457076379764,Curve 88,Length 200
1443,0.15,0.5091434847318037,Curve 88,Length 200
1444,0.2,0.4674506331538898,Curve 88,Length 200
1445,smooth,0.440364204184699,Curve 89,Length 200
1446,0.05,0.6332502417533709,Curve 89,Length 200
1447,0.1,0.5964139754589366,Curve 89,Length 200
1448,0.15,0.4679461634062817,Curve 89,Length 200
1449,0.2,0.5265379457920238,Curve 89,Length 200
1450,smooth,0.507839934847468,Curve 90,Length 200
1451,0.05,0.620308813659552,Curve 90,Length 200
1452,0.1,0.5893905212917241,Curve 90,Length 200
1453,0.15,0.5908228111484279,Curve 90,Length 200
1454,0.2,0.5344272157421242,Curve 90,Length 200
1455,smooth,0.6555345235745992,Curve 91,Length 200
1456,0.05,0.8043593288438332,Curve 91,Length 200
1457,0.1,0.6424495561761022,Curve 91,Length 200
1458,0.15,0.5740997487730953,Curve 91,Length 200
1459,0.2,0.5382370001409822,Curve 91,Length 200
1460,smooth,0.5457392130237391,Curve 92,Length 200
1461,0.05,0.7059803172800545,Curve 92,Length 200
1462,0.1,0.7079389485007559,Curve 92,Length 200
1463,0.15,0.4867420835250279,Curve 92,Length 200
1464,0.2,0.5773109293952722,Curve 92,Length 200
1465,smooth,0.425212800453614,Curve 93,Length 200
1466,0.05,0.7102262235721514,Curve 93,Length 200
1467,0.1,0.549057894227564,Curve 93,Length 200
1468,0.15,0.5960267457771701,Curve 93,Length 200
1469,0.2,0.5672597153848615,Curve 93,Length 200
1470,smooth,0.6545050254618495,Curve 94,Length 200
1471,0.05,0.7112900957986843,Curve 94,Length 200
1472,0.1,0.5495833601875348,Curve 94,Length 200
1473,0.15,0.6537007087342926,Curve 94,Length 200
1474,0.2,0.638311111093425,Curve 94,Length 200
1475,smooth,0.5974440228170781,Curve 95,Length 200
1476,0.05,0.8140332538580711,Curve 95,Length 200
1477,0.1,0.7644504326798398,Curve 95,Length 200
1478,0.15,0.7572400215941811,Curve 95,Length 200
1479,0.2,0.6702345219588933,Curve 95,Length 200
1480,smooth,0.7034707342240347,Curve 96,Length 200
1481,0.05,0.7845357847657981,Curve 96,Length 200
1482,0.1,0.7771519264806918,Curve 96,Length 200
1483,0.15,0.7238186958882599,Curve 96,Length 200
1484,0.2,0.6517293645582541,Curve 96,Length 200
1485,smooth,0.4534365586992975,Curve 97,Length 200
1486,0.05,0.7587565468176836,Curve 97,Length 200
1487,0.1,0.6419975906598687,Curve 97,Length 200
1488,0.15,0.557124930665308,Curve 97,Length 200
1489,0.2,0.5987692041612901,Curve 97,Length 200
1490,smooth,0.5184849450445418,Curve 98,Length 200
1491,0.05,0.7229071186448519,Curve 98,Length 200
1492,0.1,0.6916598614470274,Curve 98,Length 200
1493,0.15,0.6318977022209368,Curve 98,Length 200
1494,0.2,0.5811692816159816,Curve 98,Length 200
1495,smooth,0.4746620524694107,Curve 99,Length 200
1496,0.05,0.7009155933333794,Curve 99,Length 200
1497,0.1,0.6616401953247802,Curve 99,Length 200
1498,0.15,0.584559004791763,Curve 99,Length 200
1499,0.2,0.5764338140998699,Curve 99,Length 200
1500,smooth,0.6345800789140316,Curve 100,Length 200
1501,0.05,0.8096702854925651,Curve 100,Length 200
1502,0.1,0.7367372809083763,Curve 100,Length 200
1503,0.15,0.6075899707993694,Curve 100,Length 200
1504,0.2,0.6765027608492122,Curve 100,Length 200
1505,smooth,0.6052920546732493,Curve 101,Length 200
1506,0.05,0.7096226349433276,Curve 101,Length 200
1507,0.1,0.6161598630649291,Curve 101,Length 200
1508,0.15,0.622649356496122,Curve 101,Length 200
1509,0.2,0.5599100809356238,Curve 101,Length 200
1510,smooth,0.5559265668490293,Curve 102,Length 200
1511,0.05,0.6389701890132296,Curve 102,Length 200
1512,0.1,0.646546080740691,Curve 102,Length 200
1513,0.15,0.6022507138764427,Curve 102,Length 200
1514,0.2,0.4665049009198185,Curve 102,Length 200
1515,smooth,0.5786035435357352,Curve 103,Length 200
1516,0.05,0.7033678183591562,Curve 103,Length 200
1517,0.1,0.610374576122134,Curve 103,Length 200
1518,0.15,0.5454937318480227,Curve 103,Length 200
1519,0.2,0.5488630574087944,Curve 103,Length 200
1520,smooth,0.2995902783236641,Curve 104,Length 200
1521,0.05,0.4863055635530373,Curve 104,Length 200
1522,0.1,0.526971923433927,Curve 104,Length 200
1523,0.15,0.5083180947944349,Curve 104,Length 200
1524,0.2,0.3751951236258415,Curve 104,Length 200
1525,smooth,0.6155312818313277,Curve 105,Length 200
1526,0.05,0.7932586728470585,Curve 105,Length 200
1527,0.1,0.6921796959251938,Curve 105,Length 200
1528,0.15,0.6819227293572572,Curve 105,Length 200
1529,0.2,0.595584907363291,Curve 105,Length 200
1530,smooth,0.6377752421959203,Curve 106,Length 200
1531,0.05,0.8154597132608846,Curve 106,Length 200
1532,0.1,0.727211306207663,Curve 106,Length 200
