,Noise,AMI score,Name,Length
1990,smooth,0.5440538944135078,Curve 198,Length 200
1991,0.05,0.674352711670998,Curve 198,Length 200
1992,0.1,0.6084058981864827,Curve 198,Length 200
1993,0.15,0.4853971800733064,Curve 198,Length 200
1994,0.2,0.5148238074351645,Curve 198,Length 200
1995,smooth,0.5907053012217255,Curve 199,Length 200
1996,0.05,0.7021527272234456,Curve 199,Length 200
1997,0.1,0.6638592153143325,Curve 199,Length 200
1998,0.15,0.6183971325017458,Curve 199,Length 200
1999,0.2,0.6116098000255166,Curve 199,Length 200
2000,smooth,0.7449845306021383,Curve 0,Length 300
2001,0.05,0.6669775241572253,Curve 0,Length 300
2002,0.1,0.7212602115287666,Curve 0,Length 300
2003,0.15,0.6234592133015847,Curve 0,Length 300
2004,0.2,0.6075695614024358,Curve 0,Length 300
2005,smooth,0.5818620243884423,Curve 1,Length 300
2006,0.05,0.6500648149084692,Curve 1,Length 300
2007,0.1,0.6837324992253248,Curve 1,Length 300
2008,0.15,0.5176174956227951,Curve 1,Length 300
2009,0.2,0.5097258130835846,Curve 1,Length 300
2010,smooth,0.3995060223318097,Curve 2,Length 300
2011,0.05,0.6273909087194672,Curve 2,Length 300
2012,0.1,0.4760741782533166,Curve 2,Length 300
2013,0.15,0.4562957763100712,Curve 2,Length 300
2014,0.2,0.4655938735564669,Curve 2,Length 300
2015,smooth,0.583505960461192,Curve 3,Length 300
2016,0.05,0.6890649795305239,Curve 3,Length 300
2017,0.1,0.6275388933882841,Curve 3,Length 300
2018,0.15,0.5914163021948966,Curve 3,Length 300
2019,0.2,0.5394386736912893,Curve 3,Length 300
2020,smooth,0.5404074816621719,Curve 4,Length 300
2021,0.05,0.6746914505677043,Curve 4,Length 300
2022,0.1,0.6941197138296155,Curve 4,Length 300
2023,0.15,0.6224370888785864,Curve 4,Length 300
2024,0.2,0.4985560670881913,Curve 4,Length 300
2025,smooth,0.4441495419177106,Curve 5,Length 300
2026,0.05,0.6265470630077185,Curve 5,Length 300
2027,0.1,0.686022385035767,Curve 5,Length 300
2028,0.15,0.6909861126598388,Curve 5,Length 300
2029,0.2,0.5652421272299243,Curve 5,Length 300
2030,smooth,0.5622451745182389,Curve 6,Length 300
2031,0.05,0.7254432572216811,Curve 6,Length 300
2032,0.1,0.6124879510036405,Curve 6,Length 300
2033,0.15,0.6573327026760752,Curve 6,Length 300
2034,0.2,0.5857053727942215,Curve 6,Length 300
2035,smooth,0.6029757613772221,Curve 7,Length 300
2036,0.05,0.7858521301687367,Curve 7,Length 300
2037,0.1,0.6957790197912127,Curve 7,Length 300
2038,0.15,0.6687751584830806,Curve 7,Length 300
2039,0.2,0.6485563912326077,Curve 7,Length 300
2040,smooth,0.612641023884082,Curve 8,Length 300
2041,0.05,0.6303408114607741,Curve 8,Length 300
2042,0.1,0.5679835276426788,Curve 8,Length 300
2043,0.15,0.6079867392874853,Curve 8,Length 300
2044,0.2,0.5803880495631755,Curve 8,Length 300
2045,smooth,0.5847194838056768,Curve 9,Length 300
2046,0.05,0.8127352864623272,Curve 9,Length 300
2047,0.1,0.6713260969458612,Curve 9,Length 300
2048,0.15,0.6074761340288386,Curve 9,Length 300
2049,0.2,0.5787222069818998,Curve 9,Length 300
2050,smooth,0.6506657509843947,Curve 10,Length 300
2051,0.05,0.8194541371369147,Curve 10,Length 300
2052,0.1,0.6109513428147875,Curve 10,Length 300
2053,0.15,0.5831784657774772,Curve 10,Length 300
2054,0.2,0.6647899962419975,Curve 10,Length 300
2055,smooth,0.3637731762139647,Curve 11,Length 300
2056,0.05,0.689819281618362,Curve 11,Length 300
2057,0.1,0.5258807559897704,Curve 11,Length 300
2058,0.15,0.5016555816386822,Curve 11,Length 300
2059,0.2,0.4315785985590106,Curve 11,Length 300
2060,smooth,0.4213507036642634,Curve 12,Length 300
2061,0.05,0.4881458604419333,Curve 12,Length 300
2062,0.1,0.5496823054212664,Curve 12,Length 300
2063,0.15,0.5322281507133617,Curve 12,Length 300
2064,0.2,0.4763860536659892,Curve 12,Length 300
2065,smooth,0.5223099654105874,Curve 13,Length 300
2066,0.05,0.6537346117686171,Curve 13,Length 300
2067,0.1,0.5893663471617631,Curve 13,Length 300
2068,0.15,0.5733175382395845,Curve 13,Length 300
2069,0.2,0.5534075969673145,Curve 13,Length 300
2070,smooth,0.710214533629229,Curve 14,Length 300
2071,0.05,0.879666901955777,Curve 14,Length 300
2072,0.1,0.8409728146529797,Curve 14,Length 300
2073,0.15,0.7487195429399877,Curve 14,Length 300
2074,0.2,0.7418802045792031,Curve 14,Length 300
2075,smooth,0.3732953401793463,Curve 15,Length 300
2076,0.05,0.4621695355870128,Curve 15,Length 300
2077,0.1,0.5061312811126418,Curve 15,Length 300
2078,0.15,0.4733290602740952,Curve 15,Length 300
2079,0.2,0.4195028728654359,Curve 15,Length 300
2080,smooth,0.5367976028134495,Curve 16,Length 300
2081,0.05,0.7271597751761399,Curve 16,Length 300
2082,0.1,0.6632370901988093,Curve 16,Length 300
2083,0.15,0.6461174754741982,Curve 16,Length 300
2084,0.2,0.572420995545215,Curve 16,Length 300
2085,smooth,0.6044704286337345,Curve 17,Length 300
2086,0.05,0.6742792420154143,Curve 17,Length 300
2087,0.1,0.5800560728104315,Curve 17,Length 300
2088,0.15,0.5611866287377937,Curve 17,Length 300
2089,0.2,0.5808450991725916,Curve 17,Length 300
2090,smooth,0.5813179404685314,Curve 18,Length 300
2091,0.05,0.5744651540708727,Curve 18,Length 300
2092,0.1,0.6060596121260636,Curve 18,Length 300
2093,0.15,0.6331541488169418,Curve 18,Length 300
2094,0.2,0.5171429443444847,Curve 18,Length 300
2095,smooth,0.6372707483088805,Curve 19,Length 300
2096,0.05,0.8427121468607034,Curve 19,Length 300
2097,0.1,0.6941111108362965,Curve 19,Length 300
2098,0.15,0.6563522235714103,Curve 19,Length 300
2099,0.2,0.6210018787914725,Curve 19,Length 300
2100,smooth,0.5251087002157292,Curve 20,Length 300
2101,0.05,0.7724060611057627,Curve 20,Length 300
2102,0.1,0.6852252974279897,Curve 20,Length 300
2103,0.15,0.6068524151632307,Curve 20,Length 300
2104,0.2,0.6132110593077813,Curve 20,Length 300
2105,smooth,0.5512258453806805,Curve 21,Length 300
2106,0.05,0.794462082668272,Curve 21,Length 300
2107,0.1,0.7799269688694044,Curve 21,Length 300
2108,0.15,0.6594703679544702,Curve 21,Length 300
2109,0.2,0.6402682286027528,Curve 21,Length 300
2110,smooth,0.6131778223746439,Curve 22,Length 300
2111,0.05,0.7854637589404884,Curve 22,Length 300
2112,0.1,0.7049361572017316,Curve 22,Length 300
2113,0.15,0.6375940456799957,Curve 22,Length 300
2114,0.2,0.6339630664728562,Curve 22,Length 300
2115,smooth,0.6668510654754614,Curve 23,Length 300
2116,0.05,0.8031765485516509,Curve 23,Length 300
2117,0.1,0.7448460703853572,Curve 23,Length 300
2118,0.15,0.6793388212473944,Curve 23,Length 300
2119,0.2,0.6756509005695432,Curve 23,Length 300
2120,smooth,0.4325156173920835,Curve 24,Length 300
2121,0.05,0.4820056752980031,Curve 24,Length 300
2122,0.1,0.4555798388061668,Curve 24,Length 300
2123,0.15,0.4479034506132757,Curve 24,Length 300
2124,0.2,0.3599383654256072,Curve 24,Length 300
2125,smooth,0.5748379533975614,Curve 25,Length 300
2126,0.05,0.7476888242915664,Curve 25,Length 300
2127,0.1,0.4835835753331857,Curve 25,Length 300
2128,0.15,0.55307821956152,Curve 25,Length 300
2129,0.2,0.5626375530624526,Curve 25,Length 300
2130,smooth,0.4988217353161296,Curve 26,Length 300
2131,0.05,0.5444195765121567,Curve 26,Length 300
2132,0.1,0.4759732277170123,Curve 26,Length 300
2133,0.15,0.5030774043755817,Curve 26,Length 300
2134,0.2,0.4609850502130116,Curve 26,Length 300
2135,smooth,0.6555214977703077,Curve 27,Length 300
2136,0.05,0.7916201416827655,Curve 27,Length 300
2137,0.1,0.7108638259374023,Curve 27,Length 300
2138,0.15,0.6433513575153019,Curve 27,Length 300
2139,0.2,0.5559170889242606,Curve 27,Length 300
2140,smooth,0.5041040454128484,Curve 28,Length 300
2141,0.05,0.6847439879019783,Curve 28,Length 300
2142,0.1,0.5306799190872198,Curve 28,Length 300
2143,0.15,0.5774916300288582,Curve 28,Length 300
2144,0.2,0.3954435986971428,Curve 28,Length 300
2145,smooth,0.5935156803090819,Curve 29,Length 300
2146,0.05,0.6378819323082677,Curve 29,Length 300
2147,0.1,0.6386338513896185,Curve 29,Length 300
2148,0.15,0.6334683964423407,Curve 29,Length 300
2149,0.2,0.4996701443222686,Curve 29,Length 300
2150,smooth,0.4997707570186824,Curve 30,Length 300
2151,0.05,0.7166654179497453,Curve 30,Length 300
2152,0.1,0.6846878616440247,Curve 30,Length 300
2153,0.15,0.5901999442101779,Curve 30,Length 300
2154,0.2,0.4974970861615252,Curve 30,Length 300
2155,smooth,0.5362896937487333,Curve 31,Length 300
2156,0.05,0.7023630682185735,Curve 31,Length 300
2157,0.1,0.613963739223303,Curve 31,Length 300
2158,0.15,0.5752091026974854,Curve 31,Length 300
2159,0.2,0.4779431959650456,Curve 31,Length 300
2160,smooth,0.5699466078153612,Curve 32,Length 300
2161,0.05,0.642163060862926,Curve 32,Length 300
2162,0.1,0.6688167620491148,Curve 32,Length 300
2163,0.15,0.6790560760486654,Curve 32,Length 300
2164,0.2,0.5620588597572144,Curve 32,Length 300
2165,smooth,0.4522589494554691,Curve 33,Length 300
2166,0.05,0.6635107054471449,Curve 33,Length 300
2167,0.1,0.6932484039227884,Curve 33,Length 300
2168,0.15,0.5945534054403552,Curve 33,Length 300
2169,0.2,0.4226488450153115,Curve 33,Length 300
2170,smooth,0.4334213555394404,Curve 34,Length 300
2171,0.05,0.596470547519948,Curve 34,Length 300
2172,0.1,0.5938042407626596,Curve 34,Length 300
2173,0.15,0.4986999717908876,Curve 34,Length 300
2174,0.2,0.4363071826251719,Curve 34,Length 300
2175,smooth,0.5851731598660636,Curve 35,Length 300
2176,0.05,0.6855259707625,Curve 35,Length 300
2177,0.1,0.6462001301624283,Curve 35,Length 300
2178,0.15,0.671884687792679,Curve 35,Length 300
2179,0.2,0.6014593904372583,Curve 35,Length 300
2180,smooth,0.5348549537422113,Curve 36,Length 300
2181,0.05,0.737723267845827,Curve 36,Length 300
2182,0.1,0.5394389916061446,Curve 36,Length 300
2183,0.15,0.5899551076037464,Curve 36,Length 300
2184,0.2,0.4562796798904641,Curve 36,Length 300
2185,smooth,0.4307971580807501,Curve 37,Length 300
2186,0.05,0.682024045245928,Curve 37,Length 300
2187,0.1,0.5807200480479243,Curve 37,Length 300
2188,0.15,0.5716057254236218,Curve 37,Length 300
2189,0.2,0.4987088920973318,Curve 37,Length 300
2190,smooth,0.6711713639891489,Curve 38,Length 300
2191,0.05,0.7452227622895607,Curve 38,Length 300
2192,0.1,0.6816157788322657,Curve 38,Length 300
2193,0.15,0.6778574872237795,Curve 38,Length 300
2194,0.2,0.6366905627932419,Curve 38,Length 300
2195,smooth,0.3456860572614816,Curve 39,Length 300
2196,0.05,0.5105345569442268,Curve 39,Length 300
2197,0.1,0.5837331736483146,Curve 39,Length 300
2198,0.15,0.4806643681856517,Curve 39,Length 300
2199,0.2,0.4096864956072376,Curve 39,Length 300
2200,smooth,0.4565485224857453,Curve 40,Length 300
2201,0.05,0.7148579660380747,Curve 40,Length 300
2202,0.1,0.5949223601074213,Curve 40,Length 300
2203,0.15,0.5501381788312629,Curve 40,Length 300
2204,0.2,0.518565679029616,Curve 40,Length 300
2205,smooth,0.5998138612258755,Curve 41,Length 300
2206,0.05,0.7922670346642183,Curve 41,Length 300
2207,0.1,0.7322143475087236,Curve 41,Length 300
2208,0.15,0.6893311787360603,Curve 41,Length 300
2209,0.2,0.7082681682345098,Curve 41,Length 300
2210,smooth,0.5459983418573665,Curve 42,Length 300
2211,0.05,0.6345731009573358,Curve 42,Length 300
2212,0.1,0.6481232323241235,Curve 42,Length 300
2213,0.15,0.5639531848291047,Curve 42,Length 300
2214,0.2,0.5072064915980551,Curve 42,Length 300
2215,smooth,0.5830103348348881,Curve 43,Length 300
2216,0.05,0.8118679113189485,Curve 43,Length 300
2217,0.1,0.6825188883182288,Curve 43,Length 300
2218,0.15,0.6484173377623751,Curve 43,Length 300
2219,0.2,0.6289250063704653,Curve 43,Length 300
2220,smooth,0.3785859086275857,Curve 44,Length 300
2221,0.05,0.6903032727028834,Curve 44,Length 300
2222,0.1,0.448617713073751,Curve 44,Length 300
2223,0.15,0.5348133651542467,Curve 44,Length 300
2224,0.2,0.3710606304835275,Curve 44,Length 300
2225,smooth,0.6135618409505238,Curve 45,Length 300
2226,0.05,0.7607182030503987,Curve 45,Length 300
2227,0.1,0.7019521752889061,Curve 45,Length 300
2228,0.15,0.6309365482258235,Curve 45,Length 300
2229,0.2,0.5885010165100667,Curve 45,Length 300
2230,smooth,0.5960624605679773,Curve 46,Length 300
2231,0.05,0.6526551331308729,Curve 46,Length 300
2232,0.1,0.5810976419258321,Curve 46,Length 300
2233,0.15,0.629726513307519,Curve 46,Length 300
2234,0.2,0.4911463395714908,Curve 46,Length 300
2235,smooth,0.4292089039372314,Curve 47,Length 300
2236,0.05,0.8335702571747277,Curve 47,Length 300
2237,0.1,0.6948594698130585,Curve 47,Length 300
2238,0.15,0.5902088411088784,Curve 47,Length 300
2239,0.2,0.5394059094368486,Curve 47,Length 300
2240,smooth,0.6282498755319442,Curve 48,Length 300
2241,0.05,0.8500235949546241,Curve 48,Length 300
2242,0.1,0.6839550958122784,Curve 48,Length 300
2243,0.15,0.7400605597064969,Curve 48,Length 300
2244,0.2,0.5761168047796311,Curve 48,Length 300
2245,smooth,0.5825927296991456,Curve 49,Length 300
2246,0.05,0.8722802094320515,Curve 49,Length 300
2247,0.1,0.7983264800862276,Curve 49,Length 300
2248,0.15,0.7154594758276557,Curve 49,Length 300
2249,0.2,0.6197640258850017,Curve 49,Length 300
2250,smooth,0.5363221672454864,Curve 50,Length 300
2251,0.05,0.697126024206236,Curve 50,Length 300
2252,0.1,0.6677213151061191,Curve 50,Length 300
2253,0.15,0.5875884766543915,Curve 50,Length 300
2254,0.2,0.586770103853529,Curve 50,Length 300
2255,smooth,0.5071404552842069,Curve 51,Length 300
2256,0.05,0.7331989926692413,Curve 51,Length 300
2257,0.1,0.6749318922023122,Curve 51,Length 300
2258,0.15,0.5809964673921876,Curve 51,Length 300
2259,0.2,0.5591892107501599,Curve 51,Length 300
2260,smooth,0.5019463696994315,Curve 52,Length 300
2261,0.05,0.5929666570945457,Curve 52,Length 300
2262,0.1,0.575047160807596,Curve 52,Length 300
2263,0.15,0.5367387013489437,Curve 52,Length 300
2264,0.2,0.5759519618289689,Curve 52,Length 300
2265,smooth,0.5891164182605334,Curve 53,Length 300
2266,0.05,0.7551658502908564,Curve 53,Length 300
2267,0.1,0.71297212536341,Curve 53,Length 300
2268,0.15,0.7334253450094221,Curve 53,Length 300
2269,0.2,0.6592776637852857,Curve 53,Length 300
2270,smooth,0.5946341310042244,Curve 54,Length 300
2271,0.05,0.6914946923527964,Curve 54,Length 300
2272,0.1,0.6403904665958815,Curve 54,Length 300
2273,0.15,0.5445724642732094,Curve 54,Length 300
2274,0.2,0.5065150151983788,Curve 54,Length 300
2275,smooth,0.5441760250900436,Curve 55,Length 300
2276,0.05,0.6297830433961471,Curve 55,Length 300
2277,0.1,0.6715811650993878,Curve 55,Length 300
2278,0.15,0.5764301565226004,Curve 55,Length 300
2279,0.2,0.5062086509805679,Curve 55,Length 300
2280,smooth,0.5756591706889284,Curve 56,Length 300
2281,0.05,0.7608686666425245,Curve 56,Length 300
2282,0.1,0.5408723057261112,Curve 56,Length 300
2283,0.15,0.4558890353130349,Curve 56,Length 300
2284,0.2,0.443801893758833,Curve 56,Length 300
2285,smooth,0.5629501491255727,Curve 57,Length 300
2286,0.05,0.8154592650803153,Curve 57,Length 300
2287,0.1,0.6331518438229848,Curve 57,Length 300
2288,0.15,0.6483457862541782,Curve 57,Length 300
2289,0.2,0.669020949259473,Curve 57,Length 300
2290,smooth,0.5627199288909157,Curve 58,Length 300
2291,0.05,0.7498838364596294,Curve 58,Length 300
2292,0.1,0.6371943470766787,Curve 58,Length 300
2293,0.15,0.6295043976753859,Curve 58,Length 300
2294,0.2,0.5331400777336536,Curve 58,Length 300
2295,smooth,0.6058163942996819,Curve 59,Length 300
2296,0.05,0.7002659451400477,Curve 59,Length 300
2297,0.1,0.5870596269413393,Curve 59,Length 300
2298,0.15,0.5975676058234045,Curve 59,Length 300
2299,0.2,0.5231604262753667,Curve 59,Length 300
2300,smooth,0.6093251447193431,Curve 60,Length 300
2301,0.05,0.7607974900760273,Curve 60,Length 300
2302,0.1,0.6245948777184737,Curve 60,Length 300
2303,0.15,0.7654770646064927,Curve 60,Length 300
2304,0.2,0.6966277328930884,Curve 60,Length 300
2305,smooth,0.5831383164593706,Curve 61,Length 300
2306,0.05,0.7980021824792096,Curve 61,Length 300
2307,0.1,0.6490429222510825,Curve 61,Length 300
2308,0.15,0.5978956735711258,Curve 61,Length 300
2309,0.2,0.558512813321267,Curve 61,Length 300
2310,smooth,0.6130040431226494,Curve 62,Length 300
2311,0.05,0.7574784496090629,Curve 62,Length 300
2312,0.1,0.7270789754919217,Curve 62,Length 300
2313,0.15,0.587808481175418,Curve 62,Length 300
2314,0.2,0.6162293733522767,Curve 62,Length 300
2315,smooth,0.4650488265613857,Curve 63,Length 300
2316,0.05,0.6377285115189439,Curve 63,Length 300
2317,0.1,0.5296255155504792,Curve 63,Length 300
2318,0.15,0.4775627498202334,Curve 63,Length 300
2319,0.2,0.3910127646648155,Curve 63,Length 300
2320,smooth,0.4275620986404596,Curve 64,Length 300
2321,0.05,0.7015100135208101,Curve 64,Length 300
2322,0.1,0.516900923861008,Curve 64,Length 300
2323,0.15,0.5223720048024812,Curve 64,Length 300
2324,0.2,0.420110091895901,Curve 64,Length 300
2325,smooth,0.5049274989075062,Curve 65,Length 300
2326,0.05,0.8202674081346374,Curve 65,Length 300
2327,0.1,0.7197670208677198,Curve 65,Length 300
2328,0.15,0.5654033036991417,Curve 65,Length 300
2329,0.2,0.5702552836428978,Curve 65,Length 300
2330,smooth,0.3667979126532839,Curve 66,Length 300
2331,0.05,0.5787155977524735,Curve 66,Length 300
2332,0.1,0.539303819385725,Curve 66,Length 300
2333,0.15,0.5133694554595218,Curve 66,Length 300
2334,0.2,0.5112619747863036,Curve 66,Length 300
2335,smooth,0.5055216541382684,Curve 67,Length 300
2336,0.05,0.6154919026120879,Curve 67,Length 300
2337,0.1,0.6037286300101562,Curve 67,Length 300
2338,0.15,0.5391520921082538,Curve 67,Length 300
2339,0.2,0.4653805441373912,Curve 67,Length 300
2340,smooth,0.5980384812953455,Curve 68,Length 300
2341,0.05,0.6742016912878592,Curve 68,Length 300
2342,0.1,0.5672952979960827,Curve 68,Length 300
2343,0.15,0.5994261932821794,Curve 68,Length 300
2344,0.2,0.4720046723440605,Curve 68,Length 300
2345,smooth,0.4572196954203092,Curve 69,Length 300
2346,0.05,0.5121590865401852,Curve 69,Length 300
2347,0.1,0.4386752699101528,Curve 69,Length 300
2348,0.15,0.4388269662684625,Curve 69,Length 300
2349,0.2,0.5028615056000606,Curve 69,Length 300
2350,smooth,0.5867370861820602,Curve 70,Length 300
2351,0.05,0.7074037483318497,Curve 70,Length 300
2352,0.1,0.5870470577867108,Curve 70,Length 300
2353,0.15,0.5865306949571479,Curve 70,Length 300
2354,0.2,0.5826168632508565,Curve 70,Length 300
2355,smooth,0.6217852030712282,Curve 71,Length 300
2356,0.05,0.860716487673603,Curve 71,Length 300
2357,0.1,0.8399600497624503,Curve 71,Length 300
2358,0.15,0.7508422889334807,Curve 71,Length 300
2359,0.2,0.6703649848608726,Curve 71,Length 300
2360,smooth,0.5891078078562024,Curve 72,Length 300
2361,0.05,0.8122017199511254,Curve 72,Length 300
2362,0.1,0.6602895797865372,Curve 72,Length 300
2363,0.15,0.6470013545366003,Curve 72,Length 300
2364,0.2,0.5622316756986517,Curve 72,Length 300
2365,smooth,0.6590479110833274,Curve 73,Length 300
2366,0.05,0.7580781649381046,Curve 73,Length 300
2367,0.1,0.5809133667444499,Curve 73,Length 300
2368,0.15,0.5236772126668827,Curve 73,Length 300
2369,0.2,0.5385357113153367,Curve 73,Length 300
2370,smooth,0.5077418379527773,Curve 74,Length 300
2371,0.05,0.7077729761625587,Curve 74,Length 300
2372,0.1,0.4988511764999957,Curve 74,Length 300
2373,0.15,0.4601518871762023,Curve 74,Length 300
2374,0.2,0.4432472274136927,Curve 74,Length 300
2375,smooth,0.5390934808475281,Curve 75,Length 300
2376,0.05,0.7493828368509072,Curve 75,Length 300
2377,0.1,0.675969820512474,Curve 75,Length 300
2378,0.15,0.5603416861938701,Curve 75,Length 300
2379,0.2,0.577684750872079,Curve 75,Length 300
2380,smooth,0.6430647803950938,Curve 76,Length 300
2381,0.05,0.7412738756716052,Curve 76,Length 300
2382,0.1,0.8069040449406445,Curve 76,Length 300
2383,0.15,0.7103086448367976,Curve 76,Length 300
2384,0.2,0.6783432785637572,Curve 76,Length 300
2385,smooth,0.4582688720554494,Curve 77,Length 300
2386,0.05,0.636302673967685,Curve 77,Length 300
2387,0.1,0.6224355591992435,Curve 77,Length 300
2388,0.15,0.4028174248076869,Curve 77,Length 300
2389,0.2,0.4689808234657144,Curve 77,Length 300
2390,smooth,0.476865603651083,Curve 78,Length 300
2391,0.05,0.6930998146645574,Curve 78,Length 300
2392,0.1,0.6019904392572303,Curve 78,Length 300
2393,0.15,0.5154618355096798,Curve 78,Length 300
2394,0.2,0.5362883829215107,Curve 78,Length 300
2395,smooth,0.503378856904985,Curve 79,Length 300
2396,0.05,0.6638728683564267,Curve 79,Length 300
2397,0.1,0.6254821122627234,Curve 79,Length 300
2398,0.15,0.5501990279681296,Curve 79,Length 300
2399,0.2,0.585575085238498,Curve 79,Length 300
2400,smooth,0.4903839955990806,Curve 80,Length 300
2401,0.05,0.6973717935969009,Curve 80,Length 300
2402,0.1,0.6503963814425173,Curve 80,Length 300
2403,0.15,0.6629518014921743,Curve 80,Length 300
2404,0.2,0.6474206738741037,Curve 80,Length 300
2405,smooth,0.431026816525972,Curve 81,Length 300
2406,0.05,0.5479144827322944,Curve 81,Length 300
2407,0.1,0.3745496785751253,Curve 81,Length 300
2408,0.15,0.4234141542815518,Curve 81,Length 300
2409,0.2,0.3651394779687664,Curve 81,Length 300
2410,smooth,0.3834176169101039,Curve 82,Length 300
2411,0.05,0.6716800465616898,Curve 82,Length 300
2412,0.1,0.7065150663923218,Curve 82,Length 300
2413,0.15,0.5698505226317273,Curve 82,Length 300
2414,0.2,0.5147432613668765,Curve 82,Length 300
2415,smooth,0.593480723054904,Curve 83,Length 300
2416,0.05,0.8041160830300801,Curve 83,Length 300
2417,0.1,0.6781351296862386,Curve 83,Length 300
2418,0.15,0.5565516215728589,Curve 83,Length 300
2419,0.2,0.5768791632816288,Curve 83,Length 300
2420,smooth,0.5866922544110403,Curve 84,Length 300
2421,0.05,0.6052808213931572,Curve 84,Length 300
2422,0.1,0.6929738727692079,Curve 84,Length 300
2423,0.15,0.5241965844094797,Curve 84,Length 300
2424,0.2,0.499610200642642,Curve 84,Length 300
2425,smooth,0.5985421964540815,Curve 85,Length 300
2426,0.05,0.6463682049486168,Curve 85,Length 300
2427,0.1,0.7281356760737501,Curve 85,Length 300
2428,0.15,0.6234762358848329,Curve 85,Length 300
2429,0.2,0.6956831564233779,Curve 85,Length 300
2430,smooth,0.6279569059032827,Curve 86,Length 300
2431,0.05,0.6701546831652957,Curve 86,Length 300
2432,0.1,0.6269707965053827,Curve 86,Length 300
2433,0.15,0.4715417101117993,Curve 86,Length 300
2434,0.2,0.5076124146548018,Curve 86,Length 300
2435,smooth,0.6127364148644046,Curve 87,Length 300
2436,0.05,0.6743824193929818,Curve 87,Length 300
2437,0.1,0.7232759335259671,Curve 87,Length 300
2438,0.15,0.6773568328520299,Curve 87,Length 300
2439,0.2,0.6477185987024601,Curve 87,Length 300
2440,smooth,0.5645940477060902,Curve 88,Length 300
2441,0.05,0.7954068664981169,Curve 88,Length 300
2442,0.1,0.6316548517695812,Curve 88,Length 300
2443,0.15,0.6052911231951488,Curve 88,Length 300
2444,0.2,0.5382029522241186,Curve 88,Length 300
2445,smooth,0.5529617819300757,Curve 89,Length 300
2446,0.05,0.7606087384229665,Curve 89,Length 300
2447,0.1,0.5933939698019416,Curve 89,Length 300
2448,0.15,0.5040506105891651,Curve 89,Length 300
2449,0.2,0.4840023426628448,Curve 89,Length 300
2450,smooth,0.590610464824336,Curve 90,Length 300
2451,0.05,0.8119642362995667,Curve 90,Length 300
2452,0.1,0.592775364639402,Curve 90,Length 300
2453,0.15,0.6647709726051474,Curve 90,Length 300
2454,0.2,0.5870507376002191,Curve 90,Length 300
2455,smooth,0.4945786286148358,Curve 91,Length 300
2456,0.05,0.6901354093359904,Curve 91,Length 300
2457,0.1,0.5986197201384954,Curve 91,Length 300
2458,0.15,0.5625746406486789,Curve 91,Length 300
2459,0.2,0.5335100523903802,Curve 91,Length 300
2460,smooth,0.5503686941883087,Curve 92,Length 300
2461,0.05,0.6908035884834413,Curve 92,Length 300
2462,0.1,0.6941227644816996,Curve 92,Length 300
2463,0.15,0.5641734985191718,Curve 92,Length 300
2464,0.2,0.488004340606172,Curve 92,Length 300
2465,smooth,0.6287719396580526,Curve 93,Length 300
2466,0.05,0.7256408033968467,Curve 93,Length 300
2467,0.1,0.618037574433659,Curve 93,Length 300
2468,0.15,0.64161672518387,Curve 93,Length 300
2469,0.2,0.5438626124285776,Curve 93,Length 300
2470,smooth,0.5833271499741518,Curve 94,Length 300
2471,0.05,0.6554865628463946,Curve 94,Length 300
2472,0.1,0.5623634891438737,Curve 94,Length 300
2473,0.15,0.5212039848577086,Curve 94,Length 300
2474,0.2,0.4788826446177206,Curve 94,Length 300
2475,smooth,0.6477333657783422,Curve 95,Length 300
2476,0.05,0.791009201630404,Curve 95,Length 300
2477,0.1,0.6266525998298406,Curve 95,Length 300
2478,0.15,0.6925570127540029,Curve 95,Length 300
2479,0.2,0.6194297399003741,Curve 95,Length 300
2480,smooth,0.5593180709407519,Curve 96,Length 300
2481,0.05,0.6285061394685543,Curve 96,Length 300
2482,0.1,0.6017131847272895,Curve 96,Length 300
2483,0.15,0.4656848837236111,Curve 96,Length 300
2484,0.2,0.4346482733688795,Curve 96,Length 300
2485,smooth,0.4773225331527635,Curve 97,Length 300
2486,0.05,0.7419038561118587,Curve 97,Length 300
2487,0.1,0.4955460295673706,Curve 97,Length 300
2488,0.15,0.4701556262143322,Curve 97,Length 300
2489,0.2,0.4413581108590166,Curve 97,Length 300
2490,smooth,0.411609664626175,Curve 98,Length 300
2491,0.05,0.6363646038708402,Curve 98,Length 300
2492,0.1,0.5769892751098766,Curve 98,Length 300
2493,0.15,0.5061362770157009,Curve 98,Length 300
2494,0.2,0.3744375739401563,Curve 98,Length 300
2495,smooth,0.6036719600047442,Curve 99,Length 300
2496,0.05,0.6493995929674649,Curve 99,Length 300
2497,0.1,0.6306386902333787,Curve 99,Length 300
2498,0.15,0.6211210169695675,Curve 99,Length 300
2499,0.2,0.5554313602840745,Curve 99,Length 300
2500,smooth,0.6158521421640833,Curve 100,Length 300
2501,0.05,0.6794665492953312,Curve 100,Length 300
2502,0.1,0.5736640966271338,Curve 100,Length 300
2503,0.15,0.5371607259347019,Curve 100,Length 300
2504,0.2,0.6232077732489081,Curve 100,Length 300
2505,smooth,0.426015629091576,Curve 101,Length 300
2506,0.05,0.6002237933031878,Curve 101,Length 300
2507,0.1,0.5696539203280082,Curve 101,Length 300
2508,0.15,0.4590255194186717,Curve 101,Length 300
