,Name,Correlation with ROG,Correlation with pairwise distances,Correlation between ROG and pairwise distances,Length
237,Curve 37,-0.499983483174879,-0.4755759498411157,0.6969670974335982,Length 200
238,Curve 38,-0.3729953497168117,-0.4606608467895696,0.7075672022655232,Length 200
239,Curve 39,-0.4966086143092955,-0.520333678514286,0.8807256021099383,Length 200
240,Curve 40,-0.4383902030743204,-0.5200741149449277,0.7724363043620247,Length 200
241,Curve 41,-0.3727631467240733,-0.3920641960892356,0.7681577569522874,Length 200
242,Curve 42,-0.4206283476277065,-0.4132992010791409,0.9178872873876076,Length 200
243,Curve 43,-0.4894378423091844,-0.4775316696602659,0.8264973976213622,Length 200
244,Curve 44,-0.3932189959366638,-0.3964226103858131,0.7990823974307498,Length 200
245,Curve 45,-0.3857837486977745,-0.407752956660587,0.6082178279494687,Length 200
246,Curve 46,-0.3962135283842827,-0.4256725746834699,0.8727514394070872,Length 200
247,Curve 47,-0.4028496039859826,-0.3936967923273033,0.9420683138911244,Length 200
248,Curve 48,-0.3287588125458622,-0.4597427771445409,0.6645149533674453,Length 200
249,Curve 49,-0.4628302240221259,-0.4785878935605379,0.8462921921651518,Length 200
250,Curve 50,-0.3806499909248557,-0.3942936587608928,0.9018334555726578,Length 200
251,Curve 51,-0.4778358517514979,-0.4882281445649055,0.9276471736569568,Length 200
252,Curve 52,-0.374952159430133,-0.4507976754607238,0.6394284876693642,Length 200
253,Curve 53,-0.3315084730258232,-0.3474782671342284,0.7488837260726757,Length 200
254,Curve 54,-0.428578996242184,-0.4257257412509975,0.9332338540700522,Length 200
255,Curve 55,-0.4221648367721711,-0.4307248278772738,0.7753177118298802,Length 200
256,Curve 56,-0.4592705887736045,-0.4744872082272851,0.9136083919214604,Length 200
257,Curve 57,-0.3597912576187179,-0.4195571936852319,0.7517643537514108,Length 200
258,Curve 58,-0.3320203605733256,-0.4459332474544497,0.5936960495624207,Length 200
259,Curve 59,-0.3427951920510858,-0.3932808530212958,0.8706334808326901,Length 200
260,Curve 60,-0.5078848335767262,-0.5071152470033403,0.9192327098698536,Length 200
261,Curve 61,-0.4100175131264081,-0.4336550760344292,0.7479431816144482,Length 200
262,Curve 62,-0.525827609978686,-0.5307404385901797,0.8245816860718035,Length 200
263,Curve 63,-0.4932689613452067,-0.483452533196593,0.8750440959877913,Length 200
264,Curve 64,-0.331121770698253,-0.3790198721957332,0.916172737709865,Length 200
265,Curve 65,-0.4193939058244998,-0.4334803073588757,0.701229914990871,Length 200
266,Curve 66,-0.4484008274480006,-0.4540482357289709,0.905819092294931,Length 200
267,Curve 67,-0.3554926332588595,-0.3554423039625253,0.9161128506764789,Length 200
268,Curve 68,-0.2431311010232663,-0.1914464453983429,0.753088583221456,Length 200
269,Curve 69,-0.471718470582164,-0.5012714329027514,0.7921697563782613,Length 200
270,Curve 70,-0.2533966632908724,-0.3533530434024952,0.5292672793466293,Length 200
271,Curve 71,-0.4648959971207255,-0.4427698439589532,0.7771920050865342,Length 200
272,Curve 72,-0.4299826646847616,-0.4411818885810136,0.7181901480973804,Length 200
273,Curve 73,-0.4473062544726538,-0.4376237119198888,0.89638177703205,Length 200
274,Curve 74,-0.4499471647451987,-0.4703884068074351,0.6990042574148424,Length 200
275,Curve 75,-0.5058818474854072,-0.5132676450343336,0.8755610881324479,Length 200
276,Curve 76,-0.4285402803082908,-0.4119937077045374,0.7091077962492733,Length 200
277,Curve 77,-0.2615163027995076,-0.4212704710433274,0.4389551859388645,Length 200
278,Curve 78,-0.4746541468954368,-0.4345567516168687,0.9291167260973788,Length 200
279,Curve 79,-0.4026636359782594,-0.4191422085261119,0.9257736884568508,Length 200
280,Curve 80,-0.3430688108975348,-0.3775004910241449,0.9571404023377772,Length 200
281,Curve 81,-0.4686411662438356,-0.4232205668945759,0.9133868943584216,Length 200
282,Curve 82,-0.3557275079402807,-0.3828032155539265,0.7135311357025514,Length 200
283,Curve 83,-0.383681961042971,-0.4106565188935117,0.9015973461900496,Length 200
284,Curve 84,-0.3246880307104849,-0.3725707658688021,0.7796174313766756,Length 200
285,Curve 85,-0.3966952491120668,-0.4412756522584571,0.8084350683252616,Length 200
286,Curve 86,-0.3614323515021593,-0.3952040172938698,0.6558889745661176,Length 200
287,Curve 87,-0.4609486513278023,-0.47865010490272,0.7687885758383692,Length 200
288,Curve 88,-0.3666407831215452,-0.4207667671619949,0.7685439496503763,Length 200
289,Curve 89,-0.3251508398746124,-0.4100955358452412,0.8012969672305872,Length 200
290,Curve 90,-0.5443875211898898,-0.538177882990101,0.7280981633643102,Length 200
291,Curve 91,-0.460598940292878,-0.4259443955260611,0.9009985779164186,Length 200
292,Curve 92,-0.4797781661079013,-0.482211581100864,0.706753903996406,Length 200
293,Curve 93,-0.4946794857404087,-0.506371241518176,0.9119667108738304,Length 200
294,Curve 94,-0.3976660305729305,-0.4152283194777649,0.9008713760245532,Length 200
295,Curve 95,-0.4389456110944646,-0.425836416610042,0.9550941546732156,Length 200
296,Curve 96,-0.4276991165834159,-0.4427314361545155,0.9603622502638872,Length 200
297,Curve 97,-0.3136622111214707,-0.3329865050988148,0.9432712152972884,Length 200
298,Curve 98,-0.406858247377245,-0.4003619313935665,0.962677238354595,Length 200
299,Curve 99,-0.4751601881106823,-0.4888926585973399,0.9275514162461784,Length 200
300,Curve 100,-0.4855257130352948,-0.454598534333659,0.8449123133952444,Length 200
301,Curve 101,-0.4692727010470661,-0.4616178929231526,0.9014491741658625,Length 200
302,Curve 102,-0.3421730387521541,-0.3769735369002959,0.9344140139371312,Length 200
303,Curve 103,-0.4318382247600085,-0.4131970824950403,0.8814537906870636,Length 200
304,Curve 104,-0.4538255023517351,-0.425499691030051,0.7138226904245336,Length 200
305,Curve 105,-0.4484063968127842,-0.439303204756902,0.942063668960724,Length 200
306,Curve 106,-0.5589109060616085,-0.4963177065865351,0.9060692167825342,Length 200
307,Curve 107,-0.3600803631748215,-0.4681568195873222,0.690236458756401,Length 200
308,Curve 108,-0.2880709034218738,-0.3613572540781777,0.8091062894051836,Length 200
309,Curve 109,-0.4016577146877155,-0.3796453822309071,0.6777850011448906,Length 200
310,Curve 110,-0.48460263287124,-0.4776122458223995,0.8612822373002782,Length 200
311,Curve 111,-0.4274047917719153,-0.4530072256790334,0.864446911254488,Length 200
312,Curve 112,-0.4902361621186222,-0.4958403927402662,0.8274632871476352,Length 200
313,Curve 113,-0.5445589287363589,-0.5477751620638336,0.7832235070456367,Length 200
314,Curve 114,-0.37650703656646,-0.4272532902880027,0.7508081339566408,Length 200
315,Curve 115,-0.3706718716207627,-0.3890630002831766,0.9565570720188464,Length 200
316,Curve 116,-0.3435918280139896,-0.4451331782962874,0.7074163213240189,Length 200
317,Curve 117,-0.3518319048368656,-0.3888165982657841,0.8031186691985939,Length 200
318,Curve 118,-0.4562137141526133,-0.4544898739900135,0.7139973864730775,Length 200
319,Curve 119,-0.3051508183508677,-0.4357254358623835,0.5498791346169118,Length 200
320,Curve 120,-0.4800097043877394,-0.4927700323189595,0.8777429760218458,Length 200
321,Curve 121,-0.4424411208507428,-0.4854140173587404,0.8722196602017175,Length 200
322,Curve 122,-0.4388523599465153,-0.4415748802434467,0.9015495582071184,Length 200
323,Curve 123,-0.3500670544753856,-0.3639608121435414,0.9521086185948407,Length 200
324,Curve 124,-0.3784538316956275,-0.3818039024421359,0.9057047252309608,Length 200
325,Curve 125,-0.4549940267656023,-0.414355565178043,0.9389575573804344,Length 200
326,Curve 126,-0.4140998298644087,-0.4048099708408985,0.8618333767112936,Length 200
327,Curve 127,-0.4408871411699183,-0.4344549915671886,0.8649258602824874,Length 200
328,Curve 128,-0.4461934714761838,-0.4886188229490126,0.8178567808649885,Length 200
329,Curve 129,-0.4506380151574908,-0.4156975706765898,0.7530274873192466,Length 200
330,Curve 130,-0.4041898814250125,-0.4053428181070481,0.9600788537344872,Length 200
