individual,time,x,y,cov,trv,rel,lbl
2,652.205304,14.89619381,3.96430927,3.75574047,0.40263432,7.37098659,5
2,655.205476,14.79037002,3.59236597,3.59690642,0.40143192,7.3962132,5
2,658.213648,15.01497292,3.30038271,3.51579567,0.40181282,7.42455329,5
2,661.241821,15.38209181,3.06382832,3.49952794,0.40236868,7.44938962,5
2,664.271994,15.80215626,2.87322718,3.53861377,0.40248087,7.4706645,5
2,667.304168,16.15437846,2.79330216,3.61359268,0.4017322,7.48750335,5
2,670.31734,16.32290236,2.77035196,3.65846483,0.40123512,7.49920574,5
2,673.337513,16.54835122,2.59800524,3.71751327,0.40074961,7.50920549,5
2,676.369686,16.7537138,2.35705207,3.78642883,0.39969377,7.51401604,5
2,679.369858,17.02606968,2.18499493,3.91983338,0.39945673,7.51259928,5
2,682.403031,17.11750338,2.23976584,3.96781401,0.39960969,7.50659811,5
2,685.403203,17.07106209,2.38467071,3.95320336,0.40013085,7.49663324,5
2,688.435377,16.97900767,2.37353144,3.92216284,0.4002083,7.48153669,5
2,691.436548,16.8311718,2.45956004,3.88226532,0.40040798,7.46371905,5
2,694.467721,16.37729626,2.57300703,3.7524469,0.40119353,7.44488429,5
2,697.467893,15.93970666,2.85445395,3.72950976,0.40121757,7.43076703,5
2,700.468065,15.5514207,3.15981871,3.80627244,0.40140182,7.42212618,5
2,703.468236,15.05219743,3.30277593,3.88845982,0.40212904,7.41732673,5
2,706.50041,14.58920407,3.39979834,4.02836808,0.40277694,7.41761542,5
2,709.500581,14.13770446,3.5083142,4.22985939,0.40308758,7.42385702,5
2,712.535755,13.67093463,3.54905274,4.44978627,0.40422353,7.43479544,5
2,715.566928,13.17921533,3.71208657,4.77277413,0.40449681,7.45174807,5
2,718.5671,12.72399762,3.68651576,5.01968466,0.40425596,7.4756411,5
2,721.567271,12.26206045,3.56973229,5.2451502,0.40308444,7.50548737,5
2,724.568443,11.804709,3.47902765,5.49866136,0.40249187,7.54302668,5
2,727.599617,11.35026171,3.34708427,5.74994807,0.40089369,7.58764885,5
2,730.63279,10.95202167,2.98751748,5.88960564,0.40057527,7.63364935,5
2,733.632962,10.68093075,2.5688095,5.95454276,0.39893883,7.68018321,5
2,736.665135,10.36926854,2.2190104,6.08635759,0.39910145,7.7270652,5
2,739.667307,10.0743262,1.9243994,6.23994916,0.39888221,7.77657132,5
2,742.70048,9.89212954,1.55445693,6.31035422,0.39894048,7.8283838,5
2,745.731654,9.78565162,1.06145646,6.31768935,0.40112928,7.87606769,5
2,748.764827,9.86404717,0.61009319,6.21959285,0.40151756,7.91277654,5
2,751.798,9.90849285,0.27478296,6.16804776,0.40257034,7.93971397,5
2,754.831174,9.96530671,-0.1964914,6.10945076,0.40275345,7.95853999,5
2,757.833346,10.04947943,-0.59023283,6.04571807,0.40367478,7.9686923,5
2,760.864519,10.23943396,-1.00767913,5.92325922,0.40525187,7.97069172,5
2,763.896693,10.54525621,-1.29417203,5.72446565,0.40774212,7.96532075,5
2,766.907865,10.91015576,-1.47780794,5.48830912,0.41065386,7.95474194,5
2,769.930037,11.41389637,-1.65804749,5.19140209,0.41073311,7.93905069,5
2,772.930209,11.8139961,-1.62182437,4.94303358,0.41032323,7.92092966,5
2,775.962383,12.30749141,-1.53431551,4.67935531,0.41050739,7.89989332,5
2,778.962554,12.90351275,-1.5673932,4.43859087,0.41052951,7.87584667,5
2,781.962726,13.39115365,-1.40136744,4.26735825,0.41150396,7.85058658,5
2,784.994899,13.78179002,-1.2381542,4.1646929,0.41133497,7.82745388,5
2,787.995071,14.03918474,-1.14587049,4.11234897,0.41080491,7.80610178,5
2,790.998243,14.39505183,-1.16325132,4.08414624,0.40995063,7.78224197,5
2,794.027416,14.59327847,-1.12644626,4.07870471,0.40972986,7.7577725,5
2,797.027587,14.64139,-1.08880783,4.07380051,0.41035739,7.73429885,5
2,800.027759,14.55483794,-1.1505536,4.05086377,0.41036947,7.71265423,5
2,803.060933,14.23834982,-1.23556465,4.02612736,0.40986413,7.69466136,5
2,806.062104,13.92200437,-1.34208192,4.0313788,0.41003066,7.68072261,5
2,809.093277,13.52600607,-1.64377044,4.06693328,0.4106225,7.67060263,5
2,812.093449,13.13271817,-1.96339347,4.14742531,0.41060032,7.66444463,5
2,815.093621,12.78026404,-2.20668706,4.25567345,0.41035416,7.66468615,5
2,818.093792,12.51073407,-2.47044105,4.36783702,0.41113176,7.67250925,5
2,821.093964,12.2412011,-2.75806957,4.50561417,0.41308019,7.68739334,5
2,824.097136,12.07438239,-3.10309499,4.62813632,0.41395429,7.70829182,5
2,827.125309,12.13422631,-3.40444908,4.65182478,0.41509968,7.73196964,5
2,830.125481,12.13133356,-3.81572968,4.73871565,0.41615035,7.75918526,5
2,833.126652,12.17178409,-4.29783968,4.84036028,0.41978123,7.78908309,5
2,836.157825,12.22625415,-4.80773897,4.9664549,0.42205067,7.82053405,5
2,839.157997,12.45001382,-5.19035283,4.98761932,0.42493996,7.85119245,5
2,842.192171,12.76862053,-5.49776713,4.95589855,0.42775103,7.88043851,5
2,845.223344,13.10137605,-5.7609944,4.9189961,0.42766429,7.90746299,5
2,848.224516,13.35366724,-6.07012106,4.95264082,0.42688779,7.93266786,5
2,851.256689,13.691344,-6.38068601,4.97706235,0.42617276,7.95279953,5
2,854.258861,14.02623339,-6.66836028,5.01046034,0.42530983,7.97089109,5
2,857.290034,14.41116813,-6.91096069,5.02714133,0.42437505,7.9874549,5
2,860.323208,14.85921983,-7.10921226,5.03056821,0.42270288,8.00324176,5
2,863.33338,15.29549535,-7.26748536,5.03999784,0.42022005,8.01783829,5
2,866.355553,15.74599987,-7.30304413,4.9957735,0.41948923,8.03125806,5
2,869.355724,16.21677566,-7.21134388,4.89886146,0.41951916,8.04263839,5
2,872.355896,16.65664331,-7.07247307,4.81230764,0.41943166,8.05365921,5
2,875.38907,17.02991403,-6.89530913,4.72607706,0.41895479,8.06435993,5
2,878.422243,17.38621989,-6.74755086,4.68349524,0.41814643,8.07418284,5
2,881.422415,17.73290516,-6.46216605,4.59689601,0.41742832,8.08259392,5
2,884.454588,17.97479014,-6.21450796,4.51977679,0.41587581,8.09310773,5
2,887.45676,18.22943159,-5.88281635,4.44276007,0.41567027,8.10308615,5
2,890.487933,18.46228326,-5.57342077,4.39655763,0.41392373,8.11299541,5
2,893.521107,18.62674373,-5.18451595,4.32271006,0.41172644,8.12105433,5
2,896.521278,18.64629703,-4.76252018,4.194693,0.40933258,8.12794652,5
2,899.553452,18.60186997,-4.38580955,4.07062503,0.4078936,8.13614957,5
2,902.586625,18.44731143,-3.92599676,3.91816475,0.40774742,8.14478187,5
2,905.619799,18.21324506,-3.58266209,3.76041549,0.4068922,8.15745297,5
2,908.652972,17.99695963,-3.23455164,3.65159229,0.40649908,8.17285871,5
2,911.653144,17.76822463,-2.84206794,3.58956809,0.40592142,8.19030078,5
2,914.653316,17.46664198,-2.63407943,3.48785642,0.40603077,8.2118443,5
2,917.686489,17.07799312,-2.51817886,3.35745573,0.4062071,8.23646961,5
2,920.687661,16.69320013,-2.52698075,3.22088257,0.40493467,8.26220796,5
2,923.718834,16.32882948,-2.75157717,3.05308987,0.40496067,8.29080714,5
2,926.719006,16.01060195,-3.03836828,2.91806659,0.40338957,8.32162447,5
2,929.751179,15.61514885,-3.32786124,2.82723738,0.40119695,8.35437951,5
2,932.75135,15.35894111,-3.69099832,2.77640976,0.39995781,8.39025598,5
2,935.784524,15.16515921,-4.06635475,2.7611766,0.40007168,8.42928792,5
2,938.817698,15.05788588,-4.46201164,2.76522257,0.4012782,8.46888248,5
2,941.817869,15.07068402,-4.86407247,2.77266035,0.39996979,8.50980287,5
2,944.850042,15.10924839,-5.29942247,2.80768096,0.40163104,8.55362336,5
2,947.850214,15.27835701,-5.75361589,2.85834583,0.40493643,8.60121014,5
2,950.850386,15.41522947,-6.20059154,2.96320948,0.40775058,8.65249915,5
2,953.852557,15.56615572,-6.62987329,3.10138974,0.40876098,8.70628173,5
2,956.88273,15.79212346,-6.96399303,3.21708838,0.4093028,8.76253356,5
2,959.891903,16.14716474,-7.20222214,3.29717644,0.40865184,8.82105879,5
2,962.915076,16.58029326,-7.23688425,3.28653249,0.40774182,8.87933578,5
2,965.915247,16.99584143,-7.1027247,3.20798554,0.40786782,8.93781464,5
2,968.915419,17.43455917,-7.08884658,3.24869182,0.40830516,8.99911528,5
2,971.91559,17.79909465,-7.07206369,3.30414782,0.40815554,9.06038722,5
2,974.947764,18.16683958,-7.02161312,3.36837445,0.40841087,9.11939488,5
2,977.948936,18.51333419,-6.76506241,3.34595683,0.40882928,9.17673516,5
2,980.981109,18.77782587,-6.42956385,3.30129995,0.40916015,9.23471827,5
2,983.982281,18.96522408,-5.99889792,3.23970903,0.40874738,9.29237102,5
2,986.984452,19.09415126,-5.64238493,3.21387534,0.40789961,9.34935401,5
2,990.013626,19.15398761,-5.26545024,3.18850289,0.40746754,9.40232236,5
2,993.046799,19.20406239,-4.81607996,3.20446977,0.4071192,9.45290529,5
2,996.046971,19.25632655,-4.35989911,3.27556668,0.40704135,9.50172539,5
2,999.079144,19.32059675,-3.92195455,3.39816208,0.40750102,9.54805265,5
2,1002.079316,19.24165296,-3.50692124,3.48408329,0.40626871,9.58997481,5
2,1005.079487,19.03299815,-3.12751595,3.54224142,0.40659751,9.62763628,5
2,1008.111661,18.75285608,-2.87140006,3.56012213,0.40649084,9.6626965,5
2,1011.112833,18.52376257,-2.68216845,3.59634945,0.40596789,9.69527834,5
2,1014.145006,18.36266499,-2.53196099,3.65201964,0.40562248,9.72279598,5
2,1017.147178,18.00078147,-2.27305921,3.76361221,0.40580727,9.74250881,5
2,1020.15035,17.57720983,-2.09641698,3.87044186,0.40538301,9.75656106,5
2,1023.177523,17.14514803,-1.91729273,4.03391903,0.40528063,9.76554453,5
2,1026.177694,16.73569561,-1.83039626,4.18364248,0.40525016,9.7710451,5
2,1029.177866,16.34356115,-1.81656595,4.32418136,0.40533737,9.77221528,5
2,1032.211039,15.87977384,-1.84625887,4.50211936,0.40466373,9.76901645,5
2,1035.244213,15.54201048,-1.90907217,4.6513288,0.40618215,9.76366592,5
2,1038.277386,15.14562524,-2.11772079,4.78366146,0.40640258,9.75735226,5
2,1041.31056,14.93281092,-2.23340202,4.89771851,0.40678595,9.7488342,5
2,1044.310731,14.79891844,-2.37191293,4.96945449,0.40536257,9.73785595,5
2,1047.342905,14.64982137,-2.59096894,5.03381651,0.40505274,9.72579252,5
2,1050.345077,14.50266266,-2.86860241,5.10068618,0.40490101,9.71406127,5
2,1053.37525,14.31983925,-3.13563891,5.22356805,0.40159321,9.70401428,5
2,1056.383422,14.14568357,-3.48366101,5.35553681,0.40080698,9.69782814,5
2,1059.408595,14.01899543,-3.82418334,5.489422,0.40074397,9.69716428,5
2,1062.442769,14.0181585,-4.22504931,5.55628327,0.40042661,9.70482174,5
2,1065.454941,14.0632395,-4.65266818,5.6290061,0.40112995,9.72086976,5
2,1068.475113,14.30446349,-5.00395367,5.57981531,0.40124554,9.74284379,5
2,1071.508287,14.59863384,-5.28633968,5.51421854,0.40151085,9.76907018,5
2,1074.508459,14.92023701,-5.53140896,5.45456645,0.40129663,9.80066105,5
2,1077.50863,15.2313256,-5.67843871,5.40628797,0.40097174,9.83411438,5
2,1080.540803,15.58848428,-5.80123022,5.35942614,0.40065634,9.86951904,5
2,1083.542975,15.93172417,-5.98894236,5.37218776,0.40064127,9.90975913,5
2,1086.546147,16.27457875,-6.25625695,5.44408013,0.40056169,9.95289281,5
2,1089.57332,16.62483239,-6.43689167,5.50634318,0.40011145,9.99801969,5
2,1092.606494,16.83627267,-6.51512942,5.58985387,0.40027352,10.04456672,5
2,1095.607666,17.18865697,-6.62028338,5.65954157,0.39997524,10.09498335,5
2,1098.638839,17.55985097,-6.74512148,5.75861546,0.39980702,10.147862,5
2,1101.63901,17.94413054,-6.79676322,5.84329262,0.39947523,10.20210821,5
2,1104.671184,18.37024798,-6.8441768,5.94673606,0.39881613,10.25821766,5
2,1107.671355,18.75807897,-6.83349475,6.04818203,0.39900993,10.31408358,5
2,1110.671527,19.14900486,-6.64793564,6.06676546,0.39900047,10.36833814,5
2,1113.671699,19.48498518,-6.40299591,6.0695815,0.39900677,10.42236263,5
2,1116.67487,19.88156367,-6.21040194,6.12780566,0.39882872,10.47681119,5
2,1119.704043,20.29077221,-6.11212438,6.25786064,0.39861603,10.53004469,5
2,1122.705215,20.64769015,-5.98399804,6.37866642,0.39844878,10.57997792,5
2,1125.737389,21.01104286,-5.79673276,6.48185633,0.39877845,10.62710961,5
2,1128.770562,21.31476138,-5.62465242,6.58949866,0.39863912,10.67246224,5
2,1131.803736,21.70923999,-5.42006015,6.71870165,0.39835695,10.71796831,5
2,1134.835909,22.09148581,-5.19708364,6.84900039,0.3972432,10.76146356,5
2,1137.837081,22.44106835,-4.95010896,6.96993883,0.39635177,10.80356927,5
2,1140.869254,22.809861,-4.79513002,7.14904661,0.39710587,10.84455325,5
2,1143.869426,23.1547836,-4.57739072,7.30118986,0.39659098,10.8847685,5
2,1146.869597,23.51930734,-4.3759161,7.48032105,0.39579201,10.92532463,5
2,1149.872769,23.88653377,-4.1246185,7.65357895,0.39525802,10.96444869,5
2,1152.875941,24.12795144,-3.89157572,7.78379552,0.39401888,11.00036364,5
2,1155.902114,24.428728,-3.52476065,7.90634418,0.39407902,11.03466525,5
2,1158.934288,24.69675675,-3.17036298,8.02871713,0.39318044,11.0654036,5
2,1161.935459,24.92182583,-2.79501208,8.13153216,0.3930246,11.09247244,5
2,1164.967632,25.04458587,-2.38337011,8.17332843,0.39476104,11.11571941,5
2,1167.967804,25.12716665,-1.92029174,8.18933209,0.39493078,11.13404262,5
2,1170.967976,25.1782455,-1.48608787,8.20207424,0.39326226,11.14965552,5
2,1173.968147,25.13064667,-1.03757625,8.1605643,0.39273653,11.16193809,5
2,1177.000321,25.07561963,-0.63115066,8.12860671,0.39295823,11.17190319,5
2,1180.001493,24.97570452,-0.24956531,8.07872751,0.39338806,11.18039417,5
2,1183.001664,24.80615844,0.0923831,7.99739256,0.39271183,11.18862163,5
2,1186.032837,24.65288678,0.5662366,7.92420659,0.39365621,11.19716441,5
2,1189.033009,24.55663492,0.99579272,7.89034359,0.39382913,11.20520772,5
2,1192.066183,24.36146012,1.37396267,7.80841205,0.39577869,11.21265101,5
2,1195.066354,24.24054277,1.62640824,7.76477618,0.39796171,11.22073516,5
2,1198.098527,24.04370741,1.96478921,7.69112503,0.39995287,11.2286074,5
2,1201.099699,23.85183478,2.27428711,7.62253241,0.40148899,11.23622631,5
2,1204.130873,23.74563914,2.38624692,7.57336069,0.40347883,11.24389773,5
2,1207.131044,23.64962583,2.70918412,7.55114998,0.40467173,11.25363003,5
2,1210.131216,23.54820719,3.09976018,7.53819075,0.40601713,11.26312949,5
2,1213.133388,23.41520395,3.50081759,7.51673184,0.40696297,11.27170165,5
2,1216.164561,23.36646661,3.93477197,7.54309913,0.40848133,11.28055719,5
2,1219.196734,23.13591841,4.28238938,7.47438414,0.40975164,11.28509422,5
2,1222.196906,22.81013983,4.53366299,7.34787777,0.41085972,11.28506441,5
2,1225.197077,22.52840433,4.82684371,7.25837847,0.41193308,11.28258526,5
2,1228.229251,22.31928375,5.16300761,7.21494843,0.41287707,11.27806031,5
2,1231.229423,22.12335496,5.57759285,7.21280777,0.41266167,11.27122125,5
2,1234.229594,22.09678048,6.01971022,7.28761901,0.41274999,11.26187545,5
2,1237.262767,22.07839148,6.4337706,7.36796874,0.41234677,11.24944256,5
2,1240.262939,21.93155504,6.7678412,7.37828808,0.41339988,11.23307031,5
2,1243.263111,21.74064462,7.14022824,7.40300946,0.41540306,11.21353379,5
2,1246.266283,21.64079875,7.53502483,7.47980466,0.41566543,11.19146492,5
2,1249.294456,21.41097811,7.94251614,7.54026969,0.41584789,11.16518761,5
2,1252.294627,21.14536156,8.28609996,7.56839992,0.41650135,11.13354775,5
2,1255.294799,20.82112721,8.50126217,7.51485338,0.41667357,11.0944189,5
2,1258.327972,20.42900489,8.65920691,7.42564451,0.41703378,11.05057217,5
2,1261.329144,20.04542512,8.84593161,7.37594508,0.41683833,11.00375722,5
2,1264.360317,19.61839233,8.92955376,7.2709561,0.41718098,10.95438529,5
2,1267.360489,19.20997327,9.02250693,7.19644529,0.41746485,10.90527351,5
2,1270.392663,18.79817349,9.09227732,7.12893681,0.41717894,10.85760611,5
2,1273.393834,18.4508261,9.06797326,7.01123659,0.41642018,10.80912458,5
2,1276.395006,18.08773755,8.89046574,6.80937862,0.41658269,10.7600965,5
2,1279.398178,17.69165917,8.75939797,6.67120758,0.41716773,10.71251732,5
2,1282.425351,17.3092185,8.64564144,6.56675287,0.41669564,10.66750763,5
2,1285.425522,16.99102625,8.4809295,6.43609317,0.41615016,10.62443966,5
2,1288.425694,16.7285191,8.35776088,6.3283988,0.41627222,10.58470145,5
2,1291.458868,16.36947765,8.07492265,6.19853258,0.41597673,10.54650664,5
2,1294.460039,16.04053552,7.84617123,6.11142099,0.41561004,10.5116787,5
2,1297.491212,15.68767888,7.70711524,6.09430814,0.41585007,10.48131091,5
2,1300.491384,15.31722605,7.58766019,6.11115583,0.41577875,10.45464235,5
2,1303.491556,15.02598267,7.52196401,6.11735265,0.41710596,10.4313381,5
2,1306.523729,14.60353597,7.4025139,6.19883759,0.41679714,10.41203266,5
2,1309.526901,14.32808049,7.31274424,6.21480291,0.41641442,10.396023,5
2,1312.557074,14.07924773,7.18100209,6.21456465,0.41617185,10.38276815,5
2,1315.592247,13.90604686,6.82721954,6.12506671,0.41479493,10.37046132,5
2,1318.623421,13.72525679,6.40213322,6.06336715,0.41390892,10.3605829,5
2,1321.623593,13.65256108,6.11924725,5.96752274,0.41350427,10.35605009,5
2,1324.655766,13.52323878,5.72475565,5.93224563,0.4131337,10.35677682,5
2,1327.655938,13.36283634,5.31423914,5.95232206,0.41314084,10.36431514,5
2,1330.689111,13.29048097,4.88493185,5.93898171,0.41384849,10.3768654,5
2,1333.689283,13.25048638,4.48983746,5.92538164,0.41488681,10.39312059,5
2,1336.722456,13.34667845,4.06253868,5.84802098,0.41483295,10.41197169,5
2,1339.722628,13.47812565,3.61625597,5.78690659,0.4144023,10.43451053,5
2,1342.7248,13.5648843,3.18777224,5.785704,0.41434979,10.46129671,5
2,1345.754973,13.6902203,2.79640399,5.77695221,0.41503967,10.49135602,5
2,1348.788146,13.97479573,2.42979245,5.69376808,0.41468462,10.52294023,5
2,1351.82032,14.20050053,2.02000399,5.71193276,0.41491889,10.55680037,5
2,1354.820491,14.5610023,1.64164147,5.69566687,0.41766018,10.59151816,5
2,1357.820663,15.00421356,1.39246169,5.62401213,0.41810668,10.62607008,5
2,1360.820835,15.47189762,1.22175202,5.5501223,0.41775189,10.65918703,5
2,1363.821006,15.95254375,1.34196273,5.32454553,0.41687421,10.68776713,5
2,1366.85318,16.52345525,1.45412321,5.15806396,0.41645084,10.70844943,5
2,1369.886353,17.07319641,1.51557781,5.08896678,0.41567907,10.72156472,5
2,1372.886525,17.57544522,1.64469606,5.03157095,0.41309202,10.72960858,5
2,1375.889697,18.04223223,1.85426187,4.97602001,0.41194998,10.73190597,5
2,1378.91887,18.43026988,2.05845273,4.95659889,0.4124617,10.72961756,5
2,1381.919042,18.72577966,2.25721807,4.95119489,0.41258302,10.72367546,5
2,1384.952215,18.98911445,2.55837095,4.91761093,0.41313754,10.71402138,5
2,1387.984388,19.21165399,2.88402193,4.89231887,0.4139735,10.70067294,5
2,1390.98456,19.44781091,3.32405646,4.87154947,0.41489053,10.68253005,5
2,1393.985732,19.66470346,3.6904406,4.90893274,0.41540092,10.66021709,5
2,1397.017905,19.88333424,4.01818636,4.99368545,0.41579768,10.63545673,5
2,1400.051078,20.02799493,4.40167916,5.05976867,0.41504099,10.60756197,5
2,1403.084252,20.11736111,4.84585915,5.12263142,0.41456669,10.57483655,5
2,1406.084424,20.07187648,5.28950213,5.14022332,0.41567265,10.53727946,5
2,1409.087595,20.02755304,5.71117821,5.19712131,0.41554314,10.49559664,5
2,1412.117769,19.98265089,6.12191627,5.28991495,0.41453557,10.45079554,5
2,1415.149942,19.9684462,6.57174294,5.44868171,0.41389122,10.40463263,5
2,1418.182116,20.02054036,7.0381006,5.69774495,0.41402222,10.35793595,5
2,1421.182287,19.89875068,7.41096748,5.84665038,0.41409861,10.3090186,5
2,1424.182459,19.67391302,7.61459745,5.88785121,0.41516021,10.25841787,5
2,1427.215632,19.330321,7.86477329,5.91659529,0.41542,10.20691335,5
2,1430.248806,18.993869,8.09482542,5.97524054,0.41559177,10.15263454,5
2,1433.248977,18.64386512,8.28254968,6.03616595,0.4157121,10.09605877,5
2,1436.281151,18.26811137,8.37917716,6.05828109,0.41636915,10.03702708,5
2,1439.283322,17.84454857,8.49916312,6.11465797,0.41791697,9.9762215,5
2,1442.314496,17.47553505,8.5321503,6.15345603,0.41784549,9.91408225,5
2,1445.314667,17.10444461,8.52196046,6.18456638,0.41796761,9.85009441,5
2,1448.347841,16.67317761,8.43224427,6.17781017,0.41849056,9.7845153,5
2,1451.381014,16.30754935,8.19136046,6.08691871,0.41985008,9.71731529,5
2,1454.413188,15.95157629,7.887128,5.97762465,0.42139083,9.64993214,5
2,1457.41436,15.61366732,7.59991285,5.90853768,0.42043421,9.58272286,5
2,1460.446533,15.39689116,7.25654871,5.8042998,0.42152303,9.5173519,5
2,1463.478706,15.24459526,6.87222298,5.67976519,0.42326201,9.45569208,5
2,1466.478878,15.22455177,6.58104733,5.58834223,0.42361904,9.39927923,5
2,1469.47905,15.29631113,6.20606875,5.43421257,0.42321664,9.35051528,5
2,1472.481221,15.17451656,5.82849325,5.34739894,0.4248636,9.30920359,5
2,1475.516395,15.16181137,5.41471545,5.22966072,0.42515139,9.27272715,5
2,1478.544568,15.15448703,5.00393273,5.13035125,0.4246758,9.24234055,5
2,1481.54474,15.02160659,4.55809957,5.08527868,0.42389299,9.21624998,5
2,1484.544911,14.77046095,4.14259811,5.12827767,0.42383671,9.19139833,5
2,1487.577085,14.61708103,3.67444385,5.1523652,0.42370224,9.16717163,5
2,1490.577256,14.48722722,3.29913087,5.21750767,0.42364903,9.14614362,5
2,1493.577428,14.37855813,2.89310681,5.29969827,0.42376499,9.12742823,5
2,1496.5776,14.35255838,2.54517924,5.36834932,0.4238735,9.11308046,5
2,1499.609773,14.42511477,2.1966904,5.40280386,0.4232773,9.10352116,5
2,1502.610945,14.4688364,1.81158905,5.48288595,0.42272097,9.10105366,5
2,1505.613116,14.5441117,1.38981155,5.58180186,0.42211574,9.10396472,5
2,1508.64329,14.58330881,1.01027225,5.72607341,0.42155092,9.11104891,5
2,1511.643461,14.60496468,0.64286031,5.90113217,0.42064048,9.12093789,5
2,1514.675634,14.68889561,0.31878391,6.04484371,0.41985741,9.1331991,5
2,1517.708808,14.86091899,-0.0360631,6.16727458,0.41834362,9.1494606,5
2,1520.741982,15.06287315,-0.30951635,6.2576401,0.41704082,9.16809494,5
2,1523.775155,15.17011685,-0.41824596,6.33155127,0.41638405,9.19005324,5
2,1526.775327,15.29614049,-0.68209731,6.47602496,0.41507715,9.2166821,5
2,1529.8085,15.41104313,-1.11415297,6.72723856,0.41523514,9.24517289,5
2,1532.840673,15.60228491,-1.54423323,6.96752979,0.41528089,9.27413081,5
2,1535.840845,15.90359567,-1.94119875,7.1705474,0.41527668,9.30330451,5
2,1538.844017,16.19881133,-2.34234239,7.40758303,0.41600869,9.33169537,5
2,1541.847189,16.48755041,-2.69608116,7.64145368,0.41589828,9.35834033,5
2,1544.873362,16.8854656,-2.94528756,7.79640672,0.41620643,9.38529949,5
2,1547.873533,17.29781291,-3.11760077,7.91829784,0.41656926,9.4134033,5
2,1550.873705,17.68191583,-3.19670041,7.99656152,0.41667306,9.44305646,5
2,1553.905879,18.05995189,-3.11457795,7.96880681,0.416008,9.47650992,5
2,1556.90605,18.50790607,-2.8930734,7.85521462,0.41573627,9.51473943,5
2,1559.939224,18.9128631,-2.83034904,7.88601976,0.4157465,9.56001352,5
2,1562.972397,19.20798008,-2.69218723,7.87134355,0.41520941,9.60994508,5
2,1566.00557,19.56667997,-2.59859724,7.91258391,0.41453217,9.66538061,5
2,1569.005742,19.96907439,-2.44152845,7.93526422,0.41426283,9.7277598,5
2,1572.008914,20.35536506,-2.26357827,7.96164475,0.41432739,9.79690575,5
2,1575.009086,20.74999077,-2.0383888,7.98347124,0.41549519,9.87352622,5
2,1578.037259,21.15138028,-1.88378257,8.08084193,0.41555919,9.95732508,5
2,1581.03843,21.52630058,-1.66442332,8.1516326,0.41439866,10.04770881,5
2,1584.070604,21.82689234,-1.38407767,8.17690321,0.41429203,10.14453895,5
2,1587.070776,22.07788201,-1.04234501,8.16581942,0.41404586,10.24660981,5
2,1590.103949,22.30263533,-0.65856479,8.14275451,0.41408702,10.35428175,5
2,1593.136122,22.49883939,-0.25368339,8.11863518,0.41439167,10.46721249,5
2,1596.137294,22.59451782,0.14795123,8.06272974,0.41447199,10.58459841,5
2,1599.169467,22.67218092,0.57246954,8.00902658,0.41435793,10.70604125,5
2,1602.170639,22.77178737,1.08812503,7.9617527,0.41410185,10.83278092,5
2,1605.202813,22.82712498,1.53736568,7.9350791,0.41348985,10.96265351,5
2,1608.235986,22.76524243,1.87509054,7.88396721,0.41275393,11.09310015,5
2,1611.269159,22.74073677,2.27293279,7.86032651,0.41244201,11.22322815,5
2,1614.302333,22.76966563,2.72746744,7.88265155,0.4121904,11.35428756,5
2,1617.302505,22.74988412,3.1566193,7.90169331,0.41246138,11.48591499,5
2,1620.302676,22.65444287,3.56737084,7.898041,0.41204346,11.61866226,5
2,1623.33485,22.62471824,4.02317618,7.95792644,0.41261436,11.75300258,5
2,1626.367023,22.61499597,4.46699689,8.0516864,0.41291429,11.88887753,5
2,1629.367195,22.56978577,4.85757048,8.14018122,0.41182399,12.02434984,5
2,1632.367366,22.45356477,5.1952089,8.19502668,0.4105308,12.15715618,5
2,1635.368538,22.20032627,5.49375762,8.17338882,0.41029271,12.28763713,5
2,1638.399711,21.93202379,5.82277411,8.16061444,0.40968792,12.41702132,5
2,1641.407883,21.71291873,6.22714704,8.20491566,0.4099303,12.5463925,5
2,1644.433056,21.52732532,6.63574736,8.28451612,0.41005705,12.67486603,5
2,1647.433228,21.24975066,6.95334125,8.30697876,0.41080281,12.80024359,5
2,1650.466402,20.95801083,7.23350291,8.32567662,0.41099969,12.92238379,5
2,1653.498575,20.6621672,7.52053386,8.35892989,0.41100352,13.04245341,5
2,1656.498746,20.28845606,7.79231237,8.36578829,0.4105076,13.15820791,5
2,1659.53292,19.91661081,8.0492373,8.38244612,0.41073139,13.27103453,5
2,1662.565094,19.67318631,8.3751953,8.48541576,0.41139018,13.38296864,5
2,1665.565265,19.41762426,8.7048869,8.59623839,0.41229597,13.49244851,5
2,1668.566437,19.10992611,9.00589452,8.68810302,0.41249548,13.60082363,5
2,1671.569609,18.7591889,9.242148,8.74751433,0.41308435,13.70733719,5
2,1674.597782,18.38583061,9.49851715,8.82070661,0.41635577,13.81057456,5
2,1677.598953,18.02808753,9.62953865,8.851517,0.4176939,13.9087667,5
2,1680.630127,17.60789467,9.80219338,8.89469197,0.41729667,14.00356369,5
2,1683.630298,17.25786362,9.88932298,8.92052364,0.41617604,14.09246901,5
2,1686.63047,16.86027848,9.92967298,8.91934555,0.4146169,14.1761541,5
2,1689.663643,16.42191874,10.09250986,8.97647799,0.41333294,14.2578239,5
2,1692.696817,15.96631773,10.2683572,9.04488306,0.41216343,14.33532119,5
2,1695.72999,15.54255738,10.438349,9.1228195,0.41091875,14.40890875,5
2,1698.763164,15.1312847,10.56475023,9.18617766,0.40814536,14.47821107,5
