id,x,y,z
104,12.2611313,0.59040687,3.32679794
104,12.17036176,0.83016615,3.35877922
104,11.8355849,0.65123082,3.68179724
104,11.30960561,0.33997835,4.11188764
104,11.01707159,0.45692227,4.29502682
104,11.05792016,0.18098389,4.28927095
104,10.81065495,0.13121389,4.44580902
104,10.54615116,0.10072445,4.60266537
104,10.0821665,0.0710505,4.85617457
104,9.70528479,0.23237473,5.03962933
104,9.70308515,-0.01063926,5.04603027
104,9.43192612,-0.21544111,5.1684889
104,9.1888741,-0.12590092,5.27970616
104,9.18680174,0.05797693,5.28179014
104,9.2132401,-0.12544163,5.26909064
104,8.88546209,0.40993579,5.3938941
105,3.09680177,-0.13988823,-6.82516564
105,2.73735658,0.05669454,-6.86465625
105,2.6413857,0.10835644,-6.87342922
105,2.78544871,0.60697967,-6.83314675
105,2.83272183,0.84854979,-6.80249109
105,2.70454955,0.74081534,-6.82807041
105,2.35969214,0.72240019,-6.8619313
105,2.01756224,0.63464323,-6.89779592
105,2.07307433,0.40028482,-6.911249
105,2.04102638,0.65656344,-6.8940175
105,1.46908774,0.54904482,-6.93966823
105,1.18195454,0.60047744,-6.94911309
105,1.20144311,0.82658461,-6.92501924
105,1.16345318,1.16253425,-6.87823439
105,0.96849579,0.98583641,-6.91329375
105,0.71654939,1.37264368,-6.85474205
105,0.45679042,1.64505497,-6.80011984
105,0.08721521,1.7606185,-6.77482995
105,-0.6182569,1.7429118,-6.7724957
105,-0.33412796,1.4225541,-6.8518924
106,3.11931775,-6.47223763,-2.16277698
106,2.9488383,-6.69142608,-1.43209817
106,2.90260162,-6.73679918,-1.22852057
106,3.0016374,-6.82140147,-0.46478508
106,3.01357445,-6.83493532,-0.11511493
106,2.88407404,-6.83567066,0.44060847
106,2.66048426,-6.86729168,0.2660091
106,2.51051606,-6.87582779,0.38382228
106,1.83566234,-6.90042596,0.73600783
106,1.60536051,-6.9418136,0.4085686
106,1.53533166,-6.91660745,0.755798
106,1.39338354,-6.93605699,0.63697258
106,1.68182964,-6.89424146,0.87309621
106,1.28163905,-6.9615228,0.35573962
106,0.88981838,-6.98407296,0.15741874
106,0.37934693,-6.9969561,-0.08142034
106,0.1008544,-6.98904688,0.38817623
106,-0.31848696,-6.98746905,0.38719219
106,-0.396651,-6.99261931,0.25286797
106,0.37215787,-6.97542056,0.55577211
107,9.36890047,5.08910695,-1.0756005
107,9.16529362,5.14173522,-1.24976283
107,9.28673536,5.06225972,-1.34635178
107,9.67919421,4.86825052,-1.37056074
107,9.89421423,4.56736071,-1.91450969
107,9.88980766,4.51363106,-2.04329656
107,10.00173669,4.41576591,-2.11951107
107,10.18108039,4.39987086,-1.93068304
107,10.56917843,4.03819917,-2.18313177
107,10.98386412,3.70068976,-2.26794566
107,11.01787777,3.75177686,-2.13910326
107,10.94847979,3.88440341,-1.98597777
107,10.86457898,4.04584792,-1.766733
107,10.58609468,4.00156876,-2.22959576
107,10.74049339,3.8409496,-2.32541537
107,10.75308679,3.76152098,-2.43797888
107,10.75848716,3.68216655,-2.55056621
107,10.7396433,3.56979732,-2.7242545
107,11.0385557,3.12057401,-2.96641027
107,11.30719943,2.9051228,-2.93207636
108,-2.68007203,2.71384614,-6.31184146
108,-2.77656406,3.1360624,-6.10227709
108,-2.97769766,2.74055699,-6.26679157
108,-2.89726313,2.71401454,-6.28773343
108,-2.73480701,2.75774049,-6.28689709
108,-2.57587542,2.80523239,-6.28266565
108,-2.4127242,2.5112206,-6.42171796
108,-2.02439104,2.68202061,-6.38609628
108,-2.29315376,2.63171778,-6.38431069
108,-2.57532529,2.81102487,-6.28013249
108,-2.79841434,3.0330582,-6.15164834
108,-2.96639724,2.91201433,-6.19033879
108,-2.63242733,2.93754053,-6.2159824
108,-2.55601886,2.65667655,-6.34891814
108,-2.56315524,2.51355625,-6.40621525
108,-2.31174749,2.1598607,-6.55735905
108,-1.88981648,2.01689356,-6.63621042
108,-1.57234365,1.89715776,-6.69198971
108,-1.01645801,1.91752163,-6.71303315
108,-0.64361677,1.98862412,-6.70386556
109,-8.70571069,3.6235422,4.11370785
109,-8.24746003,3.77035537,4.21654731
109,-8.2534584,3.57357202,4.38174499
109,-8.09842711,3.4062804,4.58269827
109,-7.68682616,3.29322961,4.83557801
109,-7.67349759,2.83617628,5.1220565
109,-7.591781,2.80489664,5.16950386
109,-7.61648417,2.56145468,5.28547464
109,-8.18098959,2.69165572,5.00228366
109,-8.35606416,2.64628743,4.95390864
109,-8.20244859,2.14632061,5.25102534
109,-8.25326797,1.81547742,5.3548981
109,-7.87254177,1.95096152,5.44972666
109,-7.97608613,1.54888393,5.54043961
109,-7.725569,1.05433962,5.74171262
109,-7.50107749,1.17990244,5.79148421
109,-7.30843761,1.20601766,5.84741022
109,-7.5622605,1.40561682,5.72077752
109,-7.46116306,1.06511714,5.82651585
109,-7.58741378,0.80024856,5.82815496
110,-5.60964142,-6.33507832,-0.99988175
110,-5.23676953,-6.40510974,-1.05765325
110,-5.55114517,-6.26692242,-1.42192834
110,-5.1764274,-6.34932807,-1.40967474
110,-5.12931464,-6.45609431,-0.8610337
110,-5.35251016,-6.3732727,-1.10410771
110,-5.73420698,-6.29374246,-1.08098259
110,-5.46828377,-6.39702604,-0.77622552
110,-5.32261346,-6.38931595,-1.04598671
110,-5.4435663,-6.40271643,-0.77273461
110,-5.54872575,-6.38508973,-0.73043806
110,-5.72584096,-6.370839,-0.46486204
110,-5.72101523,-6.38057382,-0.32522906
110,-5.46286911,-6.44452278,-0.08597354
110,-5.48481905,-6.430059,-0.36541922
110,-5.38401764,-6.42239301,-0.71130622
110,-5.00126993,-6.53504358,-0.2000755
110,-5.00179139,-6.5377296,-0.0601036
110,-4.92068942,-6.53443597,0.49784578
110,-5.22794844,-6.44417161,0.79986941
111,-3.62139228,3.75041353,5.62634676
111,-3.59945579,3.48291453,5.79916252
111,-3.56106502,3.16150278,5.98620114
111,-3.50196486,3.05122107,6.05178573
111,-4.02860228,3.35875038,5.8018434
111,-4.17426361,3.62345442,5.61377403
111,-4.5415199,3.95988699,5.30687707
111,-4.67046079,4.20874495,5.08263366
111,-4.48614953,3.96635941,5.313813
111,-4.48495396,4.06777676,5.23683963
111,-4.52296522,3.9700382,5.30325307
111,-4.35554333,3.7150625,5.51866118
111,-3.98486188,3.65755526,5.62605621
111,-4.00924014,3.40123625,5.78040573
111,-4.16687681,3.08536059,5.92788617
111,-4.19169807,2.99510144,5.96965528
111,-4.27892159,2.73242683,6.07919001
111,-4.1636832,2.52642849,6.1873334
111,-4.05186851,2.37248831,6.26632984
111,-3.86495185,2.31888347,6.31571977
112,-7.24644736,5.68513301,-1.88454578
112,-6.67648731,5.86007886,-1.87499469
112,-6.43317568,5.81566227,-2.19809804
112,-6.12482311,5.80815355,-2.42631156
112,-5.77338467,5.98579196,-2.19938672
112,-6.01856524,5.98452059,-2.03217408
112,-5.92442271,5.99098538,-2.08168155
112,-5.81528961,5.83765763,-2.54309951
112,-6.23343174,5.69536816,-2.61703338
112,-6.58162124,5.62175417,-2.56250765
112,-6.67902948,5.58319798,-2.58370695
112,-6.89872151,5.54599046,-2.51871003
112,-7.21733941,5.43282292,-2.54203424
112,-6.99943454,5.47415774,-2.60491384
112,-7.20782269,5.13024513,-3.11326323
112,-6.60606251,5.17526884,-3.36252539
112,-6.83119781,4.73276744,-3.86453056
112,-7.0071237,4.54438781,-4.00918867
112,-7.10718588,4.30485573,-4.22376543
112,-6.93995478,3.89393746,-4.66867304
113,7.25756733,-5.61016878,-2.08756687
113,6.79767058,-5.72989191,-2.14854774
113,6.21289551,-5.86212292,-2.23282269
113,5.94767272,-5.83389077,-2.47427077
113,6.21264134,-5.58085143,-2.86441428
113,6.35552234,-5.72474985,-2.47569648
113,6.12092783,-5.77669178,-2.5026771
113,6.13464372,-5.87896781,-2.24260431
113,6.29507334,-5.80495251,-2.32283001
113,6.41127902,-5.77359525,-2.32152391
113,6.35784068,-5.67670053,-2.58254458
113,6.00440209,-5.89436795,-2.28980684
113,6.03286055,-5.75292815,-2.60863298
113,5.83835241,-5.86336093,-2.46969813
113,5.5698963,-6.03177142,-2.20494836
113,5.76446283,-5.92883645,-2.35406892
113,5.32275474,-5.97280084,-2.49854369
113,5.52217987,-6.07859277,-2.10406566
113,5.90372242,-6.05380981,-1.90732856
113,5.90896346,-6.09321232,-1.7730768
114,6.74782389,4.81862048,-3.7944189
114,6.54334245,4.94871812,-3.71569057
114,6.56799675,5.14242411,-3.43086417
114,6.78278992,5.11316978,-3.36956007
114,7.03151247,4.98683503,-3.43087955
114,7.20366844,4.85010487,-3.53599676
114,7.00704387,4.60174967,-3.9432517
114,7.0424205,4.3233456,-4.23199257
114,6.86798685,3.96533421,-4.63506351
114,6.91082309,3.91881646,-4.65864879
114,7.19398189,3.76426568,-4.67888449
114,7.34882002,3.57376316,-4.76727678
114,7.76236949,3.15732044,-4.8956851
114,7.67415756,2.85903667,-5.10908365
114,7.82302497,2.62881153,-5.17584969
114,8.29706131,2.16077187,-5.20775944
114,8.13367226,2.21084425,-5.25100101
114,8.35898067,2.00766879,-5.24415165
114,8.47984615,2.19303054,-5.11992865
114,8.72455169,2.04485652,-5.07829807
115,-13.00061858,-1.93629853,1.73110576
115,-13.1661857,-1.60501624,1.75693238
115,-13.19085038,-1.67756512,1.63894533
115,-13.23205559,-1.767335,1.45075952
115,-13.14505953,-1.88973369,1.49357259
115,-12.95149464,-2.21305611,1.47210031
115,-12.91926777,-2.21379828,1.54020364
115,-12.63972578,-1.99740821,2.25159799
115,-12.51361413,-1.89583593,2.50163376
115,-12.44770598,-1.71729871,2.70454046
115,-12.1661965,-1.51424066,3.11496242
115,-11.96188568,-1.54817599,3.29112045
115,-11.7802381,-2.02267717,3.19613433
115,-11.5843501,-2.31532077,3.17647571
115,-11.38560503,-2.60587257,3.13072319
115,-10.91434951,-2.7944201,3.37793724
115,-10.87622306,-2.85105958,3.3613096
115,-10.54689648,-2.9839172,3.50527913
115,-10.53633764,-2.83542949,3.63410744
115,-10.3211853,-2.80264534,3.80965387
116,-9.35176707,5.17380699,-0.60649356
116,-9.64719846,5.04502886,-0.52969262
116,-9.83697344,4.95818107,-0.47426671
116,-9.57839243,5.10517095,-0.02879471
116,-9.82992489,4.97819981,-0.24631449
116,-9.63421723,5.05465945,-0.49586534
116,-9.6436051,4.97894722,-0.97995139
116,-9.92957525,4.85329544,-0.89241652
116,-10.14928748,4.79677872,-0.48877888
116,-10.00209571,4.88109127,-0.40554699
116,-10.41645736,4.64287575,-0.56396699
116,-10.67052977,4.52422169,-0.25761727
116,-10.84948532,4.41621436,-0.26309274
116,-10.66746455,4.48433238,-0.66487825
116,-10.69833915,4.40188333,-1.00489205
116,-10.70447498,4.30735587,-1.34172995
116,-10.66470982,4.26337245,-1.54584813
116,-10.62446376,4.23697444,-1.68173721
116,-11.21815742,3.78248975,-1.7975003
116,-11.29715912,3.7411503,-1.75992709
117,6.85797156,6.10260844,0.01505779
117,6.1367427,6.29125864,-0.07184669
117,5.76029918,6.37983912,-0.04889928
117,6.10502728,6.29786674,-0.13796726
117,6.22827903,6.23091953,-0.69121411
117,6.40524095,6.17486383,-0.78375935
117,6.95980402,6.00460696,-0.91377092
117,7.07476857,5.93858071,-1.10461378
117,7.1544005,5.96902361,-0.75788883
117,6.79824502,6.06634055,-0.80341675
117,6.72869423,6.05483648,-1.01001169
117,6.5546452,6.06790689,-1.19985939
117,6.34213862,6.10810306,-1.27882618
117,6.55722596,5.9389467,-1.72615439
117,6.82912671,5.77410372,-2.00012084
117,7.31157531,5.50166419,-2.31665876
117,7.19529947,5.45394661,-2.51224656
117,7.30077965,5.30716277,-2.7401966
117,6.85779277,5.42785699,-2.78945122
117,6.55688675,5.62665719,-2.5675938
118,10.2825,4.61864217,-1.11161725
118,10.72160159,4.3501292,-1.15680196
118,10.71760921,4.31437209,-1.2920552
118,10.86279018,4.12480847,-1.5766745
118,10.8508979,3.99414616,-1.90034211
118,10.97929515,3.84280532,-2.02401007
118,11.2505831,3.61380477,-2.07280246
118,10.92852679,3.76904638,-2.22173691
118,11.24775069,3.70074586,-1.91742176
118,10.76072714,3.93762034,-2.13233062
118,10.85739239,3.75418372,-2.33138633
118,10.96245845,3.55655189,-2.51138703
118,11.12641658,3.47311518,-2.44707672
118,11.5173271,3.22871403,-2.32662843
118,11.48479893,3.12284108,-2.50453828
118,11.29944763,2.96590288,-2.87820099
118,11.01289938,3.00274581,-3.10846094
118,10.96915922,3.11091895,-3.03999503
118,10.77313632,3.33503452,-2.97698307
118,10.89988937,3.22509592,-2.98276033
119,11.03364106,4.13197019,1.22127538
119,11.0575346,4.18758687,0.94702078
119,11.18318908,4.1567444,0.67494185
119,11.32035405,4.07716937,0.58231089
119,11.24348975,4.16338535,-0.24941327
119,10.99118779,4.33565022,0.02418494
119,10.77843362,4.46475906,0.14922685
119,11.20831052,4.1664911,0.48352422
119,11.17740241,4.20584313,0.27803314
119,11.33353427,4.10471004,-0.19775171
119,11.36100358,4.07040227,-0.40462921
119,11.58194626,3.85946882,-0.75440749
119,11.88588232,3.63732187,-0.67181841
119,12.02056549,3.57293764,-0.33259273
119,12.39597777,3.21823161,-0.47740871
119,12.70691496,2.93123244,-0.20360364
119,12.86235652,2.73612715,-0.39186016
119,12.54215204,3.05089295,-0.60469646
119,12.41671937,3.19898602,-0.47197299
119,12.55745685,3.09141108,-0.14403798
120,0.93988039,-0.18279746,6.98181504
120,0.60187289,0.23356569,6.98962691
120,0.40861493,0.31276979,6.99002386
120,0.11025663,0.40595415,6.98800129
120,1.00E-08,1.00E-08,7
120,0.34238846,0.30514089,6.99125036
120,0.73215116,0.03741276,6.99032109
120,0.78627845,-0.1786764,6.98666704
120,0.78712945,0.14818154,6.98735637
120,0.39987535,0.24071203,6.99300241
120,0.45309052,0.6129825,6.96942822
120,0.36513165,0.85223908,6.94552793
120,0.29920671,0.72870677,6.96035957
120,0.27386338,0.46333206,6.98330675
120,-0.17260804,0.54518084,6.97820389
120,-0.20942358,0.59263298,6.97408213
120,-0.55152735,1.09447792,6.90840593
120,-0.91308884,1.52102347,6.81748156
120,-1.24289771,1.31129016,6.84794271
120,-1.32464725,0.80127359,6.9223759
121,-6.73379377,-5.74543736,-2.15730268
121,-6.21504173,-5.81020784,-2.36321792
121,-6.0041332,-5.83216741,-2.44405797
121,-5.73247235,-5.83452552,-2.59672913
121,-5.51105732,-5.80852306,-2.76913735
121,-5.81464254,-5.79598579,-2.63704981
121,-5.49902522,-5.89702202,-2.58172649
121,-5.26966329,-5.9226222,-2.64200841
121,-5.02861507,-5.96715452,-2.65919623
121,-4.44269476,-6.25786009,-2.21467898
121,-4.30561708,-6.31711469,-2.11174748
121,-4.21356906,-6.28830228,-2.24024851
121,-4.53526457,-6.3081046,-2.01634822
121,-4.21085894,-6.28935981,-2.23855309
121,-4.07387821,-6.3721,-2.06087863
121,-3.65252222,-6.54927861,-1.66484835
121,-3.04304703,-6.58798789,-1.81201042
121,-3.1067885,-6.5438029,-1.94051796
121,-3.04566362,-6.58777376,-1.81168988
121,-3.15477923,-6.45351324,-2.20544979
122,-2.85337707,-5.67896861,3.83586697
122,-3.03351422,-5.61720348,3.89184698
122,-2.7804321,-5.76403695,3.72064206
122,-2.63600507,-5.8329749,3.6385812
122,-2.40175976,-5.8567475,3.64093342
122,-2.17508305,-5.89127275,3.62079534
122,-1.86143553,-5.8555662,3.721036
122,-1.96185931,-6.12954309,3.23519374
122,-2.34077855,-5.9724259,3.45836924
122,-2.93630592,-5.94987967,3.38281817
122,-3.23955815,-6.02665572,3.17107814
122,-3.53256447,-6.13254547,2.87613163
122,-4.12696408,-6.16073025,2.60527247
122,-4.49786681,-5.95677277,2.90846293
122,-4.53066216,-5.89004484,3.02913303
122,-4.38549087,-5.78384105,3.277049
122,-4.10329031,-5.92698445,3.10831264
122,-3.9768182,-5.99714584,3.013382
122,-3.63238729,-6.16235841,2.77970853
122,-3.39358874,-6.4170342,2.2231871
123,12.21626903,-3.29991569,-0.89512524
123,12.04230268,-3.29543175,-1.37326841
123,11.9219379,-3.35733993,-1.48159298
123,11.93387423,-3.2264678,-1.72787933
123,11.8620197,-3.27628072,-1.75758551
123,11.81791803,-3.50868465,-1.3316664
123,11.92233373,-3.51429198,-1.05557637
123,11.81259604,-3.64657328,-0.9045148
123,11.71828551,-3.79517807,-0.51678776
123,11.67702218,-3.8421646,-0.38672908
123,11.97927934,-3.60442316,-0.36379983
123,12.34014246,-3.24115578,-0.65202012
123,12.28752729,-3.24263623,-0.8599294
123,12.29808502,-3.19477543,-0.99130528
123,12.56210361,-2.84959083,-1.19508172
123,12.50419499,-2.81961087,-1.40038262
123,12.39133148,-2.83750834,-1.60070997
123,12.43875383,-2.53120462,-1.97796713
123,12.32629636,-2.71308014,-1.9117533
123,12.13957582,-2.80640615,-2.06924123
124,7.71350717,4.20746508,-4.05249176
124,7.41868089,3.89243873,-4.48215508
124,7.01215844,3.63880885,-4.84422116
124,6.99445654,3.43942577,-4.99397084
124,6.69961003,3.45460515,-5.08374956
124,6.92894706,3.36616395,-5.06619812
124,6.73370452,3.37778236,-5.12395279
124,6.63155344,3.23356625,-5.24877834
124,6.94106603,3.49636884,-4.97300769
124,6.93673012,3.19480154,-5.17336322
124,6.7899598,2.94997068,-5.36393368
124,6.43630005,2.67998597,-5.60902716
124,6.10914036,2.92250367,-5.57929864
124,5.83551676,2.628585,-5.794586
124,5.64016476,2.61543745,-5.84864278
124,5.54023567,2.5915102,-5.8830708
124,5.44093703,2.39878123,-5.98706102
124,5.49136977,2.06826817,-6.09782595
124,5.76697917,1.95823052,-6.07048771
124,5.68754929,2.29376933,-5.9708934
125,2.48283539,-2.65165216,6.35827201
125,2.55990437,-3.1683199,6.10929386
125,2.8705384,-3.09632521,6.11169146
125,3.07078708,-3.24239685,6.0107761
125,3.39242206,-3.2732732,5.95050844
125,2.84162607,-3.45902919,5.9174663
125,2.82003698,-3.82433206,5.69089907
125,2.55923222,-3.92897858,5.65028406
125,2.55304209,-4.30002618,5.37403656
125,2.90133624,-4.38264287,5.26193914
125,3.12297845,-4.48631415,5.14147223
125,3.27372321,-5.01610993,4.59992666
125,3.31841159,-5.28356056,4.2814745
125,3.16930853,-5.40708343,4.15359117
125,3.41339302,-5.47520399,4.01364276
125,3.13945781,-5.42234219,4.1393425
125,3.10416033,-5.29631507,4.30582092
125,3.53758058,-5.28231591,4.23892905
125,3.90534278,-5.16287562,4.30485654
125,3.69250973,-5.01933963,4.5163672
126,-5.50035833,-2.71804343,-5.83513106
126,-5.64649151,-3.23333017,-5.52945381
126,-6.01810778,-3.22025897,-5.43833861
126,-6.298258,-3.29260201,-5.31429756
126,-6.63053768,-3.41943661,-5.12995573
126,-6.81392875,-3.54046849,-4.98574734
126,-6.73799364,-3.68291615,-4.90774786
126,-6.27407754,-4.00237657,-4.81040223
126,-6.18770614,-4.02911553,-4.81604623
126,-6.12783793,-4.31769132,-4.57929495
126,-5.98784759,-4.39579806,-4.55119542
126,-5.96965657,-4.10389623,-4.82170466
126,-5.92631935,-4.00836252,-4.91454114
126,-6.11227416,-3.89098655,-4.95179259
126,-6.83006259,-3.62122526,-4.92181764
126,-7.38600829,-3.80963268,-4.56600693
126,-7.3405924,-4.19089823,-4.23854902
126,-7.1369405,-4.376564,-4.13662999
126,-7.02758542,-4.6102448,-3.92414368
126,-7.41978896,-4.73788929,-3.57618344
127,11.32745206,0.63518358,-4.06432642
127,10.9957456,0.63606878,-4.28588511
127,11.27965591,0.41976746,-4.12506193
127,11.19170964,0.26378621,-4.19724024
127,11.10083432,0.35978815,-4.25010845
127,10.43355341,0.50330091,-4.64025096
127,10.14590182,0.29925958,-4.81410561
127,9.99750915,0.16874774,-4.89734386
127,9.8268679,0.11888654,-4.98437888
127,9.46666998,-0.34056807,-5.14582873
127,8.91967496,-0.6222339,-5.35935394
127,8.52488471,-0.98347814,-5.46482899
127,8.64204398,-1.06248109,-5.40369345
127,8.89828155,-1.36608786,-5.22866621
127,9.0594174,-0.56790658,-5.30652629
127,9.19240766,-0.16157215,-5.27719668
127,9.12688946,-0.43557723,-5.29010819
127,9.05538047,-0.7998728,-5.27827857
127,9.16625846,-0.9318181,-5.20832425
127,9.44037867,-0.8707444,-5.09525435
128,-5.35540473,4.26898992,4.85856307
128,-5.63911756,4.00130245,5.00396512
128,-5.335057,3.7960672,5.24158044
128,-5.04925208,4.03893951,5.12964239
128,-4.81884813,4.50470549,4.78563519
128,-4.60519693,4.61272573,4.7350609
128,-4.55339314,4.52035714,4.83559966
128,-4.35613232,4.54115478,4.8614752
128,-4.48458227,3.92800714,5.34255467
128,-4.22137048,3.84826624,5.45305921
128,-4.3289799,3.60723228,5.59489576
128,-3.86880446,3.55322032,5.712505
128,-3.45483793,3.57916649,5.76242926
128,-3.32862771,3.30182722,5.9437359
128,-3.66323567,3.14790113,5.9779507
128,-3.87071457,3.1096735,5.96525967
128,-3.77451446,2.68932878,6.18108169
128,-3.41908638,2.57393885,6.28110666
128,-3.42468929,2.35206257,6.3667635
128,-3.25750017,2.38399093,6.37681428
129,2.9533389,-6.54027671,-2.01102656
129,2.89958805,-6.58469263,-1.88146758
129,2.74655009,-6.68518136,-1.55642725
129,2.71427333,-6.74612277,-1.28374752
129,3.01917918,-6.73924917,-1.14177926
129,2.57908056,-6.83354286,-0.79986112
129,2.33182633,-6.87289675,-0.63556014
129,2.23811854,-6.88514738,-0.58519385
129,2.19258699,-6.90679907,-0.30702958
129,1.90581051,-6.91322571,-0.54706659
129,1.52375153,-6.92975888,-0.6308623
129,1.42283503,-6.96375384,-0.00419718
129,1.01310255,-6.98154612,0.03767657
129,0.74688433,-6.98073113,-0.36046334
129,0.7808042,-6.95305706,-0.70893138
129,0.55988278,-6.94918112,-0.79404951
129,-0.02815519,-6.98822662,-0.40557432
129,-0.0256301,-6.99885781,-0.12579778
129,0.08988201,-6.99985552,0.00172843
129,-0.00761081,-6.99706903,-0.20251036
130,-10.86451688,-2.47858342,3.65338096
130,-10.8305558,-2.64169748,3.5631727
130,-10.82006608,-3.04171431,3.23720814
130,-11.0660375,-2.96148812,3.10085337
130,-10.95604273,-2.93047312,3.22546264
130,-11.00399706,-2.71529888,3.36974245
130,-10.85590117,-2.9941837,3.25149448
130,-10.69730489,-2.53648357,3.73606319
130,-10.65779852,-2.69927524,3.64921167
130,-10.58978571,-2.74711038,3.66298979
130,-10.27304822,-2.99570866,3.69348747
130,-10.04694374,-2.70940243,4.05263727
130,-9.76335786,-2.88253124,4.10612037
130,-9.62769599,-3.14460831,3.99228081
130,-9.58203762,-3.24952374,3.93531882
130,-9.34976831,-3.61057994,3.75621759
130,-9.40436517,-3.35674869,3.95243181
130,-9.31784403,-3.35482228,4.00494857
130,-9.26429978,-3.06234279,4.2620704
130,-9.33621072,-2.90558547,4.33201632
131,-13.53529601,0.94716659,-1.51717367
131,-13.09675282,0.91076203,-2.29984324
131,-12.9045626,1.07340544,-2.49316402
131,-12.79712035,1.09280666,-2.61996208
131,-12.50845465,1.14983929,-2.92617672
131,-12.71287361,0.78968849,-2.82349132
131,-12.97649749,0.82137974,-2.49558882
131,-13.13160942,0.6085352,-2.34944534
131,-12.93692623,0.45133872,-2.63728616
131,-12.80514733,0.58862293,-2.76777411
131,-12.64370739,0.54829469,-2.95525613
131,-12.35215821,0.34922542,-3.27629188
131,-12.25792048,0.19168577,-3.37625575
131,-12.19911338,0.16272071,-3.43058744
131,-12.17301488,0.3449635,-3.4402656
131,-12.25324071,0.17270854,-3.38152256
131,-12.22634986,-0.56158504,-3.36358656
131,-12.25567293,-0.79859441,-3.28814039
131,-12.24418248,-0.86000201,-3.28335124
131,-11.72424428,-1.3454813,-3.58122941
132,-3.8399483,4.80312011,-4.71632658
132,-3.55978698,4.75160147,-4.82226738
132,-3.97404264,4.60453578,-4.88364582
132,-4.4165475,4.48478129,-4.90002692
132,-4.43178028,4.28503099,-5.07231114
132,-4.67142261,4.20330761,-5.08691044
132,-4.7174855,4.05474661,-5.19570617
132,-4.97071285,4.27529894,-4.95427315
132,-4.99593319,3.92021488,-5.23374419
132,-5.34414674,3.85148367,-5.19866304
132,-5.74111427,3.72516399,-5.18488717
132,-5.51811079,3.21148483,-5.57440387
132,-5.79347125,3.60359057,-5.25576424
132,-5.60818473,3.19456486,-5.56163837
132,-5.23353568,3.08735807,-5.71145745
132,-5.42274487,3.33748628,-5.52355364
132,-5.60988752,3.02758035,-5.65385247
132,-6.08039296,2.79330449,-5.65284489
132,-5.85950945,2.54898357,-5.82402095
132,-5.70674326,2.30782714,-5.96088955
133,-6.62315701,-5.91117099,1.75826772
133,-6.44422177,-6.00562719,1.59701079
133,-5.75740618,-6.20122236,1.50263428
133,-5.47933522,-6.31110457,1.29003118
133,-5.51195736,-6.27504216,1.42422871
133,-5.27025685,-6.31495731,1.47560575
133,-5.09656521,-6.38856311,1.30096779
133,-4.55504,-6.44549667,1.50614586
133,-4.26855734,-6.55601724,1.20974894
133,-4.63808506,-6.50771857,1.12767051
133,-4.99536594,-6.4283937,1.19888874
133,-4.79624526,-6.4124776,1.4591569
133,-4.42276631,-6.46342256,1.52772817
133,-4.2551538,-6.55940959,1.20314688
133,-4.46837295,-6.47414594,1.44701248
133,-4.54373316,-6.41365198,1.64429026
133,-4.35508257,-6.41977338,1.74494233
133,-4.27242768,-6.44653925,1.69667973
133,-4.12739489,-6.56122123,1.3005879
133,-3.99560828,-6.62814714,1.03751826
134,8.35202701,2.90979374,-4.80562291
134,8.38489956,2.70860772,-4.9078314
134,8.55254158,2.58408525,-4.90265352
134,8.44993475,2.18391819,-5.13616121
134,8.5243831,2.04549948,-5.16233039
134,8.68000505,1.82115147,-5.18148486
134,8.53695095,1.68933136,-5.28453183
134,8.14346636,1.60621043,-5.46269869
134,8.11488518,1.33475826,-5.54577136
134,8.33758857,1.59349845,-5.39276524
134,7.95259228,1.78807597,-5.47648184
134,7.97785618,1.96942725,-5.40460998
134,7.86356108,2.03839274,-5.42089077
134,7.42970126,1.5805871,-5.71853383
134,7.26624051,1.40842684,-5.81521892
134,7.51658328,1.65802588,-5.66799737
134,7.59722294,1.69434663,-5.63025225
134,7.46225966,1.89101034,-5.61273107
134,7.47229339,1.49515353,-5.72762811
134,7.58331795,1.17345851,-5.76596196
135,-3.95354999,5.03636621,4.44155108
135,-4.1124742,4.96688749,4.48351622
135,-4.64176663,5.14669069,4.13824547
135,-4.42983367,4.71586032,4.67491228
135,-4.3268767,4.48047322,4.92391047
135,-4.34581951,4.38156899,5.0080252
135,-4.05036191,4.50935849,4.95624133
135,-4.24777443,4.33627769,5.06811591
135,-4.29955411,4.08372863,5.26323276
135,-4.24472174,3.76972299,5.50316026
135,-4.42272755,3.76039458,5.4744226
135,-4.02091202,3.92888596,5.43340793
135,-3.78541424,4.06599386,5.37450962
135,-3.12104307,4.37109367,5.240068
135,-3.1906512,4.22289308,5.34996357
135,-3.48295061,3.91087247,5.53826149
135,-3.65890685,3.8109461,5.57940768
135,-3.74496307,3.96887837,5.45360591
135,-3.78466531,3.65671239,5.66105393
135,-3.84314108,3.56760945,5.70786558
136,4.11574797,-2.62750855,6.15315801
136,3.87951446,-2.69178163,6.16373698
136,4.021265,-2.99771306,5.99758896
136,3.79505601,-3.14639916,5.9581507
136,3.88409335,-3.60570406,5.67691403
136,3.8020325,-3.79310389,5.56762967
136,3.45764911,-3.91841334,5.53689467
136,3.65472581,-4.17136487,5.31605681
136,3.66141895,-4.32526804,5.19042958
136,3.73197886,-4.52515274,5.00410592
136,3.90260342,-4.80389427,4.70266111
136,3.52483449,-5.09172474,4.46858195
136,3.51074749,-5.18217354,4.36620435
136,3.07825866,-5.39903977,4.18108246
