Sat Dec 30 02:22:00 PM AEDT 2023
# hypergraphs = ["../Model_1/H/", "../Model_3/H/", "../Model_4/H/"]
# load_model = nothing
# 0W = false
# early_stop = 100
# weigh_edges = false
# nFilters = 64
# kernel_sizes = [2, 5, 10, 15, 20]
# 0V = true
# nFilters2 = 32
# pre = nothing
# pred = pred_0V_134.tsv
# pair_files = false
# weigh_nodes = false
# model = 8
# edge_values = String[]
# node_values = ["../Model_1/nodeCents/", "../Model_3/nodeCents/", "../Model_4/nodeCents/"]
# cv = true
# epochs = 500
# save_model = models/model_0V_134.bson
# sample = nothing
# 0H = false
# Reading label 1 from 989 hypergraphs matching:
# ../Model_1/H/
# ../Model_1/nodeCents/
# Reading label 2 from 970 hypergraphs matching:
# ../Model_3/H/
# ../Model_3/nodeCents/
# Reading label 3 from 1017 hypergraphs matching:
# ../Model_4/H/
# ../Model_4/nodeCents/
# num label 1 = 989
# num label 2 = 970
# num label 3 = 1017
# test=1, eval=2
Epoch	CE	Acc	AUC	TestAUC	Time
80	0.0109997680	0.9994407159	1.0000000000	0.9792130668	2023-12-30T21:12:43.406
90	0.0054491889	1.0000000000	1.0000000000	0.9783874089	2023-12-30T21:14:48.214
100	0.0033499869	1.0000000000	1.0000000000	0.9784051347	2023-12-30T21:16:53.527
110	0.0017699557	1.0000000000	1.0000000000	0.9782540511	2023-12-30T21:18:59.227
120	0.0014624649	1.0000000000	1.0000000000	0.9779317473	2023-12-30T21:21:06.818
eval AUC = 0.9739037822132558
eval Acc = 0.8817567567567568
# test=4, eval=1
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.0978426933	0.3834080717	0.6105667116	0.6019033462	2023-12-30T21:23:18.006
10	0.2118066996	0.9204035874	0.9882642289	[1m0.9748133718[0m	2023-12-30T21:25:25.446
20	0.1300100684	0.9495515695	0.9959179946	[1m0.9755053071[0m	2023-12-30T21:27:32.745
30	0.0715686902	0.9815022422	0.9986966568	[1m0.9766425470[0m	2023-12-30T21:29:40.319
40	0.0420595855	0.9910313901	0.9998053037	[1m0.9768097556[0m	2023-12-30T21:31:47.024
50	0.0205611140	0.9994394619	0.9999990577	0.9759278216	2023-12-30T21:33:52.637
60	0.0101295533	1.0000000000	1.0000000000	0.9757968606	2023-12-30T21:35:58.406
70	0.0052014668	1.0000000000	1.0000000000	0.9760541570	2023-12-30T21:38:04.059
80	0.0029126711	1.0000000000	1.0000000000	0.9760280339	2023-12-30T21:40:09.631
90	0.0013643167	1.0000000000	1.0000000000	0.9761633537	2023-12-30T21:42:15.982
100	0.0007769922	1.0000000000	1.0000000000	0.9761995074	2023-12-30T21:44:22.729
110	0.0006278973	1.0000000000	1.0000000000	0.9763876600	2023-12-30T21:46:28.688
120	0.0002460591	1.0000000000	1.0000000000	0.9763137922	2023-12-30T21:48:34.530
130	0.0001888724	1.0000000000	1.0000000000	0.9759743492	2023-12-30T21:50:41.523
140	0.0000986332	1.0000000000	1.0000000000	0.9761048385	2023-12-30T21:52:49.362
eval AUC = 0.9748373235605424
eval Acc = 0.8875838926174496
# test=4, eval=2
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.0963330269	0.3413677130	0.5616784098	0.5400229544	2023-12-30T21:55:00.840
10	0.2200836241	0.9147982063	0.9853251473	[1m0.9737144506[0m	2023-12-30T21:57:09.095
20	0.1490554065	0.9433856502	0.9934079771	[1m0.9765782282[0m	2023-12-30T21:59:16.942
30	0.0991772562	0.9708520179	0.9974186184	[1m0.9770704257[0m	2023-12-30T22:01:25.767
40	0.0669222623	0.9820627803	0.9992571769	0.9769945561	2023-12-30T22:03:33.758
50	0.0442787185	0.9915919283	0.9998309624	0.9764397611	2023-12-30T22:05:40.285
60	0.0193468668	0.9994394619	0.9999995235	0.9760797020	2023-12-30T22:07:46.672
70	0.0091556720	1.0000000000	1.0000000000	0.9764370126	2023-12-30T22:09:53.071
80	0.0046154018	1.0000000000	1.0000000000	0.9767638914	2023-12-30T22:11:58.802
90	0.0025646312	1.0000000000	1.0000000000	0.9770275198	2023-12-30T22:14:04.615
100	0.0013241386	1.0000000000	1.0000000000	0.9769766496	2023-12-30T22:16:10.656
110	0.0007862788	1.0000000000	1.0000000000	0.9769777043	2023-12-30T22:18:16.947
120	0.0004823551	1.0000000000	1.0000000000	[1m0.9771028348[0m	2023-12-30T22:20:23.283
130	0.0002596093	1.0000000000	1.0000000000	0.9769361600	2023-12-30T22:22:29.710
140	0.0001655196	1.0000000000	1.0000000000	0.9763770786	2023-12-30T22:24:36.130
150	0.0000861128	1.0000000000	1.0000000000	0.9764891570	2023-12-30T22:26:42.439
160	0.0000537121	1.0000000000	1.0000000000	0.9761932542	2023-12-30T22:28:48.999
170	0.0000322518	1.0000000000	1.0000000000	0.9763107188	2023-12-30T22:30:55.386
180	0.0000199596	1.0000000000	1.0000000000	0.9766396439	2023-12-30T22:33:01.765
190	0.0000138437	1.0000000000	1.0000000000	0.9763012799	2023-12-30T22:35:08.411
200	0.0000096677	1.0000000000	1.0000000000	0.9763071370	2023-12-30T22:37:15.038
210	0.0000049908	1.0000000000	1.0000000000	0.9761781573	2023-12-30T22:39:21.759
220	0.0000025740	1.0000000000	1.0000000000	0.9762608091	2023-12-30T22:41:29.887
eval AUC = 0.9774018207743927
eval Acc = 0.9060402684563759
# test=4, eval=3
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.0925458670	0.3262331839	0.6693461677	0.6474778969	2023-12-30T22:43:44.156
10	0.2203999609	0.9176008969	0.9853316069	[1m0.9752891242[0m	2023-12-30T22:45:54.246
20	0.1603890359	0.9489910314	0.9933355217	[1m0.9778424034[0m	2023-12-30T22:48:04.352
30	0.1041593179	0.9658071749	0.9973113017	0.9775101024	2023-12-30T22:50:14.528
40	0.0601494163	0.9865470852	0.9992157008	0.9773838549	2023-12-30T22:52:24.657
50	0.0402100012	0.9960762332	0.9997811349	0.9772802423	2023-12-30T22:54:33.542
60	0.0214813408	0.9994394619	0.9999652164	[1m0.9779291994[0m	2023-12-30T22:56:41.842
70	0.0115743419	0.9994394619	1.0000000000	0.9777237083	2023-12-30T22:58:50.034
80	0.0061772307	1.0000000000	1.0000000000	0.9777195791	2023-12-30T23:00:58.150
90	0.0031681072	1.0000000000	1.0000000000	[1m0.9779326907[0m	2023-12-30T23:03:05.827
100	0.0021840399	1.0000000000	1.0000000000	0.9778814874	2023-12-30T23:05:13.267
110	0.0010203600	1.0000000000	1.0000000000	0.9779266493	2023-12-30T23:07:20.734
120	0.0005811903	1.0000000000	1.0000000000	0.9777717892	2023-12-30T23:09:28.530
130	0.0003286256	1.0000000000	1.0000000000	0.9778145442	2023-12-30T23:11:36.393
140	0.0003511179	1.0000000000	1.0000000000	0.9778018452	2023-12-30T23:13:44.464
150	0.0001306158	1.0000000000	1.0000000000	0.9775812147	2023-12-30T23:15:52.657
160	0.0000702302	1.0000000000	1.0000000000	0.9773545393	2023-12-30T23:18:00.507
170	0.0000573854	1.0000000000	1.0000000000	0.9772100859	2023-12-30T23:20:08.423
180	0.0000252144	1.0000000000	1.0000000000	0.9771683409	2023-12-30T23:22:16.191
190	0.0000143877	1.0000000000	1.0000000000	0.9771692301	2023-12-30T23:24:23.849
eval AUC = 0.9782543824769063
eval Acc = 0.9093959731543624
# test=4, eval=5
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.0908861160	0.3255033557	0.7767596466	0.7772625162	2023-12-30T23:26:35.242
10	0.2226796746	0.9200223714	0.9847234713	[1m0.9744653913[0m	2023-12-30T23:28:43.035
20	0.1419420093	0.9530201342	0.9937553049	[1m0.9779972232[0m	2023-12-30T23:30:50.421
30	0.0979539081	0.9759507830	0.9973477819	[1m0.9790574377[0m	2023-12-30T23:32:57.353
40	0.0563205704	0.9893736018	0.9994076999	[1m0.9796532232[0m	2023-12-30T23:35:03.862
50	0.0320992656	0.9955257271	0.9999162464	[1m0.9800671466[0m	2023-12-30T23:37:09.824
60	0.0165685304	0.9988814318	0.9999990502	0.9798463724	2023-12-30T23:39:15.635
70	0.0079275854	1.0000000000	1.0000000000	0.9799031068	2023-12-30T23:41:21.039
80	0.0040443451	1.0000000000	1.0000000000	0.9800466505	2023-12-30T23:43:25.241
90	0.0023613626	1.0000000000	1.0000000000	[1m0.9800940284[0m	2023-12-30T23:45:28.446
100	0.0011862880	1.0000000000	1.0000000000	[1m0.9802829368[0m	2023-12-30T23:47:30.766
110	0.0007410869	1.0000000000	1.0000000000	0.9799372563	2023-12-30T23:49:32.062
120	0.0004251992	1.0000000000	1.0000000000	0.9799460493	2023-12-30T23:51:32.429
130	0.0002697699	1.0000000000	1.0000000000	0.9801809390	2023-12-30T23:53:32.468
140	0.0001420614	1.0000000000	1.0000000000	0.9801546735	2023-12-30T23:55:31.970
150	0.0000914488	1.0000000000	1.0000000000	0.9800143706	2023-12-30T23:57:31.107
160	0.0000484595	1.0000000000	1.0000000000	0.9799764823	2023-12-30T23:59:30.439
170	0.0000298024	1.0000000000	1.0000000000	0.9799110519	2023-12-31T00:01:29.767
180	0.0000173163	1.0000000000	1.0000000000	0.9794076026	2023-12-31T00:03:28.902
190	0.0000102047	1.0000000000	1.0000000000	0.9794271970	2023-12-31T00:05:28.163
200	0.0002225189	1.0000000000	1.0000000000	0.9793410314	2023-12-31T00:07:27.514
eval AUC = 0.9730745293224604
eval Acc = 0.8733108108108109
# test=5, eval=1
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.0995651484	0.3255033557	0.6309357351	0.6421854275	2023-12-31T00:09:30.483
10	0.2129390985	0.9256152125	0.9867138969	[1m0.9700428885[0m	2023-12-31T00:11:29.833
20	0.1605908722	0.9440715884	0.9928752814	[1m0.9707517825[0m	2023-12-31T00:13:29.506
30	0.1030074060	0.9686800895	0.9972587316	[1m0.9729143196[0m	2023-12-31T00:15:29.019
40	0.0615054406	0.9848993289	0.9993061796	[1m0.9741224587[0m	2023-12-31T00:17:28.458
50	0.0419770218	0.9927293065	0.9998702224	0.9720182472	2023-12-31T00:19:28.063
60	0.0236184765	0.9972035794	1.0000000000	0.9722975500	2023-12-31T00:21:27.690
70	0.0101398444	1.0000000000	1.0000000000	0.9722867271	2023-12-31T00:23:27.538
80	0.0059013539	1.0000000000	1.0000000000	0.9723148323	2023-12-31T00:25:27.265
90	0.0040046643	1.0000000000	1.0000000000	0.9718996049	2023-12-31T00:27:26.848
100	0.0016355099	1.0000000000	1.0000000000	0.9717526815	2023-12-31T00:29:26.704
110	0.0009124184	1.0000000000	1.0000000000	0.9720640923	2023-12-31T00:31:26.498
120	0.0005715131	1.0000000000	1.0000000000	0.9712028922	2023-12-31T00:33:26.193
130	0.0003332096	1.0000000000	1.0000000000	0.9715101452	2023-12-31T00:35:26.102
140	0.0005917014	1.0000000000	1.0000000000	0.9717613135	2023-12-31T00:37:25.887
eval AUC = 0.9776746164934095
eval Acc = 0.9043624161073825
# test=5, eval=2
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.1006584167	0.3081655481	0.4744503875	0.4560655798	2023-12-31T00:39:29.255
10	0.2127733678	0.9217002237	0.9876294242	[1m0.9722351646[0m	2023-12-31T00:41:29.321
20	0.1641287208	0.9384787472	0.9936955711	[1m0.9766158397[0m	2023-12-31T00:43:29.674
30	0.1076778695	0.9647651007	0.9976141953	[1m0.9777485843[0m	2023-12-31T00:45:29.555
40	0.0533989258	0.9927293065	0.9994808992	[1m0.9806217176[0m	2023-12-31T00:47:29.368
50	0.0349626206	0.9960850112	0.9999251836	0.9802957433	2023-12-31T00:49:29.298
60	0.0250888150	0.9983221477	1.0000000000	[1m0.9812581418[0m	2023-12-31T00:51:29.373
70	0.0099863335	1.0000000000	1.0000000000	0.9808723111	2023-12-31T00:53:29.598
80	0.0040792725	1.0000000000	1.0000000000	0.9807197715	2023-12-31T00:55:29.733
90	0.0026932806	1.0000000000	1.0000000000	0.9809282045	2023-12-31T00:57:29.727
100	0.0013429180	1.0000000000	1.0000000000	0.9807843925	2023-12-31T00:59:29.819
110	0.0008158699	1.0000000000	1.0000000000	0.9805375953	2023-12-31T01:01:29.866
120	0.0004091779	1.0000000000	1.0000000000	0.9804899378	2023-12-31T01:03:30.178
130	0.0003103500	1.0000000000	1.0000000000	0.9803165164	2023-12-31T01:05:30.251
140	0.0001836830	1.0000000000	1.0000000000	0.9801649874	2023-12-31T01:07:30.456
150	0.0000841194	1.0000000000	1.0000000000	0.9801131264	2023-12-31T01:09:30.559
160	0.0000524404	1.0000000000	1.0000000000	0.9802240257	2023-12-31T01:11:30.809
eval AUC = 0.9818632653605975
eval Acc = 0.9026845637583892
# test=5, eval=3
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.1124050617	0.3081655481	0.3222109039	0.2850067537	2023-12-31T01:13:34.651
10	0.2166961581	0.9211409396	0.9873929364	[1m0.9714633284[0m	2023-12-31T01:15:35.223
20	0.1724101007	0.9345637584	0.9939881862	[1m0.9751025928[0m	2023-12-31T01:17:35.914
30	0.1355165094	0.9429530201	0.9976759546	[1m0.9764774041[0m	2023-12-31T01:19:36.552
40	0.0723202676	0.9804250559	0.9993141829	[1m0.9767349011[0m	2023-12-31T01:21:37.460
50	0.0293742400	0.9972035794	0.9999133728	0.9758274586	2023-12-31T01:23:38.462
60	0.0200033952	0.9983221477	0.9999933866	[1m0.9770748204[0m	2023-12-31T01:25:39.555
70	0.0088219494	1.0000000000	1.0000000000	0.9769882842	2023-12-31T01:27:40.783
80	0.0046171588	1.0000000000	1.0000000000	0.9769625122	2023-12-31T01:29:42.149
90	0.0025495698	1.0000000000	1.0000000000	0.9769695607	2023-12-31T01:31:43.485
100	0.0015939266	1.0000000000	1.0000000000	0.9762600807	2023-12-31T01:33:45.008
110	0.0008734305	1.0000000000	1.0000000000	0.9770464513	2023-12-31T01:35:46.631
120	0.0005146746	1.0000000000	1.0000000000	[1m0.9771920883[0m	2023-12-31T01:37:48.345
130	0.0004196148	1.0000000000	1.0000000000	[1m0.9774451425[0m	2023-12-31T01:39:50.004
140	0.0002155281	1.0000000000	1.0000000000	0.9773060930	2023-12-31T01:41:51.782
150	0.0001201370	1.0000000000	1.0000000000	0.9768716775	2023-12-31T01:43:53.743
160	0.0000622423	1.0000000000	1.0000000000	0.9769960164	2023-12-31T01:45:55.778
170	0.0000499667	1.0000000000	1.0000000000	0.9772775724	2023-12-31T01:47:57.940
180	0.0000255235	1.0000000000	1.0000000000	0.9772930816	2023-12-31T01:50:00.007
190	0.0000145568	1.0000000000	1.0000000000	0.9769781637	2023-12-31T01:52:02.182
200	0.0000085818	1.0000000000	1.0000000000	0.9772466462	2023-12-31T01:54:04.331
210	0.0000046486	1.0000000000	1.0000000000	0.9770818540	2023-12-31T01:56:06.624
220	0.0000028451	1.0000000000	1.0000000000	0.9772231202	2023-12-31T01:58:08.790
230	0.0000017538	1.0000000000	1.0000000000	0.9766057265	2023-12-31T02:00:11.077
eval AUC = 0.9807532188466769
eval Acc = 0.9093959731543624
# test=5, eval=4
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.0934568644	0.3422818792	0.7021844387	0.7227864173	2023-12-31T02:02:16.848
10	0.2234401554	0.9177852349	0.9858535397	[1m0.9730945209[0m	2023-12-31T02:04:19.040
20	0.1838147193	0.9272930649	0.9912746131	[1m0.9743194588[0m	2023-12-31T02:06:21.291
30	0.1126205325	0.9591722595	0.9964301872	[1m0.9768786379[0m	2023-12-31T02:08:23.680
40	0.0685473159	0.9826621924	0.9989147999	[1m0.9780867012[0m	2023-12-31T02:10:26.180
50	0.0392267033	0.9944071588	0.9998358989	[1m0.9789562403[0m	2023-12-31T02:12:28.766
60	0.0292346161	0.9949664430	0.9999952509	0.9787790749	2023-12-31T02:14:31.232
70	0.0104624731	1.0000000000	1.0000000000	[1m0.9789717842[0m	2023-12-31T02:16:33.693
80	0.0099911839	1.0000000000	1.0000000000	0.9786809914	2023-12-31T02:18:36.125
90	0.0066238320	1.0000000000	1.0000000000	[1m0.9791670412[0m	2023-12-31T02:20:38.895
100	0.0018049091	1.0000000000	1.0000000000	0.9789882378	2023-12-31T02:22:41.548
110	0.0009425201	1.0000000000	1.0000000000	[1m0.9792570347[0m	2023-12-31T02:24:44.541
120	0.0005827562	1.0000000000	1.0000000000	0.9792068825	2023-12-31T02:26:47.441
130	0.0003754117	1.0000000000	1.0000000000	0.9792102105	2023-12-31T02:28:50.403
140	0.0001954871	1.0000000000	1.0000000000	0.9789949009	2023-12-31T02:30:53.321
150	0.0001421964	1.0000000000	1.0000000000	0.9789975026	2023-12-31T02:32:56.387
160	0.0000671180	1.0000000000	1.0000000000	0.9789987566	2023-12-31T02:34:59.548
170	0.0000396450	1.0000000000	1.0000000000	0.9789731149	2023-12-31T02:37:02.698
180	0.0000292529	1.0000000000	1.0000000000	0.9788577890	2023-12-31T02:39:06.005
190	0.0000163624	1.0000000000	1.0000000000	0.9790950165	2023-12-31T02:41:09.488
200	0.0000093852	1.0000000000	1.0000000000	0.9788612262	2023-12-31T02:43:12.932
210	0.0000054077	1.0000000000	1.0000000000	0.9788713328	2023-12-31T02:45:16.322
eval AUC = 0.9793536868115779
eval Acc = 0.9093959731543624
avg eval AUC = 0.9783538204892601
avg eval Acc = 0.8994246553600579
avg cor among in-layer params = 0.008165854
