# test=1, eval=2
Epoch	CE	Acc	AUC	TestAUC	Time
350	1.6014111042	0.3307743658	0.6354247348	0.6329409544	2024-06-28T01:24:32.075
360	1.6011834145	0.3317757009	0.6356450096	[1m0.6333414322[0m	2024-06-28T01:24:35.453
370	1.6009658575	0.3327770360	0.6350791296	0.6325297773	2024-06-28T01:24:38.814
380	1.6007596254	0.3274365821	0.6361002808	[1m0.6343339415[0m	2024-06-28T01:24:42.186
390	1.6005343199	0.3240987984	0.6363015141	[1m0.6346574699[0m	2024-06-28T01:24:45.533
400	1.6003199816	0.3234312417	0.6360848561	0.6343946436	2024-06-28T01:24:48.869
410	1.6000922918	0.3271028037	0.6360371081	0.6343426932	2024-06-28T01:24:52.252
420	1.5998786688	0.3264352470	0.6359321078	0.6342788646	2024-06-28T01:24:55.617
430	1.5996582508	0.3291054740	0.6357934388	0.6340172665	2024-06-28T01:24:59.003
440	1.5994492769	0.3314419226	0.6359631807	0.6343695791	2024-06-28T01:25:02.358
450	1.5992205143	0.3321094793	0.6352571678	0.6331017040	2024-06-28T01:25:05.712
460	1.5990043879	0.3327770360	0.6355777468	0.6338144580	2024-06-28T01:25:09.109
470	1.5987957716	0.3271028037	0.6353235840	0.6332869230	2024-06-28T01:25:12.497
480	1.5985794067	0.3287716956	0.6362924871	[1m0.6348157450[0m	2024-06-28T01:25:15.876
490	1.5983779430	0.3287716956	0.6353653512	0.6334677613	2024-06-28T01:25:19.215
500	1.5981382132	0.3317757009	0.6355664538	0.6339640300	2024-06-28T01:25:22.565
eval AUC = 0.6431674318614057
eval Acc = 0.3323353293413174
# test=3, eval=4
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094317436	0.2036048064	0.4699468514	0.4694431856	2024-06-28T01:25:24.069
10	1.6091485023	0.2032710280	0.6374988333	[1m0.6287894861[0m	2024-06-28T01:25:26.791
20	1.6089098454	0.2032710280	0.6349713847	0.6263169187	2024-06-28T01:25:29.784
30	1.6086792946	0.2032710280	0.6347392620	0.6260595075	2024-06-28T01:25:32.892
40	1.6084419489	0.2032710280	0.6346394226	0.6259671427	2024-06-28T01:25:36.066
50	1.6082015038	0.2032710280	0.6344696360	0.6258322301	2024-06-28T01:25:39.319
60	1.6079633236	0.2032710280	0.6343906121	0.6257472330	2024-06-28T01:25:42.565
70	1.6077401638	0.2032710280	0.6343007252	0.6256790699	2024-06-28T01:25:45.854
80	1.6074981689	0.2032710280	0.6344674230	0.6257942830	2024-06-28T01:25:49.148
90	1.6072527170	0.2032710280	0.6343413897	0.6256898268	2024-06-28T01:25:52.459
100	1.6070206165	0.2032710280	0.6343581375	0.6256966918	2024-06-28T01:25:55.840
110	1.6067869663	0.2550066756	0.6342651398	0.6256303740	2024-06-28T01:25:59.227
eval AUC = 0.626723431305209
eval Acc = 0.20359281437125748
# test=3, eval=5
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094400883	0.1989354624	0.5357559501	0.5347468044	2024-06-28T01:26:01.845
10	1.6091475487	0.2035928144	0.6321515220	[1m0.6249301992[0m	2024-06-28T01:26:04.804
20	1.6089078188	0.2035928144	0.6323809627	[1m0.6251659239[0m	2024-06-28T01:26:08.004
30	1.6086713076	0.2035928144	0.6324244445	[1m0.6252155093[0m	2024-06-28T01:26:11.282
40	1.6084177494	0.2035928144	0.6324645799	[1m0.6252643083[0m	2024-06-28T01:26:14.559
50	1.6081811190	0.2035928144	0.6324805509	0.6252628734	2024-06-28T01:26:17.880
60	1.6079384089	0.2035928144	0.6324912922	[1m0.6252751144[0m	2024-06-28T01:26:21.207
70	1.6076960564	0.2035928144	0.6325152910	[1m0.6252981272[0m	2024-06-28T01:26:24.598
80	1.6074533463	0.2035928144	0.6325186482	0.6252922966	2024-06-28T01:26:27.954
90	1.6072152853	0.2035928144	0.6325205529	[1m0.6253027641[0m	2024-06-28T01:26:31.355
100	1.6069890261	0.2035928144	0.6325314716	[1m0.6253108160[0m	2024-06-28T01:26:34.760
110	1.6067367792	0.2035928144	0.6325400789	[1m0.6253244655[0m	2024-06-28T01:26:38.152
120	1.6064922810	0.2035928144	0.6325364031	0.6253137849	2024-06-28T01:26:41.578
130	1.6062562466	0.2035928144	0.6325519235	[1m0.6253337940[0m	2024-06-28T01:26:45.029
140	1.6060131788	0.2035928144	0.6325461219	0.6253306251	2024-06-28T01:26:48.505
150	1.6057862043	0.2415169661	0.6325458046	0.6253293665	2024-06-28T01:26:52.017
160	1.6055463552	0.2275449102	0.6325509067	0.6253331026	2024-06-28T01:26:55.501
170	1.6053065062	0.2132401863	0.6325586559	[1m0.6253386953[0m	2024-06-28T01:26:58.982
180	1.6050795317	0.2421823021	0.6325564069	0.6253380420	2024-06-28T01:27:02.510
190	1.6048347950	0.2292082502	0.6325684811	[1m0.6253461682[0m	2024-06-28T01:27:05.999
200	1.6046049595	0.3266799734	0.6325577428	0.6253374091	2024-06-28T01:27:09.544
210	1.6043829918	0.3293413174	0.6325674426	0.6253386746	2024-06-28T01:27:13.035
220	1.6041351557	0.3296739854	0.6325563589	0.6253286454	2024-06-28T01:27:16.547
230	1.6039061546	0.2784431138	0.6325719064	0.6253374066	2024-06-28T01:27:20.093
240	1.6036639214	0.3210246174	0.6325639704	0.6253317650	2024-06-28T01:27:23.576
250	1.6034435034	0.3030605456	0.6325762584	0.6253430153	2024-06-28T01:27:27.023
260	1.6031945944	0.3256819694	0.6325754186	0.6253398816	2024-06-28T01:27:30.487
270	1.6029663086	0.3346640053	0.6325667856	0.6253354869	2024-06-28T01:27:33.890
280	1.6027326584	0.3346640053	0.6325716400	0.6253379925	2024-06-28T01:27:37.321
290	1.6024973392	0.3326679973	0.6325744785	0.6253386183	2024-06-28T01:27:40.759
eval AUC = 0.6282848184235237
eval Acc = 0.22278225806451613
# test=4, eval=1
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094250679	0.1989319092	0.5524424504	0.5573971919	2024-06-28T01:27:42.921
10	1.6091513634	0.2032710280	0.6327048050	[1m0.6271202838[0m	2024-06-28T01:27:45.515
20	1.6089088917	0.2032710280	0.6322826647	0.6258530131	2024-06-28T01:27:48.310
30	1.6086717844	0.2032710280	0.6328403327	[1m0.6284161451[0m	2024-06-28T01:27:51.150
40	1.6084290743	0.2032710280	0.6322946228	0.6260372433	2024-06-28T01:27:54.115
50	1.6082017422	0.2276368491	0.6319905865	0.6251956541	2024-06-28T01:27:57.174
60	1.6079593897	0.2032710280	0.6320000710	0.6253271908	2024-06-28T01:28:00.244
70	1.6077282429	0.2269692924	0.6318684199	0.6249475082	2024-06-28T01:28:03.412
80	1.6074932814	0.2032710280	0.6319202943	0.6255566101	2024-06-28T01:28:06.508
90	1.6072549820	0.2052736983	0.6308556417	0.6252105931	2024-06-28T01:28:09.615
100	1.6070202589	0.2032710280	0.6318183096	0.6253153996	2024-06-28T01:28:12.768
110	1.6068079472	0.2202937250	0.6342782128	[1m0.6314369211[0m	2024-06-28T01:28:15.807
120	1.6065678596	0.2543391188	0.6344340056	[1m0.6316253035[0m	2024-06-28T01:28:18.907
130	1.6063146591	0.2032710280	0.6298592657	0.6249994059	2024-06-28T01:28:22.064
140	1.6060836315	0.2032710280	0.6304859900	0.6244333188	2024-06-28T01:28:25.264
150	1.6058593988	0.2640186916	0.6350818043	[1m0.6347112583[0m	2024-06-28T01:28:28.392
160	1.6056146622	0.3040720961	0.6350877427	[1m0.6370965756[0m	2024-06-28T01:28:31.527
170	1.6053818464	0.3054072096	0.6349187018	0.6352119100	2024-06-28T01:28:34.677
180	1.6051543951	0.2419893191	0.6342064010	0.6305891720	2024-06-28T01:28:37.842
190	1.6049373150	0.3264352470	0.6348346429	0.6370492176	2024-06-28T01:28:41.004
200	1.6047019958	0.3361148198	0.6347631648	0.6370710757	2024-06-28T01:28:44.174
210	1.6044602394	0.3271028037	0.6346649067	0.6370236706	2024-06-28T01:28:47.369
220	1.6042392254	0.3240987984	0.6345519380	0.6368603855	2024-06-28T01:28:50.585
230	1.6040052176	0.3170894526	0.6344819330	0.6347140015	2024-06-28T01:28:53.777
240	1.6037812233	0.2963951936	0.6345458444	0.6330956769	2024-06-28T01:28:57
250	1.6035485268	0.3217623498	0.6342891548	0.6365469709	2024-06-28T01:29:00.331
260	1.6033287048	0.3304405874	0.6329899917	[1m0.6381235083[0m	2024-06-28T01:29:03.630
270	1.6030895710	0.3204272363	0.6343095621	0.6348039158	2024-06-28T01:29:06.881
280	1.6028666496	0.3307743658	0.6334294694	0.6373654953	2024-06-28T01:29:10.156
290	1.6026492119	0.3000667557	0.6343630564	0.6331625735	2024-06-28T01:29:13.459
300	1.6024119854	0.3284379172	0.6340611972	0.6357908614	2024-06-28T01:29:16.759
310	1.6021842957	0.3317757009	0.6333901173	0.6368993146	2024-06-28T01:29:20.092
320	1.6019583941	0.3314419226	0.6338158529	0.6362704105	2024-06-28T01:29:23.383
330	1.6017374992	0.3297730307	0.6339797524	0.6353621954	2024-06-28T01:29:26.689
340	1.6015110016	0.3321094793	0.6335362982	0.6364606759	2024-06-28T01:29:30.016
350	1.6012868881	0.3317757009	0.6329601850	0.6369051590	2024-06-28T01:29:33.358
360	1.6010658741	0.3327770360	0.6336932814	0.6360318967	2024-06-28T01:29:36.700
eval AUC = 0.6349058997376942
eval Acc = 0.33532934131736525
# test=4, eval=2
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094318628	0.1945927904	0.5019732493	0.4877314791	2024-06-28T01:29:39.090
10	1.6091566086	0.2032710280	0.6241686838	[1m0.6146324590[0m	2024-06-28T01:29:41.948
20	1.6089212894	0.2032710280	0.6244720974	[1m0.6149121175[0m	2024-06-28T01:29:45.002
30	1.6086895466	0.2032710280	0.6245576820	[1m0.6149886274[0m	2024-06-28T01:29:48.152
40	1.6084456444	0.2032710280	0.6246702598	[1m0.6150575803[0m	2024-06-28T01:29:51.315
50	1.6082316637	0.2032710280	0.6246350273	[1m0.6150589318[0m	2024-06-28T01:29:54.547
60	1.6079868078	0.2156208278	0.6247832740	[1m0.6151615910[0m	2024-06-28T01:29:57.781
70	1.6077389717	0.2032710280	0.6248829758	[1m0.6152360894[0m	2024-06-28T01:30:01.041
80	1.6075035334	0.2122830441	0.6251120069	[1m0.6153725527[0m	2024-06-28T01:30:04.326
90	1.6072664261	0.2032710280	0.6249420556	0.6152880656	2024-06-28T01:30:07.625
100	1.6070320606	0.2032710280	0.6251417117	[1m0.6154056651[0m	2024-06-28T01:30:10.995
110	1.6068110466	0.2032710280	0.6251281152	0.6154043692	2024-06-28T01:30:14.305
120	1.6065682173	0.2032710280	0.6251260778	[1m0.6154112202[0m	2024-06-28T01:30:17.664
130	1.6063359976	0.2032710280	0.6250711232	0.6153748707	2024-06-28T01:30:21.040
140	1.6061084270	0.2540053405	0.6252755943	[1m0.6155093599[0m	2024-06-28T01:30:24.385
150	1.6058765650	0.2242990654	0.6253432797	[1m0.6155650387[0m	2024-06-28T01:30:27.713
160	1.6056401730	0.3094125501	0.6255462088	[1m0.6157139753[0m	2024-06-28T01:30:31.036
170	1.6054168940	0.3321094793	0.6259683569	[1m0.6160217906[0m	2024-06-28T01:30:34.334
180	1.6051855087	0.3017356475	0.6257456945	0.6158622645	2024-06-28T01:30:37.786
190	1.6049568653	0.2706942590	0.6255460419	0.6157226890	2024-06-28T01:30:41.121
200	1.6047390699	0.2032710280	0.6252964226	0.6155724708	2024-06-28T01:30:44.485
210	1.6044915915	0.3184245661	0.6260552236	[1m0.6160849763[0m	2024-06-28T01:30:47.775
220	1.6042634249	0.3167556742	0.6259127067	0.6160161251	2024-06-28T01:30:51.104
230	1.6040385962	0.2960614152	0.6257766189	0.6159041129	2024-06-28T01:30:54.462
240	1.6038272381	0.3110814419	0.6265116711	[1m0.6164591360[0m	2024-06-28T01:30:57.771
250	1.6035956144	0.3264352470	0.6321300525	[1m0.6217946262[0m	2024-06-28T01:31:01.028
260	1.6033583879	0.3314419226	0.6307364517	0.6206926127	2024-06-28T01:31:04.270
270	1.6031320095	0.3291054740	0.6292094257	0.6194591867	2024-06-28T01:31:07.554
280	1.6029132605	0.3084112150	0.6266293303	0.6166449898	2024-06-28T01:31:10.883
290	1.6027010679	0.2706942590	0.6256129314	0.6158182694	2024-06-28T01:31:14.245
300	1.6024605036	0.3294392523	0.6326593592	[1m0.6224534940[0m	2024-06-28T01:31:17.522
310	1.6022304296	0.3321094793	0.6313647223	0.6212763687	2024-06-28T01:31:20.836
320	1.6020071507	0.3294392523	0.6308338374	0.6208815066	2024-06-28T01:31:24.144
330	1.6017982960	0.3277703605	0.6363515636	[1m0.6266418594[0m	2024-06-28T01:31:27.422
340	1.6015608311	0.3334445928	0.6328369976	0.6227663809	2024-06-28T01:31:30.715
350	1.6013365984	0.3311081442	0.6313492995	0.6213125827	2024-06-28T01:31:34.057
360	1.6011185646	0.3297730307	0.6313132366	0.6213062967	2024-06-28T01:31:37.389
370	1.6008943319	0.3297730307	0.6320405153	0.6220140718	2024-06-28T01:31:40.702
380	1.6006814241	0.3314419226	0.6339141669	0.6237180904	2024-06-28T01:31:44.035
390	1.6004545689	0.3321094793	0.6347182587	0.6246861772	2024-06-28T01:31:47.361
400	1.6002321243	0.3304405874	0.6345920370	0.6245347189	2024-06-28T01:31:50.706
410	1.6000142097	0.3251001335	0.6373991317	[1m0.6281168002[0m	2024-06-28T01:31:54.052
420	1.5997904539	0.3324432577	0.6344230411	0.6243863938	2024-06-28T01:31:57.383
430	1.5995719433	0.3314419226	0.6352983052	0.6256955478	2024-06-28T01:32:00.792
440	1.5993568897	0.3267690254	0.6366385027	0.6272863373	2024-06-28T01:32:04.191
450	1.5991536379	0.3291054740	0.6358937861	0.6265760589	2024-06-28T01:32:07.573
460	1.5989134312	0.3277703605	0.6372535725	0.6281029557	2024-06-28T01:32:10.922
470	1.5986957550	0.3317757009	0.6368421072	0.6275667232	2024-06-28T01:32:14.283
480	1.5984824896	0.3331108144	0.6363073874	0.6270585668	2024-06-28T01:32:17.664
490	1.5982573032	0.3324432577	0.6362082692	0.6270003544	2024-06-28T01:32:21.051
500	1.5980420113	0.3291054740	0.6369429096	0.6278369961	2024-06-28T01:32:24.436
eval AUC = 0.6333053544384648
eval Acc = 0.32934131736526945
# test=4, eval=3
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094176769	0.1959279039	0.6263165097	0.6145385850	2024-06-28T01:32:26.762
10	1.6091384888	0.2032710280	0.6259774482	0.6144336087	2024-06-28T01:32:29.845
20	1.6088994741	0.2032710280	0.6349287346	[1m0.6227632527[0m	2024-06-28T01:32:32.684
30	1.6086630821	0.2032710280	0.6353529204	[1m0.6250902228[0m	2024-06-28T01:32:35.790
40	1.6084347963	0.2032710280	0.6348334702	0.6245827537	2024-06-28T01:32:39.037
50	1.6081907749	0.2032710280	0.6347046710	0.6244544989	2024-06-28T01:32:42.337
60	1.6079629660	0.2236315087	0.6344725793	0.6242849557	2024-06-28T01:32:45.718
70	1.6077326536	0.2032710280	0.6344359234	0.6242418331	2024-06-28T01:32:49.091
80	1.6074823141	0.2032710280	0.6342940699	0.6241360753	2024-06-28T01:32:52.524
90	1.6072564125	0.2199599466	0.6342952075	0.6241391943	2024-06-28T01:32:56.049
100	1.6070095301	0.2032710280	0.6343057119	0.6241405009	2024-06-28T01:32:59.477
110	1.6067748070	0.2032710280	0.6343245561	0.6241561381	2024-06-28T01:33:02.906
120	1.6065443754	0.2650200267	0.6342562420	0.6241010609	2024-06-28T01:33:06.365
130	1.6063133478	0.2032710280	0.6343430255	0.6241667943	2024-06-28T01:33:09.788
eval AUC = 0.6267934156217413
eval Acc = 0.20359281437125748
# test=4, eval=5
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094245911	0.2035928144	0.5953207733	0.5935871906	2024-06-28T01:33:12.130
10	1.6091327667	0.2035928144	0.6368030163	[1m0.6278699703[0m	2024-06-28T01:33:14.851
20	1.6088835001	0.2035928144	0.6338145089	0.6245609033	2024-06-28T01:33:17.973
30	1.6086384058	0.2035928144	0.6335255186	0.6242295845	2024-06-28T01:33:21.216
40	1.6083952188	0.2035928144	0.6333761237	0.6240804287	2024-06-28T01:33:24.549
50	1.6081515551	0.2035928144	0.6333266767	0.6240193715	2024-06-28T01:33:27.931
60	1.6079107523	0.2035928144	0.6333133530	0.6240101653	2024-06-28T01:33:31.345
70	1.6076710224	0.2035928144	0.6332945944	0.6239776968	2024-06-28T01:33:34.818
80	1.6074250937	0.2035928144	0.6332587893	0.6239464696	2024-06-28T01:33:38.261
90	1.6071844101	0.2035928144	0.6332372948	0.6239421028	2024-06-28T01:33:41.722
100	1.6069375277	0.2035928144	0.6332368503	0.6239377882	2024-06-28T01:33:45.178
110	1.6066989899	0.2035928144	0.6332202617	0.6239221596	2024-06-28T01:33:48.651
eval AUC = 0.6339179097924499
eval Acc = 0.20262096774193547
# test=5, eval=1
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094510555	0.1976047904	0.3713636488	0.3776888648	2024-06-28T01:33:50.630
10	1.6091672182	0.2035928144	0.6304300090	[1m0.6292482151[0m	2024-06-28T01:33:53.199
20	1.6089224815	0.2035928144	0.6302010571	0.6286004273	2024-06-28T01:33:56.203
30	1.6086778641	0.2035928144	0.6302095850	0.6285103572	2024-06-28T01:33:59.342
40	1.6084342003	0.2035928144	0.6302489276	0.6284860941	2024-06-28T01:34:02.564
50	1.6081882715	0.2035928144	0.6302201750	0.6284600039	2024-06-28T01:34:05.806
60	1.6079635620	0.2375249501	0.6303120059	0.6284740966	2024-06-28T01:34:09.103
70	1.6077077389	0.2035928144	0.6303220593	0.6284695768	2024-06-28T01:34:12.437
80	1.6074694395	0.2035928144	0.6303144136	0.6284574499	2024-06-28T01:34:15.759
90	1.6072275639	0.2035928144	0.6303472586	0.6284747041	2024-06-28T01:34:19.092
100	1.6069935560	0.2035928144	0.6302885076	0.6284619099	2024-06-28T01:34:22.456
110	1.6067552567	0.2035928144	0.6303647413	0.6284414848	2024-06-28T01:34:25.783
eval AUC = 0.6340558476600598
eval Acc = 0.20359281437125748
# test=5, eval=2
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094409227	0.1919494345	0.4058573145	0.4232529545	2024-06-28T01:34:28.051
10	1.6091479063	0.2035928144	0.6245212886	[1m0.6317661740[0m	2024-06-28T01:34:30.644
20	1.6089078188	0.2035928144	0.6284346469	0.6298194680	2024-06-28T01:34:33.473
30	1.6086856127	0.2149035263	0.6287342568	0.6301097724	2024-06-28T01:34:36.485
40	1.6084283590	0.2035928144	0.6286636216	0.6299960043	2024-06-28T01:34:39.597
50	1.6081855297	0.2035928144	0.6288427132	0.6301255109	2024-06-28T01:34:42.720
60	1.6079427004	0.2035928144	0.6288650197	0.6301056330	2024-06-28T01:34:45.923
70	1.6077084541	0.2252162342	0.6288882489	0.6300858510	2024-06-28T01:34:49.135
80	1.6074697971	0.2035928144	0.6289168945	0.6300883234	2024-06-28T01:34:52.383
90	1.6072278023	0.2035928144	0.6286479445	0.6298220796	2024-06-28T01:34:55.696
100	1.6069900990	0.2035928144	0.6288271427	0.6299778397	2024-06-28T01:34:58.980
110	1.6067594290	0.2035928144	0.6288791025	0.6299995081	2024-06-28T01:35:02.276
eval AUC = 0.6216844706288965
eval Acc = 0.20359281437125748
# test=5, eval=3
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094117165	0.2035928144	0.6048385595	0.6105023182	2024-06-28T01:35:04.640
10	1.6091361046	0.2035928144	0.6319055917	[1m0.6278353535[0m	2024-06-28T01:35:07.555
20	1.6088850498	0.2035928144	0.6322013871	[1m0.6280491151[0m	2024-06-28T01:35:10.715
30	1.6086401939	0.2035928144	0.6323295652	[1m0.6281236799[0m	2024-06-28T01:35:13.945
40	1.6083881855	0.2035928144	0.6323682221	[1m0.6281776843[0m	2024-06-28T01:35:17.214
50	1.6081498861	0.2035928144	0.6324041407	[1m0.6281992850[0m	2024-06-28T01:35:20.531
60	1.6079244614	0.2012641384	0.6324181130	0.6281904028	2024-06-28T01:35:23.876
70	1.6076736450	0.2035928144	0.6324426500	[1m0.6282018718[0m	2024-06-28T01:35:27.255
80	1.6074236631	0.2035928144	0.6324608643	0.6282012856	2024-06-28T01:35:30.619
90	1.6071949005	0.2035928144	0.6324686784	0.6282012351	2024-06-28T01:35:33.998
100	1.6069446802	0.2035928144	0.6324847665	[1m0.6282215953[0m	2024-06-28T01:35:37.410
110	1.6067113876	0.2035928144	0.6325018446	0.6282196965	2024-06-28T01:35:40.828
120	1.6064701080	0.2035928144	0.6325066110	[1m0.6282266649[0m	2024-06-28T01:35:44.220
130	1.6062234640	0.2035928144	0.6325057600	[1m0.6282266912[0m	2024-06-28T01:35:47.616
140	1.6059924364	0.2840984697	0.6325087317	[1m0.6282324401[0m	2024-06-28T01:35:51.080
150	1.6057577133	0.2168995343	0.6325162906	[1m0.6282445214[0m	2024-06-28T01:35:54.483
160	1.6055226326	0.2035928144	0.6325282891	[1m0.6282566027[0m	2024-06-28T01:35:57.882
170	1.6052796841	0.2228875582	0.6325284940	[1m0.6282585015[0m	2024-06-28T01:36:01.323
180	1.6050422192	0.3093812375	0.6325247260	0.6282520971	2024-06-28T01:36:04.770
190	1.6048029661	0.2495009980	0.6325356976	[1m0.6282731296[0m	2024-06-28T01:36:08.253
200	1.6045731306	0.3073852295	0.6325366538	0.6282661155	2024-06-28T01:36:11.691
210	1.6043386459	0.2212242182	0.6325543711	[1m0.6282928465[0m	2024-06-28T01:36:15.119
220	1.6041069031	0.3130405855	0.6325478881	0.6282787898	2024-06-28T01:36:18.673
230	1.6038677692	0.3206919494	0.6325488517	0.6282788089	2024-06-28T01:36:22.086
240	1.6036316156	0.3137059215	0.6325543312	0.6282857965	2024-06-28T01:36:25.491
250	1.6034139395	0.3406520293	0.6325469666	0.6282660578	2024-06-28T01:36:28.914
260	1.6031721830	0.3256819694	0.6325553629	0.6282794449	2024-06-28T01:36:32.339
270	1.6029441357	0.3157019295	0.6325748879	[1m0.6282953598[0m	2024-06-28T01:36:35.744
280	1.6027102470	0.3157019295	0.6325668894	0.6282832256	2024-06-28T01:36:39.153
290	1.6024723053	0.3216899534	0.6325753616	0.6282902396	2024-06-28T01:36:42.567
300	1.6022417545	0.3206919494	0.6325823089	0.6282927888	2024-06-28T01:36:45.972
310	1.6020212173	0.3137059215	0.6325939683	[1m0.6283004437[0m	2024-06-28T01:36:49.390
320	1.6017820835	0.3300066534	0.6325865306	0.6282889410	2024-06-28T01:36:52.830
330	1.6015588045	0.3306719894	0.6325865277	0.6282921408	2024-06-28T01:36:56.258
340	1.6013225317	0.3343313373	0.6325813819	0.6282921264	2024-06-28T01:36:59.823
350	1.6011002064	0.3346640053	0.6325936690	0.6282985066	2024-06-28T01:37:03.238
360	1.6008658409	0.3330006653	0.6325941552	[1m0.6283048917[0m	2024-06-28T01:37:06.701
370	1.6006447077	0.3443113772	0.6326013057	[1m0.6283099998[0m	2024-06-28T01:37:10.144
380	1.6004109383	0.3310046574	0.6326171498	[1m0.6283310610[0m	2024-06-28T01:37:13.588
390	1.6001933813	0.3253493014	0.6326439781	[1m0.6283501826[0m	2024-06-28T01:37:17.067
400	1.5999579430	0.3353293413	0.6326163054	0.6283272395	2024-06-28T01:37:20.507
410	1.5997437239	0.3343313373	0.6326221459	0.6283272300	2024-06-28T01:37:23.997
420	1.5995122194	0.3330006653	0.6326342977	0.6283399521	2024-06-28T01:37:27.486
430	1.5992815495	0.3343313373	0.6326381902	0.6283368027	2024-06-28T01:37:30.943
440	1.5990616083	0.3416500333	0.6326537435	[1m0.6283520982[0m	2024-06-28T01:37:34.416
450	1.5988439322	0.3373253493	0.6326361593	0.6283329429	2024-06-28T01:37:37.887
460	1.5986161232	0.3300066534	0.6326838361	[1m0.6283859296[0m	2024-06-28T01:37:41.325
470	1.5983831882	0.3346640053	0.6326636702	0.6283565582	2024-06-28T01:37:44.767
480	1.5981699228	0.3303393214	0.6326948778	[1m0.6284089110[0m	2024-06-28T01:37:48.200
490	1.5979435444	0.3346640053	0.6326774232	0.6283712534	2024-06-28T01:37:51.637
500	1.5977190733	0.3413173653	0.6326788075	0.6283750701	2024-06-28T01:37:55.071
eval AUC = 0.6254426596410168
eval Acc = 0.33632734530938124
# test=5, eval=4
Epoch	CE	Acc	AUC	TestAUC	Time
0	1.6094484329	0.1986027944	0.3890353126	0.3854716440	2024-06-28T01:37:56.775
10	1.6091501713	0.2035928144	0.6335735322	[1m0.6288512510[0m	2024-06-28T01:37:59.757
20	1.6089133024	0.2035928144	0.6333326916	0.6285954315	2024-06-28T01:38:02.955
30	1.6086664200	0.2035928144	0.6332530653	0.6285239068	2024-06-28T01:38:06.325
40	1.6084253788	0.2035928144	0.6332145974	0.6284955581	2024-06-28T01:38:09.591
50	1.6081883907	0.2035928144	0.6332122389	0.6284976104	2024-06-28T01:38:12.906
60	1.6079384089	0.2035928144	0.6331870143	0.6284695571	2024-06-28T01:38:16.233
70	1.6076970100	0.2035928144	0.6331760901	0.6284531288	2024-06-28T01:38:19.576
80	1.6074699163	0.2015968064	0.6331625983	0.6284391703	2024-06-28T01:38:22.932
90	1.6072173119	0.2338656021	0.6331607505	0.6284640746	2024-06-28T01:38:26.334
100	1.6069691181	0.2035928144	0.6331682143	0.6284838612	2024-06-28T01:38:29.735
110	1.6067315340	0.2035928144	0.6331617578	0.6284800254	2024-06-28T01:38:33.101
eval AUC = 0.6243582576192463
eval Acc = 0.20359281437125748
avg eval AUC = 0.6305583257684276
avg eval Acc = 0.24897533561908433
avg cor among in-layer params = 0.8063627
