,Overlap,Name,Type
0,0.5184815184815185,unbiased_49,unbiased
0,0.3151515151515151,unbiased_345,unbiased
0,0.00221141088014153,unbiased_191,unbiased
0,0.001332001332001332,unbiased_312,unbiased
0,0.0005827505827505828,unbiased_241,unbiased
0,3.0,unbiased_353,unbiased
1,0.028571428571428574,unbiased_353,unbiased
2,0.08571428571428572,unbiased_353,unbiased
0,0.006993006993006993,unbiased_328,unbiased
0,0.0021756021756021756,unbiased_113,unbiased
0,0.26373626373626374,unbiased_105,unbiased
1,0.028571428571428574,unbiased_105,unbiased
2,0.44475524475524475,unbiased_105,unbiased
0,0.004329004329004329,unbiased_369,unbiased
0,0.11428571428571428,unbiased_294,unbiased
0,0.37038255861785274,unbiased_164,unbiased
0,0.015873015873015872,unbiased_93,unbiased
0,0.7301587301587302,unbiased_324,unbiased
0,0.004079254079254079,unbiased_220,unbiased
0,0.02857142857142857,unbiased_299,unbiased
0,0.0011655011655011655,unbiased_221,unbiased
0,0.11428571428571428,unbiased_364,unbiased
0,0.10329670329670329,unbiased_372,unbiased
0,0.00023342670401493932,unbiased_124,unbiased
0,1.0,unbiased_84,unbiased
0,0.025974025974025976,unbiased_295,unbiased
0,0.00010283833813245579,unbiased_283,unbiased
0,0.2721278721278721,unbiased_145,unbiased
0,0.009523809523809525,unbiased_26,unbiased
0,0.08313908313908314,unbiased_169,unbiased
0,0.013986013986013986,unbiased_201,unbiased
0,0.19047619047619047,unbiased_83,unbiased
0,0.7878787878787878,unbiased_318,unbiased
0,0.5727605727605728,unbiased_174,unbiased
0,0.0005827505827505828,unbiased_162,unbiased
0,0.006060606060606061,unbiased_119,unbiased
0,0.5743374272786037,unbiased_40,unbiased
0,0.08484848484848484,unbiased_271,unbiased
0,0.12990196078431374,unbiased_178,unbiased
0,0.04009324009324009,unbiased_302,unbiased
0,1.0,unbiased_210,unbiased
0,0.000666000666000666,unbiased_103,unbiased
0,0.004329004329004329,unbiased_154,unbiased
0,0.2765939942410531,unbiased_211,unbiased
0,0.0035714285714285713,unbiased_303,unbiased
0,0.5236985236985237,unbiased_315,unbiased
0,1.0,unbiased_36,unbiased
0,0.012121212121212121,unbiased_342,unbiased
0,0.3939393939393939,unbiased_207,unbiased
0,0.01616161616161616,unbiased_159,unbiased
0,1.0,unbiased_270,unbiased
0,0.001998001998001998,unbiased_335,unbiased
0,0.07115384615384615,unbiased_118,unbiased
0,0.006993006993006993,unbiased_134,unbiased
0,0.00017482517482517483,unbiased_163,unbiased
0,0.14185814185814188,unbiased_175,unbiased
0,0.2742812742812743,unbiased_82,unbiased
0,0.004329004329004329,zebrafish_133,zebrafish
0,0.05128205128205128,zebrafish_76,zebrafish
0,0.000999000999000999,zebrafish_61,zebrafish
0,0.001554001554001554,zebrafish_98,zebrafish
0,0.004329004329004329,zebrafish_8,zebrafish
0,0.8356643356643356,zebrafish_20,zebrafish
0,0.0011655011655011655,zebrafish_112,zebrafish
0,0.47619047619047616,zebrafish_94,zebrafish
0,0.00404040404040404,zebrafish_115,zebrafish
0,0.05194805194805195,zebrafish_142,zebrafish
0,0.10714285714285714,zebrafish_70,zebrafish
1,2.357142857142857,zebrafish_70,zebrafish
2,0.16666666666666666,zebrafish_70,zebrafish
0,0.010101010101010102,zebrafish_139,zebrafish
0,0.12637362637362637,zebrafish_66,zebrafish
0,1.0,zebrafish_89,zebrafish
0,1.0,zebrafish_46,zebrafish
0,0.75,zebrafish_3,zebrafish
1,1.987012987012987,zebrafish_3,zebrafish
2,0.07142857142857142,zebrafish_3,zebrafish
0,0.05714285714285714,zebrafish_162,zebrafish
0,1.0,zebrafish_159,zebrafish
0,0.08571428571428572,zebrafish_10,zebrafish
1,0.08571428571428572,zebrafish_10,zebrafish
2,0.08571428571428572,zebrafish_10,zebrafish
0,0.0024509803921568627,zebrafish_118,zebrafish
0,0.004329004329004329,zebrafish_47,zebrafish
0,0.047619047619047616,zebrafish_67,zebrafish
1,1.2380952380952381,zebrafish_67,zebrafish
2,0.023809523809523808,zebrafish_67,zebrafish
0,0.6095238095238095,zebrafish_26,zebrafish
0,0.0003108003108003108,zebrafish_155,zebrafish
0,0.004329004329004329,zebrafish_33,zebrafish
0,0.17748917748917747,zebrafish_48,zebrafish
0,0.12554112554112554,zebrafish_160,zebrafish
0,0.001554001554001554,zebrafish_68,zebrafish
0,0.2,zebrafish_121,zebrafish
0,0.00404040404040404,zebrafish_29,zebrafish
0,2.6461326770924294e-05,zebrafish_13,zebrafish
0,0.2857142857142857,zebrafish_45,zebrafish
0,0.0021645021645021645,zebrafish_53,zebrafish
0,0.016666666666666666,zebrafish_28,zebrafish
0,0.015873015873015872,zebrafish_90,zebrafish
0,0.6943278943278944,zebrafish_120,zebrafish
0,0.006216006216006216,zebrafish_136,zebrafish
0,0.02857142857142857,zebrafish_141,zebrafish
0,1.0,zebrafish_157,zebrafish
0,0.14710289710289712,zebrafish_100,zebrafish
0,0.8484848484848486,zebrafish_15,zebrafish
1,0.028571428571428574,zebrafish_15,zebrafish
2,0.001998001998001998,zebrafish_15,zebrafish
0,0.0011655011655011655,zebrafish_35,zebrafish
0,0.02857142857142857,zebrafish_74,zebrafish
0,0.08225108225108226,zebrafish_146,zebrafish
0,0.44835164835164837,zebrafish_106,zebrafish
0,0.004662004662004662,zebrafish_34,zebrafish
0,0.00404040404040404,zebrafish_126,zebrafish
0,0.003996003996003996,zebrafish_38,zebrafish
0,0.06643356643356643,biased_286,biased
1,0.05,biased_286,biased
2,0.7857142857142856,biased_286,biased
0,8.227067050596462e-05,biased_53,biased
0,0.004329004329004329,biased_117,biased
0,0.7301587301587302,biased_45,biased
0,0.015873015873015872,biased_357,biased
0,0.4,biased_90,biased
0,0.03496503496503496,biased_176,biased
0,0.004395604395604396,biased_32,biased
0,0.0002797002701866865,biased_160,biased
0,0.1111111111111111,biased_24,biased
0,0.02857142857142857,biased_249,biased
0,0.047619047619047616,biased_137,biased
1,0.047619047619047616,biased_137,biased
2,0.45238095238095233,biased_137,biased
0,0.02857142857142857,biased_248,biased
0,0.015873015873015872,biased_33,biased
0,0.0025252525252525255,biased_272,biased
0,0.17343604108309993,biased_264,biased
0,0.00404040404040404,biased_91,biased
0,0.0034965034965034965,biased_213,biased
1,0.028571428571428574,biased_213,biased
2,0.21818181818181817,biased_213,biased
0,0.5236985236985237,biased_194,biased
0,0.10714285714285714,biased_87,biased
1,1.987012987012987,biased_87,biased
2,0.07142857142857142,biased_87,biased
0,0.013986013986013986,biased_68,biased
0,0.031746031746031744,biased_340,biased
0,0.009214212000589708,biased_157,biased
0,0.000666000666000666,biased_44,biased
0,0.5476190476190476,biased_383,biased
0,0.07323232323232323,biased_229,biased
0,0.012654012654012654,biased_287,biased
0,0.47619047619047616,biased_4,biased
0,0.02042483660130719,biased_367,biased
0,0.2222222222222222,biased_218,biased
0,1.0,biased_280,biased
0,0.00010283833813245579,biased_384,biased
0,0.9047619047619047,biased_43,biased
0,0.0025252525252525255,biased_14,biased
0,0.03571428571428571,biased_347,biased
0,0.07142857142857142,biased_193,biased
1,0.07142857142857142,biased_193,biased
2,1.2000000000000002,biased_193,biased
0,0.0003996003996003996,biased_306,biased
0,0.0011655011655011655,biased_185,biased
0,0.007936507936507936,biased_79,biased
0,0.3151515151515151,biased_215,biased
0,0.009523809523809525,biased_184,biased
0,0.0014652014652014652,biased_39,biased
0,0.7307692307692307,biased_192,biased
0,0.023809523809523808,biased_346,biased
0,0.009523809523809525,biased_151,biased
0,0.06349206349206349,biased_278,biased
0,0.4121212121212121,biased_9,biased
0,0.14545454545454548,biased_110,biased
1,0.17142857142857143,biased_110,biased
2,1.490909090909091,biased_110,biased
0,0.015873015873015872,biased_239,biased
0,0.047619047619047616,biased_393,biased
0,0.028282828282828285,biased_219,biased
0,0.006060606060606061,biased_130,biased
0,0.0034965034965034965,biased_74,biased
1,3.0,biased_74,biased
2,0.028571428571428574,biased_74,biased
0,1.0,biased_35,biased
0,0.0005827505827505828,biased_223,biased
0,0.2571428571428571,biased_5,biased
0,0.031746031746031744,biased_133,biased
0,0.004329004329004329,biased_172,biased
0,0.7857142857142857,biased_125,biased
0,0.00404040404040404,biased_324,biased
0,0.5487394957983193,biased_94,biased
0,0.047619047619047616,biased_241,biased
1,0.08571428571428572,biased_241,biased
2,0.047619047619047616,biased_241,biased
0,0.007936507936507936,biased_129,biased
0,1.2857142857142856,biased_16,biased
1,3.0,biased_16,biased
2,1.2857142857142856,biased_16,biased
0,0.9142857142857143,biased_41,biased
0,0.000666000666000666,biased_386,biased
0,0.026223776223776224,biased_113,biased
0,0.5272727272727272,biased_328,biased
0,0.6484848484848484,biased_283,biased
0,0.24675324675324672,biased_329,biased
0,0.413986013986014,biased_112,biased
0,0.000999000999000999,biased_368,biased
0,0.000666000666000666,biased_40,biased
0,0.14545454545454545,biased_201,biased
1,0.24375624375624377,biased_201,biased
2,0.5,biased_201,biased
0,0.015873015873015872,biased_128,biased
0,0.0018315018315018315,biased_190,biased
0,0.0025252525252525255,biased_240,biased
0,0.047619047619047616,biased_305,biased
1,0.047619047619047616,biased_305,biased
2,1.0285714285714285,biased_305,biased
0,0.015873015873015872,biased_169,biased
0,0.18065268065268064,biased_352,biased
0,0.05714285714285714,biased_221,biased
0,0.0011655011655011655,biased_348,biased
0,0.7922077922077921,biased_165,biased
0,0.028571428571428574,biased_181,biased
1,0.17142857142857143,biased_181,biased
2,0.14285714285714285,biased_181,biased
0,1.0,biased_197,biased
0,0.07323232323232323,biased_47,biased
0,0.09271904566022213,biased_123,biased
0,0.17094017094017094,biased_226,biased
0,0.007936507936507936,biased_375,biased
0,0.38095238095238093,biased_322,biased
0,0.00663423264042459,biased_267,biased
0,0.00017482517482517483,biased_118,biased
0,0.007936507936507936,biased_159,biased
0,0.004329004329004329,biased_66,biased
0,0.9307359307359306,biased_89,biased
0,0.047619047619047616,biased_163,biased
1,0.6666666666666666,biased_163,biased
2,0.047619047619047616,biased_163,biased
0,0.0548951048951049,biased_134,biased
0,0.42857142857142855,biased_285,biased
0,1.0,biased_50,biased
0,0.08791208791208792,biased_196,biased
0,0.001098901098901099,biased_180,biased
0,0.14285714285714285,biased_354,biased
